"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome"
"sp4355","Solanum bahianum","Solanaceae","Solanum","Solanum bahianum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4355,"native","shrub","Woody tree (Shrub or treelet)",1.5,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4356","Solanum buddleiifolium","Solanaceae","Solanum","Solanum buddleiifolium","species","Arbusto|Subarbusto","Terrícola","Campo rupestre|Carrasco",4356,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4357","Solanum bullatum","Solanaceae","Solanum","Solanum bullatum","species","Árvore","Terrícola","Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4357,"native","tree","Woody tree (Tree)",17.8,"large_tree",0.462,"early_secondary",0.00499541320943914,"zoochoric"
"sp4358","Solanum caavurana","Solanaceae","Solanum","Solanum caavurana","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4358,"native","shrub","Woody tree (Tree or shrub)",6.2,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4359","Solanum campaniforme","Solanaceae","Solanum","Solanum campaniforme","species","Arbusto","Terrícola","Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4359,"native","tree","Woody tree (Tree or shrub)",10.52,"small_tree",0.441366954055556,"pioneer",0.0012596,"zoochoric"
"sp4360","Solanum capoerum","Solanaceae","Solanum","Solanum capoerum","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4360,"native","tree","Woody tree (Tree)",7,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4361","Solanum carautae","Solanaceae","Solanum","Solanum carautae","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4361,"native","tree","Woody tree (Tree)",10,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4362","Solanum cassioides","Solanaceae","Solanum","Solanum cassioides","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4362,"native","shrub","Woody tree (Shrub or treelet)",2,"large_shrub",0.441366954055556,"early_secondary",0.00499541320943914,"zoochoric"
"sp4363","Solanum castaneum","Solanaceae","Solanum","Solanum castaneum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",4363,"native","tree","Woody tree (Shrub or treelet)",3.8,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4364","Solanum cernuum","Solanaceae","Solanum","Solanum cernuum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4364,"native","tree","Woody tree (Tree or shrub)",9.3,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4365","Solanum cinnamomeum","Solanaceae","Solanum","Solanum cinnamomeum","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4365,"native","tree","Woody tree (Tree)",16.5,"large_tree",0.415858312,"pioneer",0.00499541320943914,"zoochoric"
"sp4366","Solanum cladotrichum","Solanaceae","Solanum","Solanum cladotrichum","species","Arbusto","Terrícola","Área Antrópica|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4366,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4367","Solanum compressum","Solanaceae","Solanum","Solanum compressum","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila Mista",4367,"native","tree","Woody tree (Tree)",14.7,"small_tree",0.441366954055556,"early_secondary",0.00499541320943914,"zoochoric"
"sp4368","Solanum concinnum","Solanaceae","Solanum","Solanum concinnum","species","Arbusto","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4368,"native","shrub","Woody tree (Shrub or treelet)",22,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4369","Solanum cordioides","Solanaceae","Solanum","Solanum cordioides","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4369,"native","tree","Woody tree (Tree or shrub)",7.7,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4370","Solanum crinitum","Solanaceae","Solanum","Solanum crinitum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Campo de Várzea|Campo rupestre|Cerrado (lato sensu)|Floresta de Várzea|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",4370,"native","tree","Woody tree (Tree)",7.8,"small_tree",0.24,"pioneer",0.0038504,"zoochoric"
"sp4371","Solanum decompositiflorum","Solanaceae","Solanum","Solanum decompositiflorum","species","Arbusto","Terrícola","Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",4371,"native","shrub","Woody tree (Shrub or treelet)",6,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4372","Solanum decorum","Solanaceae","Solanum","Solanum decorum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4372,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4373","Solanum didymum","Solanaceae","Solanum","Solanum didymum","species","Arbusto","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4373,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4374","Solanum diploconos","Solanaceae","Solanum","Solanum diploconos","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4374,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.441366954055556,"late_secondary",7.95638610461074,"zoochoric"
"sp4375","Solanum evonymoides","Solanaceae","Solanum","Solanum evonymoides","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4375,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4376","Solanum gardneri","Solanaceae","Solanum","Solanum gardneri","species","Arbusto","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)",4376,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4377","Solanum gertii","Solanaceae","Solanum","Solanum gertii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4377,"native","tree","Woody tree (Tree)",9.2,"small_tree",0.441366954055556,"late_secondary",0.00499541320943914,"zoochoric"
"sp4378","Solanum glaucophyllum","Solanaceae","Solanum","Solanum glaucophyllum","species","Arbusto","Aquática|Terrícola","Vegetação Aquática",4378,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4379","Solanum gnaphalocarpon","Solanaceae","Solanum","Solanum gnaphalocarpon","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",4379,"native","shrub","Woody tree (Shrub or treelet)",3.75,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4380","Solanum gomphodes","Solanaceae","Solanum","Solanum gomphodes","species","Arbusto","Terrícola","Cerrado (lato sensu)",4380,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4381","Solanum granulosoleprosum","Solanaceae","Solanum","Solanum granulosoleprosum","species","Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4381,"native","tree","Woody tree (Tree)",15.3,"large_tree",0.404,"pioneer",0.000852,"zoochoric"
"sp4382","Solanum guaraniticum","Solanaceae","Solanum","Solanum guaraniticum","species","Arbusto","Terrícola","Área Antrópica|Campo Limpo|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila Mista",4382,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4383","Solanum hexandrum","Solanaceae","Solanum","Solanum hexandrum","species","Arbusto","Terrícola","Área Antrópica|Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",4383,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4384","Solanum hirtellum","Solanaceae","Solanum","Solanum hirtellum","species","Arbusto","Terrícola","Área Antrópica|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4384,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4385","Solanum incarceratum","Solanaceae","Solanum","Solanum incarceratum","species","Arbusto","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4385,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4386","Solanum intermedium","Solanaceae","Solanum","Solanum intermedium","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",4386,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4387","Solanum itatiaiae","Solanaceae","Solanum","Solanum itatiaiae","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)",4387,"native","tree","Woody tree (Tree)",7,"small_tree",0.441366954055556,"unknown",0.001306,"zoochoric"
"sp4388","Solanum jussiaei","Solanaceae","Solanum","Solanum jussiaei","species","Arbusto|Liana/volúvel/trepadeira","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga",4388,"native","shrub","Woody tree (Shrub or treelet)",5,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4389","Solanum kleinii","Solanaceae","Solanum","Solanum kleinii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila Mista",4389,"native","tree","Woody tree (Tree)",3,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4390","Solanum lacerdae","Solanaceae","Solanum","Solanum lacerdae","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4390,"native","tree","Woody tree (Tree)",6,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4391","Solanum lacteum","Solanaceae","Solanum","Solanum lacteum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4391,"native","shrub","Woody tree (Shrub or treelet)",3.9,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4392","Solanum latiflorum","Solanaceae","Solanum","Solanum latiflorum","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4392,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4393","Solanum leontopodium","Solanaceae","Solanum","Solanum leontopodium","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",4393,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4394","Solanum leptostachys","Solanaceae","Solanum","Solanum leptostachys","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4394,"native","tree","Woody tree (Tree or shrub)",4.7,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4395","Solanum leucocarpon","Solanaceae","Solanum","Solanum leucocarpon","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Perenifólia|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica",4395,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4396","Solanum leucodendron","Solanaceae","Solanum","Solanum leucodendron","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4396,"native","tree","Woody tree (Tree)",21.5,"large_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4397","Solanum lycocarpum","Solanaceae","Solanum","Solanum lycocarpum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)",4397,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.435,"pioneer",0.0317907865488431,"zoochoric"
"sp4398","Solanum martii","Solanaceae","Solanum","Solanum martii","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",4398,"native","shrub","Woody tree (Shrub or treelet)",10.3,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4399","Solanum mauritianum","Solanaceae","Solanum","Solanum mauritianum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4399,"native","tree","Woody tree (Tree)",16.72,"large_tree",0.441366954055556,"pioneer",0.00111,"zoochoric"
"sp4400","Solanum megalonyx","Solanaceae","Solanum","Solanum megalonyx","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4400,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4401","Solanum melissarum","Solanaceae","Solanum","Solanum melissarum","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4401,"native","tree","Woody tree (Tree)",5.75,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4402","Solanum mellobarretoi","Solanaceae","Solanum","Solanum mellobarretoi","species","Arbusto","Terrícola","Floresta Estacional Semidecidual",4402,"native","shrub","Woody tree (Tree or shrub)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4403","Solanum nudum","Solanaceae","Solanum","Solanum nudum","species","Arbusto","Terrícola","Floresta de Terra Firme|Floresta de Várzea",4403,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4404","Solanum oocarpum","Solanaceae","Solanum","Solanum oocarpum","species","Arbusto|Árvore|Liana/volúvel/trepadeira","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Vegetação Sobre Afloramentos Rochosos",4404,"native","tree","Woody tree (Shrub or treelet)",3,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4405","Solanum pabstii","Solanaceae","Solanum","Solanum pabstii","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila Mista",4405,"native","tree","Woody tree (Tree)",12.66,"small_tree",0.441366954055556,"early_secondary",0.00499541320943914,"zoochoric"
"sp4406","Solanum pachimatium","Solanaceae","Solanum","Solanum pachimatium","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)|Restinga",4406,"native","tree","Woody tree (Tree)",7,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4407","Solanum paludosum","Solanaceae","Solanum","Solanum paludosum","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Restinga",4407,"native","tree","Woody tree (Tree)",NA,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4408","Solanum paniculatum","Solanaceae","Solanum","Solanum paniculatum","species","Arbusto","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",4408,"native","shrub","Woody tree (Shrub or treelet)",7.832,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4409","Solanum paralum","Solanaceae","Solanum","Solanum paralum","species","Arbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4409,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4410","Solanum paranense","Solanaceae","Solanum","Solanum paranense","species","Arbusto|Árvore","Terrícola","Área Antrópica|Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4410,"native","tree","Woody tree (Tree)",6,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4411","Solanum pinetorum","Solanaceae","Solanum","Solanum pinetorum","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4411,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4412","Solanum pseudoquina","Solanaceae","Solanum","Solanum pseudoquina","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",4412,"native","tree","Woody tree (Tree)",17.1,"large_tree",0.53,"pioneer",0.0403115384615385,"zoochoric"
"sp4413","Solanum psilophyllum","Solanaceae","Solanum","Solanum psilophyllum","species","Arbusto|Árvore","Terrícola","Floresta Estacional Semidecidual",4413,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4414","Solanum ramulosum","Solanaceae","Solanum","Solanum ramulosum","species","Arbusto","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4414,"native","shrub","Woody tree (Shrub or treelet)",14.8,"large_shrub",0.441366954055556,"late_secondary",0.00499541320943914,"zoochoric"
"sp4415","Solanum reitzii","Solanaceae","Solanum","Solanum reitzii","species","Árvore","Terrícola","Floresta Estacional Decidual|Floresta Ombrófila Mista",4415,"native","tree","Woody tree (Tree)",16.2,"large_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4416","Solanum rhytidoandrum","Solanaceae","Solanum","Solanum rhytidoandrum","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4416,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4417","Solanum riparium","Solanaceae","Solanum","Solanum riparium","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",4417,"native","tree","Woody tree (Tree)",18,"large_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4418","Solanum rufescens","Solanaceae","Solanum","Solanum rufescens","species","Arbusto","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4418,"native","tree","Woody tree (Tree)",12,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4419","Solanum rugosum","Solanaceae","Solanum","Solanum rugosum","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4419,"native","tree","Woody tree (Tree)",7,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4420","Solanum rupincola","Solanaceae","Solanum","Solanum rupincola","species","Liana/volúvel/trepadeira","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4420,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4421","Solanum sambuciflorum","Solanaceae","Solanum","Solanum sambuciflorum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4421,"native","tree","Woody tree (Tree)",14,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4422","Solanum sanctae-catharinae","Solanaceae","Solanum","Solanum sanctae-catharinae","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4422,"native","tree","Woody tree (Tree)",18.688,"large_tree",0.579,"early_secondary",0.00248723028735632,"zoochoric"
"sp4423","Solanum santosii","Solanaceae","Solanum","Solanum santosii","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",4423,"native","tree","Woody tree (Tree)",6.6,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4424","Solanum schlechtendalianum","Solanaceae","Solanum","Solanum schlechtendalianum","species","Arbusto","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme",4424,"native","tree","Woody tree (Tree)",7,"small_tree",0.441366954055556,"unknown",0.0015,"zoochoric"
"sp4425","Solanum sciadostylis","Solanaceae","Solanum","Solanum sciadostylis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4425,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4426","Solanum scuticum","Solanaceae","Solanum","Solanum scuticum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4426,"native","tree","Woody tree (Tree or shrub)",7,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4427","Solanum sellowianum","Solanaceae","Solanum","Solanum sellowianum","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",4427,"native","tree","Woody tree (Tree or shrub)",7.7,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4428","Solanum sellowii","Solanaceae","Solanum","Solanum sellowii","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",4428,"native","tree","Woody tree (Tree)",6.8,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4429","Solanum sessiliflorum","Solanaceae","Solanum","Solanum sessiliflorum","species","Arbusto|Subarbusto","Terrícola","Floresta de Terra Firme",4429,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4430","Solanum sooretamum","Solanaceae","Solanum","Solanum sooretamum","species","Árvore","Terrícola","Área Antrópica|Floresta Ombrófila (= Floresta Pluvial)",4430,"native","tree","Woody tree (Tree)",13.4,"small_tree",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
"sp4431","Solanum stipulaceum","Solanaceae","Solanum","Solanum stipulaceum","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",4431,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4432","Solanum stipulatum","Solanaceae","Solanum","Solanum stipulatum","species","Arbusto|Subarbusto","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",4432,"native","shrub","Woody tree (Shrub or treelet)",17.6,"small_tree",0.441366954055556,"early_secondary",0.00499541320943914,"zoochoric"
"sp4433","Solanum stramoniifolium","Solanaceae","Solanum","Solanum stramoniifolium","species","Arbusto","Terrícola","Área Antrópica|Floresta de Igapó|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",4433,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4434","Solanum subinerme","Solanaceae","Solanum","Solanum subinerme","species","Arbusto","Terrícola","Floresta Ciliar ou Galeria|Floresta de Terra Firme",4434,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4435","Solanum subsylvestre","Solanaceae","Solanum","Solanum subsylvestre","species","Arbusto","Terrícola","Floresta Ombrófila Mista",4435,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4436","Solanum swartzianum","Solanaceae","Solanum","Solanum swartzianum","species","Árvore","Terrícola","Área Antrópica|Campo de Altitude|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)|Vegetação Sobre Afloramentos Rochosos",4436,"native","tree","Woody tree (Tree)",17.68,"large_tree",0.482333333333333,"pioneer",0.00499541320943914,"zoochoric"
"sp4437","Solanum sycocarpum","Solanaceae","Solanum","Solanum sycocarpum","species","Arbusto","Terrícola","Restinga",4437,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4438","Solanum symmetricum","Solanaceae","Solanum","Solanum symmetricum","species","Arbusto|Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4438,"native","tree","Woody tree (Tree)",5.9,"small_tree",0.441366954055556,"unknown",0.00499541320943914,"zoochoric"
"sp4439","Solanum torvum","Solanaceae","Solanum","Solanum torvum","species","Arbusto","Terrícola","Área Antrópica|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",4439,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.441366954055556,"unknown",0.001,"zoochoric"
"sp4440","Solanum variabile","Solanaceae","Solanum","Solanum variabile","species","Arbusto|Árvore","Terrícola","Campo de Altitude|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",4440,"native","tree","Woody tree (Shrub or treelet)",8.7,"large_shrub",0.441366954055556,"pioneer",0.00499541320943914,"zoochoric"
