"validName","name","speciesName","speciesAuthor","infraType","infrarankAuthor","infrarankName"
"Bauhinia brevipes","Bauhinia bongardii","Bauhinia bongardii",NA,NA,NA,NA
"Bauhinia catingae","Bauhinia cacovia","Bauhinia cacovia","Wunderlin",NA,NA,NA
"Bauhinia cheilantha","Bauhinia aromatica","Bauhinia aromatica","Ducke",NA,NA,NA
"Bauhinia cupulata","Bauhinia cupulata var. longifolia","Bauhinia cupulata",NA,"var.","Benth.","longifolia"
"Bauhinia holophylla","Bauhinia cordata","Bauhinia cordata","Vogel",NA,NA,NA
"Bauhinia holophylla","Bauhinia rufa var. cordata","Bauhinia rufa",NA,"var.","(Vogel) Benth.","cordata"
"Bauhinia integerrima","Bauhinia odoratissima","Bauhinia odoratissima","Moricand",NA,NA,NA
"Bauhinia longicuspis","Bauhinia bicuspidata","Bauhinia bicuspidata","Benth.",NA,NA,NA
"Bauhinia longicuspis","Bauhinia stenocardia","Bauhinia stenocardia","Standl.",NA,NA,NA
"Bauhinia longicuspis","Bauhinia longicuspis var. bicuspidata","Bauhinia longicuspis",NA,"var.","(Benth.) Wunderlin ex G.P.Lewis","bicuspidata"
"Bauhinia longicuspis","Bauhinia longicuspis var. paraensis","Bauhinia longicuspis",NA,"var.","(Ducke) Wunderlin","paraensis"
"Bauhinia longicuspis","Bauhinia holophylla var. paraensis","Bauhinia holophylla",NA,"var.","Ducke","paraensis"
"Bauhinia longifolia","Bauhinia geminata","Bauhinia geminata","Vogel",NA,NA,NA
"Bauhinia longifolia","Bauhinia recurva","Bauhinia recurva","Cowan",NA,NA,NA
"Bauhinia longifolia","Bauhinia obtusata","Bauhinia obtusata","Vogel",NA,NA,NA
"Bauhinia mollis","Bauhinia corumbensis","Bauhinia corumbensis","S. Moore",NA,NA,NA
"Bauhinia pentandra","Bauhinia heterandra","Bauhinia heterandra","Benth.",NA,NA,NA
"Bauhinia pulchella","Bauhinia pulchella var. parvifolia","Bauhinia pulchella",NA,"var.","Benth.","parvifolia"
"Bauhinia rufa","Bauhinia choriophylla","Bauhinia choriophylla","Vogel",NA,NA,NA
"Bauhinia rufa","Bauhinia intermedia","Bauhinia intermedia","Vogel",NA,NA,NA
"Bauhinia rufa","Bauhinia rufa var. intermedia","Bauhinia rufa",NA,"var.","(Vogel) Benth.","intermedia"
"Bauhinia ungulata","Bauhinia angulicaulis","Bauhinia angulicaulis","Harms",NA,NA,NA
"Bauhinia ungulata","Bauhinia cataholo","Bauhinia cataholo","Hoehne",NA,NA,NA
"Bauhinia ungulata","Bauhinia hiemalis","Bauhinia hiemalis","Malme",NA,NA,NA
"Bauhinia ungulata","Bauhinia chapadensis","Bauhinia chapadensis","Malme",NA,NA,NA
"Berberis campos-portoi",NA,"NA NA",NA,NA,NA,NA
"Berberis laurina","Berberis spinulosa","Berberis spinulosa","A.St.-Hil.",NA,NA,NA
"Bernardia pulchella","Bernardia confertifolia","Bernardia confertifolia","Müll.Arg.",NA,NA,NA
"Bernardia pulchella","Adelia pulchella","Adelia pulchella","Baill.",NA,NA,NA
"Bernardia pulchella","Bernardia ambigua","Bernardia ambigua","Pax & K.Hoffm.",NA,NA,NA
"Bernardia pulchella","Bernardia brasiliensis var. lanceolata","Bernardia brasiliensis",NA,"var.","Müll.Arg.","lanceolata"
"Bernardia pulchella","Bernardia brasiliensis var. longifolia","Bernardia brasiliensis",NA,"var.","Müll.Arg.","longifolia"
"Bernardia pulchella","Bernardia brasiliensis var. parvifolia","Bernardia brasiliensis",NA,"var.","Müll.Arg.","parvifolia"
"Bernardia pulchella","Bernardia confertifolia var. glabrata","Bernardia confertifolia",NA,"var.","Pax & K.Hoffm.","glabrata"
"Bernardia pulchella","Bernardia confertifolia var. lanceolata","Bernardia confertifolia",NA,"var.","Müll.Arg.","lanceolata"
"Bernardia pulchella","Bernardia confertifolia var. latifolia","Bernardia confertifolia",NA,"var.","Müll.Arg.","latifolia"
"Bernardia pulchella","Bernardia pulchella var. genuina","Bernardia pulchella",NA,"var.","Chodat & Hassl.","genuina"
"Bernardia pulchella","Bernardia tamanduana var. parvifolia","Bernardia tamanduana",NA,"var.","(Müll.Arg.) Müll.Arg.","parvifolia"
"Bernardia pulchella","Bernardia tamanduana var. pulchella","Bernardia tamanduana",NA,"var.","(Baill.) Müll.Arg.","pulchella"
"Bernardia pulchella","Bernardia pulchella var. lanceolata","Bernardia pulchella",NA,"var.","(Baill.) Müll.Arg.","lanceolata"
"Bernardia pulchella","Bernardia pulchella var. latifolia","Bernardia pulchella",NA,"var.","(Baill.) Müll.Arg.","latifolia"
"Bernardia pulchella","Bernardia pulchella var. parvifolia","Bernardia pulchella",NA,"var.","(Baill.) Müll.Arg.","parvifolia"
"Bernardia tamanduana","Adelia tamanduana","Adelia tamanduana","Baill.",NA,NA,NA
"Bernardia tamanduana","Bernardia oligandra","Bernardia oligandra","Müll.Arg.",NA,NA,NA
"Bernardia tamanduana","Bernardia tamanduana var. genuina","Bernardia tamanduana",NA,"var.","Müll.Arg.","genuina"
"Bernardinia fluminensis","Connarus fluminensis","Connarus fluminensis","Gardner",NA,NA,NA
"Bixa orellana","Bixa urucurana","Bixa urucurana","Willd.",NA,NA,NA
"Bixa orellana","Bixa platycarpa","Bixa platycarpa","Ruiz & Pav. ex G.Don",NA,NA,NA
"Bixa orellana","Bixa acuminata","Bixa acuminata","Bojer",NA,NA,NA
"Bixa orellana","Bixa americana","Bixa americana","Poir.",NA,NA,NA
"Bixa orellana","Bixa katangensis","Bixa katangensis","Delpierre",NA,NA,NA
"Bixa orellana","Bixa odorata","Bixa odorata","Ruiz & Pav. ex G.Don",NA,NA,NA
"Bixa orellana","Bixa orellana var. leiocarpa","Bixa orellana",NA,"var.","(Kuntze) Standl. & L.O.Williams","leiocarpa"
"Bixa orellana","Bixa orellana var. platycarpa","Bixa orellana",NA,"var.","(Ruiz & Pav. ex G.Don) Warb.","platycarpa"
"Bixa orellana","Bixa orellana var. urucurana","Bixa orellana",NA,"var.","(Willd.) Kuntze ex Pilg.","urucurana"
"Bixa orellana","Bixa orleana","Bixa orleana","Noronha",NA,NA,NA
"Bixa orellana","Bixa purpurea","Bixa purpurea","Sweet",NA,NA,NA
"Bixa orellana","Bixa sphaerocarpa","Bixa sphaerocarpa","Triana",NA,NA,NA
"Bixa orellana","Bixa tinctaria","Bixa tinctaria","Salisb.",NA,NA,NA
"Bixa orellana","Orellana americana","Orellana americana","(Poir.) Kuntze",NA,NA,NA
"Bixa orellana","Orellana americana var. leiocarpa","Orellana americana",NA,"var.","Kuntze","leiocarpa"
"Bixa orellana","Orellana orellana","Orellana orellana","(L.) Kuntze",NA,NA,NA
"Blanchetiodendron blanchetii","Pithecellobium blanchetii","Pithecellobium blanchetii","(Benth.) Benth.",NA,NA,NA
"Blanchetiodendron blanchetii","Albizia blanchetii","Albizia blanchetii","(Benth.) Lewis",NA,NA,NA
"Blanchetiodendron blanchetii","Enterolobium blanchetii","Enterolobium blanchetii","Benth.",NA,NA,NA
"Blepharocalyx eggersii","Neomitranthes castellanosii","Neomitranthes castellanosii","(Mattos & D.Legrand) Mattos",NA,NA,NA
"Blepharocalyx eggersii","Marlieriopsis eggersii","Marlieriopsis eggersii","Kiaersk.",NA,NA,NA
"Blepharocalyx eggersii","Mitranthes castellanosii","Mitranthes castellanosii","Mattos & D.Legrand",NA,NA,NA
"Blepharocalyx eggersii","Mitranthes eggersii","Mitranthes eggersii","(Kiaersk.) Nied.",NA,NA,NA
"Blepharocalyx myriophyllus","Eugenia myriophylla","Eugenia myriophylla","Casar.",NA,NA,NA
"Blepharocalyx myriophyllus","Myrcia pinaster","Myrcia pinaster","Mart. ex O.Berg",NA,NA,NA
"Blepharocalyx myriophyllus","Myrciaria myriophylla","Myrciaria myriophylla","(Casar.) O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Aulomyrcia mugiensis","Aulomyrcia mugiensis","(Cambess.) O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx acuminatissimus","Blepharocalyx acuminatissimus","(Miq.) O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx acuminatus","Blepharocalyx acuminatus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx affinis","Blepharocalyx affinis","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx amarus","Blepharocalyx amarus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx angustifolius","Blepharocalyx angustifolius","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx angustissimus","Blepharocalyx angustissimus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx apiculatus","Blepharocalyx apiculatus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx brunneus","Blepharocalyx brunneus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx canescens","Blepharocalyx canescens","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx cisplatensis","Blepharocalyx cisplatensis","Griseb.",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx cuspidatus","Blepharocalyx cuspidatus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx depauperatus","Blepharocalyx depauperatus","(Cambess.) O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx deserti","Blepharocalyx deserti","(Cambess.) Burret",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx giganteus","Blepharocalyx giganteus","Lillo",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx lanceolatus","Blepharocalyx lanceolatus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx longipes","Blepharocalyx longipes","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx minutiflorus","Blepharocalyx minutiflorus","Mattos & D.Legrand",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx montanus","Blepharocalyx montanus","Lillo",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx mugiensis","Blepharocalyx mugiensis","(Cambess.) Burret",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx parvifolius","Blepharocalyx parvifolius","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx picrocarpus","Blepharocalyx picrocarpus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx pilosus","Blepharocalyx pilosus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx ramosissimus","Blepharocalyx ramosissimus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx serra","Blepharocalyx serra","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx sessilifolius","Blepharocalyx sessilifolius","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx strictus","Blepharocalyx strictus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx suaveolens","Blepharocalyx suaveolens","(Cambess.) Burret",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx tweediei","Blepharocalyx tweediei","(Hook. & Arn.) O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx umbilicatus","Blepharocalyx umbilicatus","(Cambess.) Burret",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx villosus","Blepharocalyx villosus","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Blepharocalyx widgrenii","Blepharocalyx widgrenii","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia adamantium","Eugenia adamantium","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia decumbens","Eugenia decumbens","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia depauperata","Eugenia depauperata","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia deserti","Eugenia deserti","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia ipehuensis","Eugenia ipehuensis","Barb.Rodr. ex Chodat & Hassl.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia mugiensis","Eugenia mugiensis","O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia piedadensis","Eugenia piedadensis","Kiaersk.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia suaveolens","Eugenia suaveolens","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Eugenia tweediei","Eugenia tweediei","Hook. & Arn.",NA,NA,NA
"Blepharocalyx salicifolius","Heteromyrtus umbilicata","Heteromyrtus umbilicata","(Cambess.) Blume",NA,NA,NA
"Blepharocalyx salicifolius","Myrcia mugiensis","Myrcia mugiensis","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Myrciaria angustifolia","Myrciaria angustifolia","(O.Berg) Mattos",NA,NA,NA
"Blepharocalyx salicifolius","Myrciaria brevipedunculata","Myrciaria brevipedunculata","(O.Berg) Mattos",NA,NA,NA
"Blepharocalyx salicifolius","Myrciaria deserti","Myrciaria deserti","(Cambess.) O.Berg",NA,NA,NA
"Blepharocalyx salicifolius","Myrciaria dichotoma","Myrciaria dichotoma","D.Legrand",NA,NA,NA
"Blepharocalyx salicifolius","Myrciaria piedadensis","Myrciaria piedadensis","(Kiaersk.) Mattos & D.Legrand",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus amara","Myrtus amara","(O.Berg) Arechav.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus angustifolia","Myrtus angustifolia","(O.Berg) Arechav.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus angustissima","Myrtus angustissima","(O.Berg) Arechav.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus apiculata","Myrtus apiculata","(O.Berg) Kiaersk.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus brunnea","Myrtus brunnea","(O.Berg) Kiaersk.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus dumosa","Myrtus dumosa","Spreng.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus lanceolata","Myrtus lanceolata","(O.Berg) Arechav.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus longipes","Myrtus longipes","(O.Berg) Kiaersk.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus reinhardtiana","Myrtus reinhardtiana","Kiaersk.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus salicifolia","Myrtus salicifolia","Kunth",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus stricta","Myrtus stricta","(O.Berg) Arechav.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus umbilicata","Myrtus umbilicata","Cambess.",NA,NA,NA
"Blepharocalyx salicifolius","Myrtus widgrenii","Myrtus widgrenii","(O.Berg) Kiaersk.",NA,NA,NA
"Blepharocalyx salicifolius","Pseudomyrcianthes adamantium","Pseudomyrcianthes adamantium","(Cambess.) Kausel",NA,NA,NA
"Blepharocalyx salicifolius","Myrcianthes cisplatensis var. angustifolia","Myrcianthes cisplatensis",NA,"var.","Cambess.","angustifolia"
"Blepharocalyx salicifolius","Myrcianthes cisplatensis var. brevipedunculata","Myrcianthes cisplatensis",NA,"var.","Cambess.","brevipedunculata"
"Boehmeria caudata","Boehmeria arguta","Boehmeria arguta","Mart. ex Miq.",NA,NA,NA
"Bonnetia stricta","Bonnetia anceps","Bonnetia anceps","Mart.",NA,NA,NA
"Bonnetia stricta","Bonnetia venulosa","Bonnetia venulosa","Mart.",NA,NA,NA
"Bougainvillea glabra","Bougainvillea pomacea","Bougainvillea pomacea","Choisy",NA,NA,NA
"Bougainvillea glabra","Bougainvillea brachycarpa","Bougainvillea brachycarpa","Heimerl",NA,NA,NA
"Bougainvillea praecox",NA,"NA NA",NA,NA,NA,NA
"Bougainvillea spectabilis","Bougainvillea brasiliensis","Bougainvillea brasiliensis","Raeusch.",NA,NA,NA
"Bougainvillea spectabilis","Bougainvillea virescens","Bougainvillea virescens","Choisy",NA,NA,NA
"Bougainvillea spectabilis","Josepha augusta","Josepha augusta","Vell.",NA,NA,NA
"Bougainvillea spectabilis","Tricycla spectabilis","Tricycla spectabilis","(Willd.) Poir.",NA,NA,NA
"Bougainvillea spectabilis","Bougainvillea bracteata","Bougainvillea bracteata","Pers.",NA,NA,NA
"Bowdichia virgilioides","Bowdichia kuhlmannii","Bowdichia kuhlmannii","Ducke",NA,NA,NA
"Brasiliopuntia brasiliensis","Opuntia brasiliensis","Opuntia brasiliensis","(Willd.) Haw.",NA,NA,NA
"Brasiliopuntia brasiliensis","Brasilopuntia brasiliensis","Brasilopuntia brasiliensis","(Willd.) A.Berger",NA,NA,NA
"Brasiliopuntia brasiliensis","Brasiliopuntia subacarpa","Brasiliopuntia subacarpa","Rizzini & A.Mattos",NA,NA,NA
"Bredemeyera brevifolia","Catocoma brevifolia","Catocoma brevifolia","Bentham",NA,NA,NA
"Bredemeyera divaricata","Bredemeyera altissima","Bredemeyera altissima","(Poepp. & Endl.) A.W.Benn.",NA,NA,NA
"Bredemeyera divaricata","Bredemeyera lucida","Bredemeyera lucida","(Benth.) Klotzsch ex Hassk.",NA,NA,NA
"Bredemeyera divaricata","Bredemeyera isabelliana","Bredemeyera isabelliana","Barb.Rodr.",NA,NA,NA
"Bredemeyera divaricata","Bredemeyera altissima var. emarginata","Bredemeyera altissima",NA,"var.","A.W.Benn.","emarginata"
"Bredemeyera divaricata","Bredemeyera altissima var. mollis","Bredemeyera altissima",NA,"var.","(Poepp. & Endl.) A.W.Benn.","mollis"
"Bredemeyera divaricata","Badiera divaricata","Badiera divaricata","De Candolle",NA,NA,NA
"Bredemeyera divaricata","Catocoma mollis","Catocoma mollis","Triana & Planch.",NA,NA,NA
"Bredemeyera divaricata","Bredemeyera mollis","Bredemeyera mollis","(Triana & Planch.) Dugand",NA,NA,NA
"Bredemeyera divaricata","Bredemeyera altissima var. amazonica","Bredemeyera altissima",NA,"var.","Chodat ex J.F.Macbr.","amazonica"
"Bredemeyera floribunda","Bredemeyera moritziana","Bredemeyera moritziana","Klotzsch ex Hassk.",NA,NA,NA
"Bredemeyera floribunda","Catocoma floribunda","Catocoma floribunda","A. St.-Hil. & Moq.",NA,NA,NA
"Bredemeyera floribunda","Comesperma floribunda","Comesperma floribunda","(A. St.-Hil & Moq.) Benth.",NA,NA,NA
"Bredemeyera floribunda","Bredemeyera floribunda var. acutifolia","Bredemeyera floribunda",NA,"var.","Chodat","acutifolia"
"Bredemeyera floribunda","Bredemeyera floribunda var. puberula","Bredemeyera floribunda",NA,"var.","Kuntze","puberula"
"Bredemeyera floribunda","Bredemeyera floribunda var. elliptica","Bredemeyera floribunda",NA,"var.","Chodat","elliptica"
"Bredemeyera floribunda","Bredemeyera floribunda var. subvestita","Bredemeyera floribunda",NA,"var.","Chodat","subvestita"
"Bredemeyera hebeclada","Bredemeyera kunthiana","Bredemeyera kunthiana","(A.St.-Hil. & Moq.) Klotzsch ex A.W.Benn.",NA,NA,NA
"Bredemeyera hebeclada","Bredemeyera velutina","Bredemeyera velutina","A.W.Benn.",NA,NA,NA
"Bredemeyera hebeclada","Securidaca hebeclada","Securidaca hebeclada","DC.",NA,NA,NA
"Bredemeyera hebeclada","Bredemeyera confusa","Bredemeyera confusa","Chodat",NA,NA,NA
"Bredemeyera hebeclada","Catocoma kunthiana","Catocoma kunthiana","A. St.-Hil & Moq.",NA,NA,NA
"Bredemeyera hebeclada","Comesperma kunthiana","Comesperma kunthiana","(A. St.-Hil & Moq.) Benth.",NA,NA,NA
"Bredemeyera laurifolia","Bredemeyera autranii","Bredemeyera autranii","Chodat",NA,NA,NA
"Bredemeyera laurifolia","Bredemeyera disperma","Bredemeyera disperma","(Vell.) J.F.B.Pastore",NA,NA,NA
"Bredemeyera laurifolia","Bredemeyera sellowii","Bredemeyera sellowii","Hassk.",NA,NA,NA
"Bredemeyera laurifolia","Catocoma laurifolia","Catocoma laurifolia","A. St.-Hil. & Moq.",NA,NA,NA
"Bredemeyera laurifolia","Securidaca flexuosa","Securidaca flexuosa","Turcz.",NA,NA,NA
"Bredemeyera laurifolia","Comesperma laurifolium","Comesperma laurifolium","A. St.-Hil & Moq.",NA,NA,NA
"Brosimum gaudichaudii","Brosimum glaucifolium","Brosimum glaucifolium","Ducke",NA,NA,NA
"Brosimum guianense","Brosimum lecointei","Brosimum lecointei","Ducke",NA,NA,NA
"Brosimum guianense","Brosimum palmarum","Brosimum palmarum","Standl.",NA,NA,NA
"Brosimum guianense","Brosimum discolor","Brosimum discolor","Schott",NA,NA,NA
"Brosimum lactescens","Brosimopsis lactescens","Brosimopsis lactescens","S. Moore",NA,NA,NA
"Brosimum rubescens","Brosimum angustifolium","Brosimum angustifolium","Ducke",NA,NA,NA
"Brosimum rubescens","Brosimum brevipedunculatum","Brosimum brevipedunculatum","Ducke",NA,NA,NA
"Brosimum rubescens","Brosimum lanciferum","Brosimum lanciferum","Ducke",NA,NA,NA
"Brosimum rubescens","Brosimum longistipulatum","Brosimum longistipulatum","Ducke",NA,NA,NA
"Brosimum rubescens","Brosimum platyneurum","Brosimum platyneurum","Ducke",NA,NA,NA
"Brosimum rubescens","Brosimum paraense","Brosimum paraense","Huber",NA,NA,NA
"Brunfelsia pauciflora","Brunfelsia calycina","Brunfelsia calycina","Benth.",NA,NA,NA
"Brunfelsia pauciflora","Besleria inodora","Besleria inodora","Vell.",NA,NA,NA
"Brunfelsia uniflora","Brunfelsia hopeana","Brunfelsia hopeana","(Hook.) Benth.",NA,NA,NA
"Buchenavia grandis","Buchenavia huberi","Buchenavia huberi","Ducke",NA,NA,NA
"Buchenavia hoehneana",NA,"NA NA",NA,NA,NA,NA
"Buchenavia kleinii",NA,"NA NA",NA,NA,NA,NA
"Buchenavia oxycarpa","Buchenavia punctata","Buchenavia punctata","Eichler",NA,NA,NA
"Buchenavia oxycarpa","Terminalia oxycarpa","Terminalia oxycarpa","Mart.",NA,NA,NA
