"validName","name","speciesName","speciesAuthor","infraType","infrarankAuthor","infrarankName"
"Tachigali vulgaris","Sclerolobium paniculatum var. paniculatum","Sclerolobium paniculatum",NA,"var.","Vogel","paniculatum"
"Tachigali vulgaris","Sclerolobium paniculatum","Sclerolobium paniculatum","Vogel",NA,NA,NA
"Tacinga palmadora","Opuntia palmadora","Opuntia palmadora","Britton & Rose",NA,NA,NA
"Talipariti pernambucense","Hibiscus pernambucensis","Hibiscus pernambucensis","Arruda",NA,NA,NA
"Talisia angustifolia","Talisia pygmaea","Talisia pygmaea","Radlk.",NA,NA,NA
"Talisia angustifolia","Talisia humilis","Talisia humilis","Mattos",NA,NA,NA
"Talisia cerasina","Sapindus cerasinus","Sapindus cerasinus","Benth.",NA,NA,NA
"Talisia esculenta","Sapindus esculentus","Sapindus esculentus","Cambess.",NA,NA,NA
"Talisia macrophylla","Cupania macrophylla","Cupania macrophylla","Mart.",NA,NA,NA
"Tapirira guianensis","Tapirira guianensis var. elliptica","Tapirira guianensis",NA,"var.","Engl.","elliptica"
"Tapirira guianensis","Tapirira myriantha","Tapirira myriantha","Triana & Planch.",NA,NA,NA
"Tapirira guianensis","Tapirira guianensis var. cuneata","Tapirira guianensis",NA,"var.","Engl.","cuneata"
"Tapirira obtusa","Tapirira marchandii","Tapirira marchandii","Engl.",NA,NA,NA
"Tapirira obtusa","Tapirira peckoltiana","Tapirira peckoltiana","Engl.",NA,NA,NA
"Tapirira obtusa","Tapirira pilosa","Tapirira pilosa","Sprague",NA,NA,NA
"Tapirira obtusa","Mauria obtusa","Mauria obtusa","Benth.",NA,NA,NA
"Tapura martiniae",NA,"NA NA",NA,NA,NA,NA
"Tephrosia sinapou","Tephrosia toxicaria","Tephrosia toxicaria","(Sw.) Pers.",NA,NA,NA
"Terminalia acuminata","Vicentia acuminata","Vicentia acuminata","Allemão",NA,NA,NA
"Terminalia argentea","Terminalia subsericea","Terminalia subsericea","Eichler",NA,NA,NA
"Terminalia argentea","Terminalia biscutella","Terminalia biscutella","Eichler",NA,NA,NA
"Terminalia argentea","Terminalia modesta","Terminalia modesta","Eichler",NA,NA,NA
"Terminalia argentea","Terminalia sericea","Terminalia sericea","Cambess.",NA,NA,NA
"Terminalia australis","Myrobalanus australis","Myrobalanus australis","(Cambess.) Kuntze",NA,NA,NA
"Terminalia dichotoma","Terminalia tanibouca","Terminalia tanibouca","Rich.",NA,NA,NA
"Terminalia fagifolia","Terminalia lanceolata","Terminalia lanceolata","Martius",NA,NA,NA
"Terminalia glabrescens","Terminalia brasiliensis","Terminalia brasiliensis","(Cambess.) Eichler",NA,NA,NA
"Terminalia januariensis","Terminalia camuxa","Terminalia camuxa","Pickel",NA,NA,NA
"Terminalia januariensis","Terminalia grandialata","Terminalia grandialata","Eichler",NA,NA,NA
"Terminalia januariensis","Terminalia macroptera","Terminalia macroptera","Mart",NA,NA,NA
"Terminalia lucida","Terminalia firma","Terminalia firma","Martius",NA,NA,NA
"Terminalia mameluco","Terminalia kuhlmannii","Terminalia kuhlmannii","Alwan & Stace",NA,NA,NA
"Terminalia oblonga","Terminalia obidensis","Terminalia obidensis","Ducke",NA,NA,NA
"Terminalia oblonga","Gimbernatia oblonga","Gimbernatia oblonga","Ruiz et Pav.",NA,NA,NA
"Terminalia phaeocarpa","Terminalia hylobates","Terminalia hylobates","Eichler",NA,NA,NA
"Terminalia triflora","Terminalia reitzii","Terminalia reitzii","Exell",NA,NA,NA
"Terminalia triflora","Terminalia uleana","Terminalia uleana","Engl. ex Alwan & Stace",NA,NA,NA
"Terminalia triflora","Chuncoa triflora","Chuncoa triflora","Griseb.",NA,NA,NA
"Ternstroemia brasiliensis","Ternstroemia carnosa var. acutifolia","Ternstroemia carnosa",NA,"var.","Cambess.","acutifolia"
"Ternstroemia brasiliensis","Ternstroemia alnifolia var. lancifolia","Ternstroemia alnifolia",NA,"var.","Wawra","lancifolia"
"Ternstroemia brasiliensis","Ternstroemia brasiliensis var. parvifolia","Ternstroemia brasiliensis",NA,"var.","Cambess.","parvifolia"
"Ternstroemia cuneifolia","Ternstroemia cuneifolia var. glutinosa","Ternstroemia cuneifolia",NA,"var.","Wawra","glutinosa"
"Tessaria integrifolia","Tessaria dentata","Tessaria dentata","Ruiz & Pav.",NA,NA,NA
"Tessaria integrifolia","Tessaria legitima","Tessaria legitima","DC.",NA,NA,NA
"Tetracera willdenowiana","Tetracera riedeliana","Tetracera riedeliana","Eichler",NA,NA,NA
"Tetracera willdenowiana","Tetracera ovalifolia","Tetracera ovalifolia","DC.",NA,NA,NA
"Tetrastylidium grandifolium","Tetrastylidium janeirense","Tetrastylidium janeirense","Kuhlm.",NA,NA,NA
"Tetrastylidium grandifolium","Choristigma grandifolium","Choristigma grandifolium","(Baill.) Baill.",NA,NA,NA
"Tetrastylidium grandifolium","Tetrastylidium engleri","Tetrastylidium engleri","Schwacke",NA,NA,NA
"Tetrastylidium grandifolium","Vazea indurata","Vazea indurata","Allemão ex Mart.",NA,NA,NA
"Tetrastylidium grandifolium","Tetrastylidium brasiliense","Tetrastylidium brasiliense","Engl.",NA,NA,NA
"Tetrastylidium grandifolium","Schoepfia grandifolia","Schoepfia grandifolia","Baill.",NA,NA,NA
"Tetrorchidium rubrivenium","Tetrorchidium rubrivenium var. fendleri","Tetrorchidium rubrivenium",NA,"var.","Müll.Arg.","fendleri"
"Tetrorchidium rubrivenium","Tetrorchidium rubrivenium var. genuinum","Tetrorchidium rubrivenium",NA,"var.","Müll.Arg.","genuinum"
"Tetrorchidium rubrivenium","Tetrorchidium rubrivenium var. integrifolium","Tetrorchidium rubrivenium",NA,"var.","Müll.Arg.","integrifolium"
"Tetrorchidium rubrivenium","Tetrorchidium rubrivenium var. trigynum","Tetrorchidium rubrivenium",NA,"var.","(Baill.) Baill.","trigynum"
"Tetrorchidium rubrivenium","Tetrorchidium trigynum","Tetrorchidium trigynum","Baill.",NA,NA,NA
"Theobroma bicolor","Theobroma ovatifolia","Theobroma ovatifolia","Moc. & Sessé ex DC.",NA,NA,NA
"Thevetia peruviana","Cascabela peruviana","Cascabela peruviana","(Pers.) Raf.",NA,NA,NA
"Thyrsacanthus ramosissimus","Anisacanthus brasiliensis","Anisacanthus brasiliensis","Lindau",NA,NA,NA
"Thyrsacanthus ramosissimus","Anisacanthus ramosissimus","Anisacanthus ramosissimus","(Moric.) V.M.Baum",NA,NA,NA
"Thyrsodium spruceanum","Thyrsodium paraense","Thyrsodium paraense","Huber",NA,NA,NA
"Thyrsodium spruceanum","Thyrsodium schomburgkianum","Thyrsodium schomburgkianum","Benth.",NA,NA,NA
"Thyrsodium spruceanum","Thyrsodium salzmannianum","Thyrsodium salzmannianum","Benth.",NA,NA,NA
"Thyrsodium spruceanum","Garuga gigantea","Garuga gigantea","Engl.",NA,NA,NA
"Tibouchina aspera","Tibouchina spruceana","Tibouchina spruceana","Cogn.",NA,NA,NA
"Tibouchina clavata","Tibouchina holosericea","Tibouchina holosericea","Baill.",NA,NA,NA
"Tibouchina clavata","Tibouchina paulensis","Tibouchina paulensis","Cogn.",NA,NA,NA
"Tibouchina dusenii","Tibouchina catharinensis","Tibouchina catharinensis","Brade",NA,NA,NA
"Tibouchina estrellensis","Tibouchina scrobiculata","Tibouchina scrobiculata","Cogn.",NA,NA,NA
"Tibouchina francavillana","Tibouchina setulosa","Tibouchina setulosa","Spreng. ex Cogn.",NA,NA,NA
"Tibouchina pulchra","Tibouchina petroniana","Tibouchina petroniana","Cogn.",NA,NA,NA
"Tibouchina pulchra","Tibouchina saldanhaei","Tibouchina saldanhaei","Cogn.",NA,NA,NA
"Tibouchina sellowiana","Tibouchina ulaei","Tibouchina ulaei","Cogn.",NA,NA,NA
"Tibouchina sellowiana","Tibouchina imperatoris","Tibouchina imperatoris","Saldanha & Cogn.",NA,NA,NA
"Tibouchina urvilleana","Tibouchina urceolaris subsp. papillosa","Tibouchina urceolaris",NA,"subsp.","Hoehne","papillosa"
"Tibouchina urvilleana","Tibouchina paulistana","Tibouchina paulistana","Hoehne",NA,NA,NA
"Tococa coronata","Tococa longisepala","Tococa longisepala","Cogn.",NA,NA,NA
"Tococa coronata","Tococa egensis","Tococa egensis","Naudin",NA,NA,NA
"Tococa guianensis","Tococa discolor","Tococa discolor","Pilg.",NA,NA,NA
"Tococa guianensis","Tococa cachimbensis","Tococa cachimbensis","Brade",NA,NA,NA
"Tococa guianensis","Tococa cardiophylla","Tococa cardiophylla","Naudin",NA,NA,NA
"Tococa guianensis","Tococa formicaria","Tococa formicaria","Mart.",NA,NA,NA
"Tococa guianensis","Tococa formicaria var. didymophysca","Tococa formicaria",NA,"var.","DC.","didymophysca"
"Tococa guianensis","Tococa juruensis","Tococa juruensis","Pilg.",NA,NA,NA
"Tococa guianensis","Tococa loretensis","Tococa loretensis","Ule",NA,NA,NA
"Tococa guianensis","Tococa occidentalis","Tococa occidentalis","Naudin",NA,NA,NA
"Tocoyena brasiliensis","Tocoyena lychnophora","Tocoyena lychnophora","Casar. ex K.Schum.",NA,NA,NA
"Tocoyena brasiliensis","Tocoyena sprucei","Tocoyena sprucei","Standl.",NA,NA,NA
"Tocoyena bullata","Gardenia bullata","Gardenia bullata","Vell.",NA,NA,NA
"Tocoyena bullata","Gardenia lanuginosa","Gardenia lanuginosa","A.Rich.",NA,NA,NA
"Tocoyena bullata","Gardenia richardii","Gardenia richardii","A.St.-Hil.",NA,NA,NA
"Tocoyena bullata","Gardenia richardii var. rugosissima","Gardenia richardii",NA,"var.","A.St.-Hil.","rugosissima"
"Tocoyena bullata","Tocoyena bullata var. speciosa","Tocoyena bullata",NA,"var.","Chodat & Hassl.","speciosa"
"Tocoyena formosa","Tocoyena mollis","Tocoyena mollis","Krause",NA,NA,NA
"Tocoyena formosa","Tocoyena formosa subsp. formosa","Tocoyena formosa",NA,"subsp.","(Cham. & Schltdl.) K.Schum.","formosa"
"Tocoyena formosa","Gardenia formosa","Gardenia formosa","Cham. & Schltdl.",NA,NA,NA
"Tocoyena formosa","Gardenia maritima","Gardenia maritima","Vahl ex DC.",NA,NA,NA
"Tocoyena formosa","Tocoyena formosa var. maxima","Tocoyena formosa",NA,"var.","Chodat & Hassl.","maxima"
"Tocoyena formosa","Tocoyena formosa var. microdon","Tocoyena formosa",NA,"var.","(Mart.) Gottsb. & Ehrend.","microdon"
"Tocoyena formosa","Tocoyena formosa var. petropolitana","Tocoyena formosa",NA,"var.","Glaz.","petropolitana"
"Tocoyena formosa","Tocoyena formosa var. pseudobrasiliensis","Tocoyena formosa",NA,"var.","Gottsb. & Ehrend.","pseudobrasiliensis"
"Tocoyena formosa","Tocoyena hirsuta","Tocoyena hirsuta","Moric. ex DC.",NA,NA,NA
"Tocoyena formosa","Tocoyena microdon","Tocoyena microdon","Mart.",NA,NA,NA
"Tocoyena formosa","Tocoyena stipulacea","Tocoyena stipulacea","K.Schum. ex Glaz.",NA,NA,NA
"Tocoyena formosa","Tocoyena stipulosa","Tocoyena stipulosa","K.Schum.",NA,NA,NA
"Tocoyena formosa","Tocoyena surinamensis","Tocoyena surinamensis","Bremek.",NA,NA,NA
"Tocoyena formosa","Tocoyena velutina","Tocoyena velutina","Mart.",NA,NA,NA
"Tocoyena formosa","Ucriana hirsuta","Ucriana hirsuta","(Moric. ex DC.) D.Dietr.",NA,NA,NA
"Tocoyena guianensis","Tocoyena guianensis var. communis","Tocoyena guianensis",NA,"var.","Steyerm.","communis"
"Tocoyena guianensis","Tocoyena guianensis var. glabriuscula","Tocoyena guianensis",NA,"var.","Steyerm.","glabriuscula"
"Tocoyena longiflora","Ucriana speciosa","Ucriana speciosa","Willd.",NA,NA,NA
"Tocoyena sellowiana","Gardenia sellowiana","Gardenia sellowiana","Cham. & Schltdl.",NA,NA,NA
"Tocoyena sellowiana","Tocoyena sellowana","Tocoyena sellowana","(Cham. & Schltdl.) K.Schum.",NA,NA,NA
"Tocoyena sellowiana","Tocoyena selloana","Tocoyena selloana","K.Schum.",NA,NA,NA
"Tontelea attenuata","Tontelea longifolia","Tontelea longifolia","Miers",NA,NA,NA
"Tontelea attenuata","Salacia attenuata","Salacia attenuata","(Miers) Peyr.",NA,NA,NA
"Tontelea laxiflora","Salacia laxiflora","Salacia laxiflora","(Benth.) Peyr.",NA,NA,NA
"Tontelea laxiflora","Tontelea chlorantha","Tontelea chlorantha","A.C. Sm.",NA,NA,NA
"Tontelea laxiflora","Tontelea divergens","Tontelea divergens","A.C. Sm.",NA,NA,NA
"Tontelea laxiflora","Amphizoma laxiflora","Amphizoma laxiflora","(Benth.) Miers",NA,NA,NA
"Tontelea laxiflora","Anthodon laxiflorus","Anthodon laxiflorus","Benth.",NA,NA,NA
"Tontelea micrantha","Tontelea brachypoda","Tontelea brachypoda","Miers",NA,NA,NA
"Tontelea micrantha","Salacia micrantha","Salacia micrantha","(Mart.) G.Don",NA,NA,NA
"Tontelea micrantha","Salacia velutina","Salacia velutina","Cambess.",NA,NA,NA
"Tontelea micrantha","Salacia brachypoda","Salacia brachypoda","(Miers) Peyr.",NA,NA,NA
"Tontelea micrantha","Salacia micrantha var. lancifolia","Salacia micrantha",NA,"var.","Peyr.","lancifolia"
"Tontelea micrantha","Anthodon micranthus","Anthodon micranthus","Mart.",NA,NA,NA
"Tontelea micrantha","Salacia micrantha subsp. obtusa","Salacia micrantha",NA,"subsp.","Peyr.","obtusa"
"Tontelea micrantha","Tontelea velutina","Tontelea velutina","(Cambess.) Endl. ex Walp.",NA,NA,NA
"Tontelea micrantha","Prionostemma velutina","Prionostemma velutina","(Cambess.) Miers",NA,NA,NA
"Tontelea micrantha","Tontelea corrugalata","Tontelea corrugalata","Miers",NA,NA,NA
"Tontelea passiflora","Tontelea fluminensis","Tontelea fluminensis","(Peyr.) A.C. Sm.",NA,NA,NA
"Tontelea passiflora","Salacia richardi","Salacia richardi","Peyr.",NA,NA,NA
"Tontelea passiflora","Tontelea ovalifolia","Tontelea ovalifolia","(Miers) A.C.Sm.",NA,NA,NA
"Tontelea passiflora","Tontelea richardii","Tontelea richardii","(Peyr.) A.C.Sm.",NA,NA,NA
"Tontelea passiflora","Tontelea ovalifolia subsp. richardii","Tontelea ovalifolia",NA,"subsp.","(Peyr.) Görts & Mennega","richardii"
"Tontelea passiflora","Clercia passiflora","Clercia passiflora","Vell.",NA,NA,NA
"Tontelea passiflora","Salacia fluminensis","Salacia fluminensis","Peyr.",NA,NA,NA
"Tontelea passiflora","Cuervea ovalifolia","Cuervea ovalifolia","Miers",NA,NA,NA
"Tontelea tenuicula","Salacia tenuicula","Salacia tenuicula","(Miers) Peyr.",NA,NA,NA
"Tontelea tenuicula","Amphizoma tenuicula","Amphizoma tenuicula","Miers",NA,NA,NA
"Tournefortia bicolor","Tournefortia laevigata","Tournefortia laevigata","Lam.",NA,NA,NA
"Tournefortia bicolor","Tournefortia nitida","Tournefortia nitida","Kunth",NA,NA,NA
"Tovomita brevistaminea","Tovomita triflora","Tovomita triflora","Huber",NA,NA,NA
"Tovomita brevistaminea","Tovomita jenmanii","Tovomita jenmanii","Engl.",NA,NA,NA
"Tovomita brevistaminea","Tovomita jenmani","Tovomita jenmani","Engl.",NA,NA,NA
"Tovomita choisyana","Tovomita bahiensis","Tovomita bahiensis","Engl.",NA,NA,NA
"Tovomita choisyana","Tovomita excelsa","Tovomita excelsa","Andrade-Lima & G.Mariz",NA,NA,NA
"Tovomita fructipendula","Tovomita brasiliensis","Tovomita brasiliensis","(Mart.) Walp.",NA,NA,NA
"Tovomita fructipendula","Beauharnoisia fructipendula","Beauharnoisia fructipendula","Ruiz & Pav.",NA,NA,NA
"Tovomita fructipendula","Marialva fructipendula","Marialva fructipendula","(Ruiz & Pav.) Choisy",NA,NA,NA
"Tovomita guianensis",NA,"NA NA",NA,NA,NA,NA
"Tovomita longifolia","Clusia longifolia","Clusia longifolia","Rich.",NA,NA,NA
"Tovomita longifolia","Tovomita richardiana","Tovomita richardiana","Planch. & Triana",NA,NA,NA
"Tovomita umbellata","Tovomita stigmatosa","Tovomita stigmatosa","Planch. & Triana",NA,NA,NA
"Tovomita umbellata","Tovomita cephalostigma","Tovomita cephalostigma","Vesque",NA,NA,NA
"Tovomita umbellata","Tovomita nigrescens","Tovomita nigrescens","Planch. & Triana",NA,NA,NA
"Tovomitopsis paniculata","Bertolonia paniculata","Bertolonia paniculata","Spreng.",NA,NA,NA
"Trattinnickia ferruginea","Trattinichia ferruginea","Trattinichia ferruginea","Kuhlm.",NA,NA,NA
"Trattinnickia rhoifolia","Trattinickia rhoifolia","Trattinickia rhoifolia","Willd.",NA,NA,NA
"Trattinnickia rhoifolia","Trattinnickia rhoifolia var. rhoifolia","Trattinnickia rhoifolia",NA,"var.","Willd.","rhoifolia"
"Trattinnickia rhoifolia","Trattinnickia rhoifolia subsp. sprucei","Trattinnickia rhoifolia",NA,"subsp.","Engl.","sprucei"
"Trattinnickia rhoifolia","Trattinnickia rhoifolia subsp. willdenowii","Trattinnickia rhoifolia",NA,"subsp.","Engl.","willdenowii"
"Trembleya laniflora","Trembleya laniflora var. acutifolia","Trembleya laniflora",NA,"var.","Cogn.","acutifolia"
"Trembleya laniflora","Trembleya laniflora var. genuina","Trembleya laniflora",NA,"var.","Cogn.","genuina"
"Trembleya laniflora","Trembleya laniflora var. grandifolia","Trembleya laniflora",NA,"var.","Cogn.","grandifolia"
"Trembleya laniflora","Trembleya laniflora var. intermedia","Trembleya laniflora",NA,"var.","Cogn.","intermedia"
"Trembleya laniflora","Trembleya lychnitis","Trembleya lychnitis","Schrank & Mart. ex DC.",NA,NA,NA
"Trembleya parviflora","Trembleya parviflora var. angustifolia","Trembleya parviflora",NA,"var.","Cogn.","angustifolia"
"Trembleya parviflora","Trembleya parviflora var. denticulata","Trembleya parviflora",NA,"var.","Cogn.","denticulata"
"Trembleya parviflora","Trembleya parviflora var. farinacea","Trembleya parviflora",NA,"var.","Cogn.","farinacea"
"Trembleya parviflora","Trembleya parviflora var. latifolia","Trembleya parviflora",NA,"var.","Cogn.","latifolia"
"Trembleya parviflora","Trembleya parviflora var. martii","Trembleya parviflora",NA,"var.","Cogn.","martii"
"Trembleya parviflora","Trembleya parviflora var. multiflora","Trembleya parviflora",NA,"var.","Cogn.","multiflora"
"Trembleya parviflora","Trembleya parviflora var. parvifolia","Trembleya parviflora",NA,"var.","Cogn.","parvifolia"
"Trembleya parviflora","Trembleya parviflora var. selloana","Trembleya parviflora",NA,"var.","Cogn.","selloana"
"Trembleya parviflora","Trembleya parviflora var. tomentosa","Trembleya parviflora",NA,"var.","Cogn.","tomentosa"
"Trembleya parviflora","Trembleya parviflora var. triflora","Trembleya parviflora",NA,"var.","Cogn.","triflora"
"Trembleya parviflora","Trembleya parviflora var. valtherii","Trembleya parviflora",NA,"var.","Cogn.","valtherii"
"Trembleya parviflora","Trembleya parviflora var. vulgaris","Trembleya parviflora",NA,"var.","Cogn.","vulgaris"
"Trembleya parviflora","Trembleya parviflora var. warmingii","Trembleya parviflora",NA,"var.","Cogn.","warmingii"
"Trembleya parviflora","Trembleya parviflora var. widgrenii","Trembleya parviflora",NA,"var.","Cogn.","widgrenii"
"Trembleya parviflora","Trembleya heterostemon","Trembleya heterostemon","Mart. & Schrank ex DC.",NA,NA,NA
"Trembleya parviflora","Trembleya triflora","Trembleya triflora","Mart. & Schrank ex DC.",NA,NA,NA
"Trembleya parviflora","Trembleya paniculata","Trembleya paniculata","Naudin",NA,NA,NA
"Trembleya parviflora","Trembleya parviflora var. heterophylla","Trembleya parviflora",NA,"var.","Cogn.","heterophylla"
"Tricerma vitis-idaeum",NA,"NA NA",NA,NA,NA,NA
"Trichilia casaretti","Trichilia oblonga","Trichilia oblonga","C.DC.",NA,NA,NA
"Trichilia casaretti","Trichilia albicans","Trichilia albicans","C. DC.",NA,NA,NA
"Trichilia catigua","Trichilia flaviflora","Trichilia flaviflora","C.DC.",NA,NA,NA
"Trichilia clausseni","Trichilia lagoensis","Trichilia lagoensis","C.DC.",NA,NA,NA
"Trichilia clausseni","Trichilia velutina","Trichilia velutina","C.DC.",NA,NA,NA
"Trichilia emarginata","Trichilia subalata","Trichilia subalata","C.DC.",NA,NA,NA
"Trichilia hirta","Trichilia cathartica","Trichilia cathartica","Martius",NA,NA,NA
"Trichilia hirta","Trichilia oxyphylla","Trichilia oxyphylla","C.DC.",NA,NA,NA
"Trichilia hirta","Trichilia multiflora","Trichilia multiflora","Casar.",NA,NA,NA
"Trichilia hirta","Trichilia glaziovii","Trichilia glaziovii","C.DC.",NA,NA,NA
"Trichilia martiana","Trichilia gaudichaudii","Trichilia gaudichaudii","C.DC.",NA,NA,NA
"Trichilia martiana","Trichilia insignis","Trichilia insignis","C.DC.",NA,NA,NA
"Trichilia pallens","Trichilia selloi","Trichilia selloi","C.DC.",NA,NA,NA
"Trichilia pallida","Trichilia excelsa","Trichilia excelsa","Benth.",NA,NA,NA
"Trichilia pallida","Trichilia brachystachya","Trichilia brachystachya","Klotzsch ex DC.",NA,NA,NA
"Trichilia pallida","Trichilia macrophylla","Trichilia macrophylla","Benth.",NA,NA,NA
"Trichilia pallida","Trichilia montana","Trichilia montana","(Kunth) Juss.",NA,NA,NA
"Trichilia pallida","Trichilia trinitensis","Trichilia trinitensis","A.Juss.",NA,NA,NA
"Trichilia pallida","Trichilia weddellii","Trichilia weddellii","C.DC.",NA,NA,NA
"Trichilia pallida","Trichilia mollis","Trichilia mollis","C.DC.",NA,NA,NA
"Trichilia pallida","Trichilia flava","Trichilia flava","C.DC.",NA,NA,NA
"Trichilia pallida","Trichilia riedelii","Trichilia riedelii","C.DC.",NA,NA,NA
"Trichilia pleeana","Trichilia smithii","Trichilia smithii","C.DC.",NA,NA,NA
"Trichilia pleeana","Trichilia verrucosa","Trichilia verrucosa","C.DC.",NA,NA,NA
"Trichilia pleeana","Trichilia japurensis","Trichilia japurensis","C.DC.",NA,NA,NA
"Trichilia pseudostipularis","Trichilia corcovadensis","Trichilia corcovadensis","C.DC.",NA,NA,NA
"Trichilia pseudostipularis","Trichilia sebastianopolitana","Trichilia sebastianopolitana","C.DC.",NA,NA,NA
"Trichilia pseudostipularis","Trichilia riparia","Trichilia riparia","Mart. ex C.DC.",NA,NA,NA
"Trichilia pseudostipularis","Trichilia microphyllina","Trichilia microphyllina","C.DC.",NA,NA,NA
"Trichilia pseudostipularis","Trichilia microstachya","Trichilia microstachya","C.DC.",NA,NA,NA
"Trichilia silvatica","Trichilia cuspidata","Trichilia cuspidata","C.DC.",NA,NA,NA
"Trigonia fasciculata","Trigonia nivea var. fasciculata","Trigonia nivea",NA,"var.","(Griseb.) Lleras","fasciculata"
"Trigonia microcarpa","Trigonia laevis var. microcarpa","Trigonia laevis",NA,"var.","Sagot","microcarpa"
"Trigonia microcarpa","Trigonia parviflora","Trigonia parviflora","Benth.",NA,NA,NA
"Trigonia paniculata","Trigonia schottiana","Trigonia schottiana","Warm.",NA,NA,NA
"Triplaris americana","Triplaris boliviana","Triplaris boliviana","Rusby",NA,NA,NA
"Triplaris americana","Triplaris pavonii","Triplaris pavonii","Meisn.",NA,NA,NA
"Triplaris americana","Triplaris schomburgkiana","Triplaris schomburgkiana","Benth.",NA,NA,NA
"Triplaris americana","Triplaris laxa","Triplaris laxa","Blake",NA,NA,NA
"Triplaris americana","Triplaris noli-tangere","Triplaris noli-tangere","Wedd.",NA,NA,NA
"Triplaris americana","Triplaris brasiliana","Triplaris brasiliana","Cham.",NA,NA,NA
"Triplaris americana","Ruprechtia martii","Ruprechtia martii","Meisn.",NA,NA,NA
"Triplaris gardneriana","Triplaris pachau","Triplaris pachau","Mart.",NA,NA,NA
"Triplaris gardneriana","Triplaris bonplandiana","Triplaris bonplandiana","Wedd.",NA,NA,NA
"Triplaris gardneriana","Triplaris martiana","Triplaris martiana","Fisch. & Mey.",NA,NA,NA
"Triplaris gardneriana","Triplaris riedeliana","Triplaris riedeliana","Fisch. & Mey.",NA,NA,NA
"Triplaris gardneriana","Triplaris tomentosa","Triplaris tomentosa","Wedd.",NA,NA,NA
"Triplaris gardneriana","Triplaris matogrossense","Triplaris matogrossense","Brandbyge",NA,NA,NA
"Trischidium decipiens","Bocoa decipiens","Bocoa decipiens","R.S.Cowan",NA,NA,NA
"Trischidium limae","Bocoa limae","Bocoa limae","R.S.Cowan",NA,NA,NA
"Trischidium molle","Bocoa mollis","Bocoa mollis","(Benth.) Cowan",NA,NA,NA
"Trischidium molle","Swartzia cearensis","Swartzia cearensis","Ducke",NA,NA,NA
"Trischidium molle","Bocoa mollis var. piauhyensis","Bocoa mollis",NA,"var.","Rizzini","piauhyensis"
"Trischidium molle","Swartzia mollis","Swartzia mollis","Benth.",NA,NA,NA
"Trixis praestans","Trixis mollissima","Trixis mollissima","D.Don",NA,NA,NA
"Unonopsis guatterioides","Uvaria guatterioides","Uvaria guatterioides","A.DC.",NA,NA,NA
"Unonopsis guatterioides","Unonopsis angustifolia","Unonopsis angustifolia","(Benth.) R.E.Fr.",NA,NA,NA
"Unonopsis guatterioides","Trigynaea angustifolia","Trigynaea angustifolia","Benth.",NA,NA,NA
"Unonopsis guatterioides","Unonopsis lindmanii","Unonopsis lindmanii","R.E.Fr.",NA,NA,NA
"Unonopsis stipitata","Unonopsis rigida","Unonopsis rigida","R.E.Fr.",NA,NA,NA
"Urbanodendron verrucosum","Licaria triplicalyx","Licaria triplicalyx","Pedralli",NA,NA,NA
"Urera caracasana","Urera mitis","Urera mitis","(Vell.) Miq.",NA,NA,NA
"Urera caracasana","Urera densiflora","Urera densiflora","Miq.",NA,NA,NA
"Urera caracasana","Urera subpeltata","Urera subpeltata","Miq.",NA,NA,NA
"Urera caracasana","Urera jacquinii","Urera jacquinii","Wedd.",NA,NA,NA
"Urera caracasana","Urera punu","Urera punu","Wedd.",NA,NA,NA
"Urera caracasana","Urera acuminata","Urera acuminata","Miq.",NA,NA,NA
"Urera nitida","Urera denticulata","Urera denticulata","Miq.",NA,NA,NA
"Urera nitida","Urera armigera","Urera armigera","(C.Presl) Miq.",NA,NA,NA
"Vachellia caven","Mimosa caven","Mimosa caven","Molina",NA,NA,NA
"Vachellia caven","Acacia caven","Acacia caven","(Molina) Molina",NA,NA,NA
"Vachellia farnesiana","Acacia farnesiana","Acacia farnesiana","(L.) Willd.",NA,NA,NA
"Vachellia farnesiana","Mimosa farnesiana","Mimosa farnesiana","L.",NA,NA,NA
"Varronia buddleoides","Cordia buddleoides","Cordia buddleoides","Rusby",NA,NA,NA
"Varronia curassavica","Cordia curassavica","Cordia curassavica","(Jacq.) Roem. & Schult.",NA,NA,NA
"Varronia curassavica","Cordia verbenacea","Cordia verbenacea","DC.",NA,NA,NA
"Varronia curassavica","Cordia salicina","Cordia salicina","DC.",NA,NA,NA
"Varronia globosa","Cordia globosa","Cordia globosa","(Jacq.) Kunth",NA,NA,NA
"Varronia guazumifolia","Cordia guazumaefolia","Cordia guazumaefolia","(Desv.) Roem.& Schult.",NA,NA,NA
"Varronia guazumifolia","Cordia guazumifolia","Cordia guazumifolia","(Desv.) Roem.& Schult.",NA,NA,NA
"Varronia leucocephala","Cordia leucocephala","Cordia leucocephala","Moric.",NA,NA,NA
"Varronia leucocephala","Cordia leucocalyx","Cordia leucocalyx","Fresen.",NA,NA,NA
"Varronia leucocephala","Cordia affinis","Cordia affinis","Fresen.",NA,NA,NA
"Varronia leucocephala","Cordia nivea","Cordia nivea","Fresen.",NA,NA,NA
"Varronia leucomalloides","Cordia leucomalloides","Cordia leucomalloides","Taroda",NA,NA,NA
"Varronia multispicata","Cordia multispicata","Cordia multispicata","Cham.",NA,NA,NA
"Varronia multispicata","Cordia bahiensis","Cordia bahiensis","DC.",NA,NA,NA
