family,scientific.name,life.form,status,taxa of low taxonomic complexity (TBC),commonly cultivated/ornamental,number of records,vouchers
Sapindaceae,Tripterodendron filicifolium Radlk.,tree,confirmed,NA,NA,13,"Farag, P.R., 213 (RB 389641); Glaziou A., 1472 (BR 13205195); Glaziou A., 1472 (BR 13205201); Glaziou A., 1472 (BR 13205218); Glaziou A., 1472 (BR 13205225); Glaziou A., 797 (BR 13205164); Glaziou A., 797 (BR 13205171); Glaziou A., 797 (BR 13205188); Glaziou, A.F.M. (no. ), s.n. (MSB 225112/ 704169 / 354203); Glaziou, A.F.M., 14574 (B 5707); Kurtz, B.C., s.n. (HB 95981); Anonymous, 648 (HUENF 8023); Somner, G.V., 1493 (RBR 34353)"
Sapindaceae,Vouarana guianensis Aubl.,tree,confirmed,NA,NA,112,"Aublet, J.B.C.F., s.n. (BM 645706); Mori, S.A., 14031 (NY 514303); s.c., s.n. (UM 10934); Sabatier, D., 1538 (US 3306800, US 3359777); Souza, V.M., 312 (CVRD 3822, US 3473825)"
Sapotaceae,Chromolucuma apiculata Alves-Araujo & M.Alves,tree,confirmed,NA,NA,2,"Vivas, C.V., 160 (RB 579567); Voeks, R., 88 (CEPEC 37655)"
Sapotaceae,Chrysophyllum argenteum Jacq.,tree,new to AF,NA,NA,481,"Anonymous, s.n. (G 131642/1); Broadway, W.E., s.n. (G 306049/1); Ekman, E.L., s.n. (UPS 557110); Gabriel, A., s.n. (F 71948); Gabriel, A., s.n. (G 131286/1); Gabriel, A., s.n. (G 131286/2); Gabriel, A., s.n. (G 131286/3); H. Ruiz L., s.n. (F 42273); H. Ruiz L., s.n. (F 42274); Martin, J., s.n. (F 71943); Melinon, M., 255 (B 4254); Pavon y Jimenez, J.A., s.n. (G 131635/1); Pavon y Jimenez, J.A., s.n. (G 131635/2); Pavon y Jimenez, J.A., s.n. (G 131635/3); Pavon y Jimenez, J.A., s.n. (G 131636/1); Pavon, J.A., s.n. (MSB 174554/ 565226 / 242734); Rodschied, E.K. (no. s.n.), s.n. (GOET 10907/ 761857 / 405258); Rodschied, s.n. (GOET 4456); Ruiz, s.n. (BR 5417438); Schomburgk M.R., 856 (BR 5417063); Schomburgk, 1389 (F 71924); Schomburgk, 813 (BM 952598); Schomburgk, 864 (BM 952599); Schomburgk, 864 (F 71923); Schomburgk, 864 (F 71925); Schomburgk, R.H., s.n. (G 306047/1); Schomburgk, R.H., s.n. (G 306048/1); Anonymous, s.n. (BA 66066); Anonymous, s.n. (BR 13462833); Wullschlagel H.R., 1503 (BR 5417728)"
Sapotaceae,Chrysophyllum flexuosum Mart.,tree,confirmed,NA,NA,148,"Aguiar, O.T., s.n. (ESA 105527); Esposito, M.C., s.n. (FUEL 16315); Glaziou A., 11582 (BR 5416318); Glaziou A., 11582 (BR 5417766); Glaziou, A.F.M., 11582 (B 4242); Glaziou, A.F.M., 11582 (G 434784); Glaziou, A.F.M., 11582 (R 12023, S 6-13); Glaziou, A.F.M., s.n. (G 306030/1); Kotchetko, O., s.n. (FUEL 16314); Luschnath B., 42 (BR 5417049); Luschnath B., 42 (BR 5417704); Martii Herbar. Florae Brasil., 102 (NY 273422); Martii Herbar. Florae Brasil., 102 (NY 273423); Martius, 102 (E 259472); Martius, C., 102 (MO 1966680); Martius, C.F., s.n. (P 649323); Martius, C.F., s.n. (P 649324); Martius, C.F., s.n. (P 649325); Martius, C.F.P., 102 (F 71935); Martius, C.F.P., 102 (G 139633, G 434785); Martius, C.F.P., s.n. (G 131748/1); Martius, C.F.P., s.n. (G 131748/2); Martius, C.F.P., s.n. (M -174547); Martius, C.F.P., s.n. (M -174548); Martius, K.F.P., 102 (US 1420803); Passos, F.C., s.n. (FUEL 16329); Reidel, L., 563 (US 1484333); Riedel L., s.n. (BR 13462864); Riedel, L., 563 (US 1484175, US 702383); Spiromelo, W., s.n. (FUEL 16330)"
Sapotaceae,Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.,tree,confirmed,NA,NA,555,"Antunes, J., s.n. (FLOR 46778); Cysneiros, M., s.n. (R 42982); Deggaomi, J., s.n. (FLOR 46678); Eugenio, J., s.n. (EAC 5367); Fonseca, Z., s.n. (FLOR 46811); Francisco, E.M., s.n. (DVPR 2523); Glaziou, A.F.M., 11144 (B 4252); Hassler, E., 7772 (BM 549434); Hassler, E., s.n. (G 313129/1); Leite, E.C., s.n. (DVPR 805); Libanori, R.A., s.n. (FUEL 1845); Lopes, J.M., s.n. (DVPR 263); Lorentz P.G., s.n. (BR 13525156); Lorentz, P.G. (no. ), s.n. (GOET 10909/ 761856 / 405257); Lorentz, P.G., 366 (B 4249); Morong, T., 839 (BM 549433); Morong, T., s.n. (G 310335/1); Morong, Thomas (Rev.), 839 (E 208058, MO 3379581); Pavao, O.C., s.n. (BOTU 27131); Peckolt T., 293 (BR 13462826); Pimenta, J.A, s.n. (BOTU 27283); Pimenta, J.A., s.n. (CGMS 23702); Pimenta, J.A., s.n. (FLOR 46446); Quina, E., s.n. (FUEL 5419); Rusby, H.H., s.n. (NY 455219); Anonymous, s.n. (FR 38179); Souza, L.R.M., s.n. (CGMS 23697); Souza, L.R.M., s.n. (DVPR 2520); Teague, G.W., 65 (BM 549429); Warming, J.E.B., s.n. (NY 273440)"
Sapotaceae,Chrysophyllum imperiale (Linden ex K.Koch & Fintelm.) Benth. & Hook.,tree,confirmed,NA,NA,9,"Cunha, M.A., 4 (S 15-32665); Faria, A.D., 2014/24 (FUEL 53606); Glaziou, 11163 (RB 135717); Glaziou, A.F.M. (no. ), s.n. (MSB 174546/ 565218 / 242726); Glaziou, A.F.M., 8230 (NY 374870); Glaziou, N., 20402 (BM 952584); Jesus, J.A., 212 (CEPEC 4946); Pinheiro, R.S., 113 (CEPEC 3447); Pinheiro, R.S., 427 (CEPEC 3377)"
Sapotaceae,Chrysophyllum inornatum Mart.,tree,confirmed,NA,NA,114,"Alencar, M.E., 914 (FUEL 16319, UEC 119846, UEC 128762); Carvalho-Sobrinho, J.G, 286 (HUEFS 89100); Dusen, P., 14284 (F 71939F, NY 273418, S 5-10852, S 5-2184, S 5-2185); Dusen, P.K.H., 13808 (NY 374871, RB 1413588); Leitao Filho, H.F., 10788 (NY 374875, UEC 14949); Leite, K.R.B, 78 (HB 95345, HUEFS 45677); Lima, H.C., 3021 (RB 265634, RB 421203); Reis, R., 176 (RB 309227); Sellow, F., 4530 (US 1234129); Sellow, F., s.n. (M -174545); Sellow, F., s.n. (MSB 174545/ 565217 / 242725); Sobral, M., 3747 (ICN 88612, INPA 128016, MBM 99802, MO 3202617, NY 374802, SP 201506, UEC 36716); Uller, H.F., 66 (FUEL 46348, FURB 10190)"
Sapotaceae,Chrysophyllum januariense Eichler,tree,confirmed,NA,NA,31,"Folli, D.A., 198 (CVRD 543, VIES 19340); Glaziou A., 1055 (BR 13462871); Glaziou A., 1055 (BR 13462888); Glaziou A., 2558 (BR 5416646); Glaziou A., 2558 (BR 5417070); Glaziou, A., s.n. (P 649336); Glaziou, A., s.n. (P 649337); Glaziou, A.F.M., 2558 (MG 081974, R 12021, RB 544001); Glaziou, A.F.M., 2558 (RB 135718); Jesus, N.G., 1057 (ALCB 48803); Popovkin, A.V., 1499 (HUEFS 198729, S 15-31877)"
Sapotaceae,Chrysophyllum lucentifolium Cronquist,tree,confirmed,NA,NA,174,"Bruijn, J., s.n. (B 100248115); Farney, C., 3013 (ASE 10054, RB 299819); Ferreira, M.C., 629 (HUNEB 8967, IBGE 58162, IPA 64310); Glaziou, A.F.M., 18348 (F 71911F, G 434782); Glaziou, A.F.M., 18348 (MG 060513, RB 22077, RB 543992); Glaziou, A.F.M., s.n. (G 306027/1); Martins, R.F.A., 177 (SAMES 5363, VIES 19600); Prance, G.T., 10590 (MG 042065, MO 3302099, NY 1174655, NY 1251800, R 198840, US 3183849); Reidel, L., s.n. (US 702347); Riedel, L., s.n. (US 1484332)"
Sapotaceae,Chrysophyllum marginatum (Hook. & Arn.) Radlk.,tree,confirmed,NA,NA,597,"Bang, M., s.n. (UPS 557304); Claussen, P., s.n. (G 434781); Guillemin, J.B.A., s.n. (UM 19046); Hieronymus, G., s.n. (GOET 10911/ 761854 / 405255); Hieronymus, G., s.n. (GOET 10912/ 761853 / 405254); Lorentz, s.n. (GOET 4457); Lorentz, s.n. (GOET 4458); Martii Herbar. Florae Brasil., 886 (NY 273431); Martii Herbar. Florae Brasil., 887 (NY 273419); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 174535/ 565207 / 242715); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 174537/ 565209 / 242717); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 174597/ 565267 / 242775); Martius, C.F.P., s.n. (MSB 174534/ 565206 / 242714); Martius, C.F.P., s.n. (MSB 174540/ 565212 / 242720); Martius, C.F.P., s.n. (MSB 174543/ 565215 / 242723); Pohl, J.B.E., 1461 (F 71934); Pohl, J.B.E., s.n. (MSB 174532/ 565204 / 242712); Pohl, J.B.E., s.n. (MSB 174533/ 565205 / 242713); Rambo, B., s.n. (US 2572008); Riedel L., s.n. (BR 5416974); Riedel L., s.n. (BR 5417711); Sellow F., s.n. (BR 13462895); Sellow F., s.n. (BR 5417384); Sellow, F., 3528 (US 1234044); Sellow, F., s.n. (F 71940); van-Martius, C.F.P., 886 (BM 952590); van-Martius, C.F.P., 887 (BM 952588); van-Martius, C.F.P., 887 (BM 952589); Widgren J.F., s.n. (BR 13462949); Widgren J.F., s.n. (BR 13462956)"
Sapotaceae,Chrysophyllum paranaense T.D.Penn.,tree,confirmed,NA,NA,11,"Cervi, A.C., 6459 (MBM 225152, NY 374942, UPCB 32464); Cervi, A.C., 6497 (UPCB 47839); Cervi, A.C., 6548 (UPCB 47838); Faria, A.D., 2014/29 (FUEL 53611, S 15-33024); Hatschbach, G., 13630 (HB 48971, MBM 1139, MBM 50659, NY 374940, UPCB 6753, US 2563657); Hatschbach, G., 18591 (MBM 6492, MO 100165569, US 2742910, US 2743411, US 2743413); Hatschbach, G., 23329 (HB 51873, MBM 15623, MO 3364504, NY 273438, S 5-10745, UEC 8080, UPCB 8609); Hatschbach, G., 46287 (MO 3364465, NY 374939, UPCB 17043, US 3187505); Hatschbach, G., 9709 (MBM 50660); Hatschbach, G.G., 26269 (MBM 23735, NY 374941, US 2706483); Leitao Filho, H.F., 10751 (NY 374936, UEC 14954)"
Sapotaceae,Chrysophyllum pomiferum (Eyma) T.D.Penn.,tree,new to AF,NA,NA,46,"Assuncao, P.A.C.L., 714 (INPA 191578, MBM 243300); Campos, D.P., 07 (RB 317850); Fanshawe, D.B., 3345 (US 2026343); Forest Dept.B.G., 913 (US 1715747); Guiana, F.D.B., 1040 (NY 273362); Holst, B.K., 2706 (MO 406777); Holst, B.K., 2730 (F 392920F, MO 406683); Illegible, C., 193 (US 1594426); Maas, P.J.M., 5925 (MG 104108, MO 3378764); Mori, S.A., 8520 (MO 3363741); Neill, D.A., 8968 (MO 405007); Oliveira, E., 2844 (MG 051438); Palacios, W.A., 1852 (MO 406140); Pennington, T.D., 12386 (MO 3309037); Prance, G.T., 13613 (INPA 28762, MO 3363963, NY 1174678, US 3337097); Rosa, N.A., 1324 (MG 052895); Silva, A.S.L., 1615 (MG 078724, MG 078725); Steyermark, J.A., 101632 (MO 3363669); Torres, R.B., 111 (IAC 51440, SPSF 43376); Torres, R.B., 330 (SPSF 43158); Zak, V., 4310 (MO 408727, US 3658343)"
Sapotaceae,Chrysophyllum rufum Mart.,tree,confirmed,NA,NA,94,"Andrade-Lima, s.n. (MG 68988); Andrade-Lima, s.n. (MG 68989); Andrade-Lima, s.n. (MG 68992); Cysneiros, M., s.n. (R 42985); Fernandes, A., s.n. (EAC 19962); Fernandes, A., s.n. (EAC 3939); Fernandes, A., s.n. (EAC 5654); Fernandes, A., s.n. (EAC 7950); Freire Allemao, F., s.n. (R 94039); Luschnath B., s.n. (BR 5417452); Luschnath B., s.n. (BR 5417780); Martii Herbar. Florae Brasil., 521 (NY 273447); Martius, C., 521 (MO 1971327); Martius, C.F., s.n. (P 649389); Martius, C.F.P., 521 (G 139574, G 439208); Martius, C.F.P., s.n. (F 71945); Martius, C.F.P., s.n. (G 131106/1); Martius, C.F.P., s.n. (G 131106/2); Martius, C.F.P., s.n. (M -174522); Martius, C.F.P., s.n. (M -174523); Martius, C.F.P., s.n. (M -174524); Martius, C.F.P., s.n. (M -174525); Martius, C.F.P., s.n. (MSB 174522/ 565194 / 242702); Martius, C.F.P., s.n. (MSB 174523/ 565195 / 242703); Martius, C.F.P., s.n. (W 0067182); Martius, C.F.P., s.n. (W 1889-0100869); Orlandi, R.P., s.n. (ALCB 024642); Anonymous, 25 (BR 5417124); Anonymous, s.n. (BR 5417773); van-Martius, C.F.P., 521 (BM 952587)"
Sapotaceae,Chrysophyllum sparsiflorum Klotzsch ex Miq.,tree,confirmed,NA,NA,56,"Acevedo-Rodriguez, P., 6049 (MO 3317915); Boom, B.M., 4781 (INPA 152701, MO 1439892, US 3091194); Delgado, E., 212 (US 1459348); H.D.Clarke, C.Watson, R.Williams, C.Perry, J.Clarke, 6467 (US 3401023); Jansen-Jacobs, M.J., 1905 (INPA 172350, US 3265899); Jansen-Jacobs, M.J., 800 (INPA 164729, MO 3417437); Kallunki, J.A., 553 (CEN 92680, MO 3365076, NY 374954, SPF 94092); Nee, M.H., 34535 (MO 3319108, NY 1176098, US 3184163); Oliveira, E., 1663 (UB 89577); Perdiz, R.O., 1929 (RB 601137, UFRR 3728); Pipoly, J.J., 8632 (US 3106835); Pires, J.M., 50298 (NY 1176092); Prance, G.T., 11438 (INPA 28588, MO 3365262, NY 1176094, US 2869387); Rosa, N.A., 2504 (NY 859665, UEC 8063, UFG 10828); Schomburgk, R.H., s.n. (P 649397); Silva, N.T., 4924 (MG 062307, NY 1176090); Spruce, R. (no. ), s.n. (MSB 174521/ 565193 / 242701); Steyermark, J.A., 57717 (F 71950F, NY 273448); Sucre, D., 9447 (NY 859667, RB 168054)"
Sapotaceae,Chrysophyllum splendens Spreng.,tree,confirmed,NA,NA,93,"Blanchet, J.S., s.n. (G 131634/1); Blanchet, J.S., s.n. (G 139461); Machado, J.O., 313 (VIES 23926, VIES 37580); Marquete, R., 3697 (RB 416095); Silva, H.C.H., 77 (NY 885002, PEUFR 42067, PEUFR 44508, UFP 66261); Silva, L.A.M., 354 (NY 374960, US 3337094); Siqueira, D.R., 175 (PEUFR 20977); Thomas, W.W., 13235 (E 913167, HST 13114, HUEFS 109094, JPB 33355, MAC 20133, MO 3315174, NY 684472, RB 420001, RB 555045, SPF 164285, UESC 23783)"
Sapotaceae,Chrysophyllum subspinosum Monach.,tree,confirmed,NA,NA,2,"Froes, R.L., 1050 (NY 273449); Jardim, J.G., 2428 (CEPEC 84725)"
Sapotaceae,Chrysophyllum viride Mart. & Eichler,tree,confirmed,NA,NA,35,"Glaziou, A.F.M., 18224 (B 4267); Glaziou, A.F.M., 18354 (F 71968F, R 12066); Hatschbach, G., 22224 (HB 50135, MBM 12231, MO 3363380, NY 374982, US 2705807); Hatschbach, G., 49925 (MBM 104748); Jardim, J.G., 1529 (CEPEC 88221, MO 3327622, NY 1019347, NY 778845); Labiak, P.H., 5059 (CEPEC 130232, MBML 37045, RB 534540, UPCB 67376); Lopes, M.A., 786 (BHCB 7825, SPF 122486); Lorenzi, H., 6356 (HPL 9616, HUEFS 187242, HUEFS 187243); Lourteig, A., 2303 (NY 374978, US 2547146); Schimitt, J.L., 246 (CESJ 69526); Souza, V.C., 34925 (ESA 123824); Vieira, M.C.W., 2238 (RB 529405)"
Sapotaceae,Diploon cuspidatum (Hoehne) Cronquist,tree,confirmed,NA,NA,77,"Barbosa, M., 1436 (INPA 141204, MG 073080); Castro, W., 2371 (RB 770353); Fiaschi, P., 2592 (MO 3318251, NY 749997, SPF 169191); Folli, D.A., 4978 (CVRD 9010, NY 2447570, VIES 19345); Glaziou, A.F.M., 9505 (R 12067, US 2405464); Handro, O., 956 (HUEFS 68259, IPA 13125, MG 068581, MG 071045, MG 100673, NY 375002, NY 375003, RB 114849, RB 376143, SPF 155987, SPF 71736, UB 166853, US 2580080, US 2780029); Hoehne, F.C., 28358 (BR 5417162, F 71931F, F 71932F, G 439198, G 439199, HB 51178, NY 375001, RB 138340); Hoehne, F.C., 28358 (MO 1968996); Hoehne, F.C., 28358 (NY 273414); Hoehne, F.C., s.n. (G 306993/1); Hoehne, F.C., s.n. (G 306993/2); Hoehne, F.C., s.n. (P 649315); Hoehne, F.C., s.n. (SP 28358); Hoehne, F.C., s.n. (SP 28358A); Hoehne, F.C., s.n. (US 2678604); Izawa, K., 31 (MO 407159); Leoni, L.S., 5156 (RB 739919, VIES 22185); Lins, A.C.B., 106 (RB 324515); Mackenzie, C.A., 22061717 (INPA 187901); Oliveira, M., 1299 (UFRN 3198); Sothers, C.A., 11 (NY 375000); Vasquez, R., 18044 (MO 406251)"
Sapotaceae,Ecclinusa guianensis Eyma,tree,new to AF,NA,NA,82,"Castro, E.R., 318 (HUEFS 209644); Coelho, L.F., INPA1094 (INPA 1094); Martius, K.F.P., 6431 (US 1594472); Thomas, W.W., 7152 (NY 2862042); Anonymous, 1138 (NY 273463)"
Sapotaceae,Ecclinusa ramiflora Mart.,tree,confirmed,NA,NA,194,"Bondar, G., 2487 (HUEFS 68224); Ducke, A., 22249 (G 439194, K 640467, K 640468, S 5-2174, US 1517654, US 1517655); Ducke, A., s.n. (G 306984/1); Ducke, A., s.n. (RB 22249); Ducke, A., s.n. (RB 35753); Ducke, A., s.n. (UFMT 11206); Florestal, P.H., s.n. (MG 071059); Froes, R.L., 20044 (NY 375012); Glaziou A., 7744 (BR 5417513); Glaziou A., 7744 (BR 5417841); Glaziou, A., s.n. (UM 12997); Glaziou, A.F.M., 7744 (B 4273); Glaziou, A.F.M., 7744 (G 439192, G 439193, R 12024, S 5-2175, S 5-2177); Glaziou, A.F.M., s.n. (G 306520/1); Glaziou, A.F.M., s.n. (G 306520/2); Handro, O., s.n. (NY 375024); Hoehne, F.C., s.n. (NY 375025); Krukoff, B.A., s.n. (NY 1176633); Krukoff, B.A., s.n. (NY 1176634); Martius, C.F., s.n. (P 649415); Martius, C.F., s.n. (P 649416); Martius, C.F.P., s.n. (M -174559); Martius, C.F.P., s.n. (MSB 174559/ 565231 / 242739); Oliveira, P.P., 3072 (MBM 248243); Pereira, F.M.B., s.n. (RFA 24587); Pereira, S.V., 0 (MBML 8115); Poeppig, E.F., s.n. (W 0067180); Poeppig, E.F., s.n. (W 0067181); Prance, G.T., s.n. (NY 1176624); Schott, H.W., s.n. (NY 375019)"
Sapotaceae,Manilkara bidentata (A.DC.) A.Chev.,tree,new to AF,NA,cultivated,546,"Anonymous, 2572 (G 439233); Anonymous, s.n. (G 307804/1); Bouly, J., s.n. (MG 002572); Bouly, J., s.n. (MG 2572); Crueger, s.n. (GOET 4463); Cruger, H. (no. ), s.n. (GOET 10920/ 761845 / 405246); Ducke, A., 941 (K 543599); Ducke, A., s.n. (RB 22197); Ducke, A., s.n. (RB 51051); Ducke, A., s.n. (UFMT 11210); Ducke, W.A., 941 (NY 273534); Huber, J., s.n. (MG 000855); Huber, J., s.n. (MG 855); Richard, L.C., s.n. (P 645494); Richard, L.C., s.n. (P 645495); Richard, L.C., s.n. (P 645496); Richard, L.C.M., s.n. (F 72103); Richard, L.C.M., s.n. (G 132783/1); Schomburgk, 780 (BM 952479); Schomburgk, 780 (BM 952480); Schomburgk, R.H., s.n. (G 307810/1); Schomburgk, R.H., s.n. (G 307810/2); Sieber, F.W., s.n. (G 132778/1); Sieber, F.W., s.n. (G 132778/2); Sieber, Franz W. (no. Fl. Trinit. ), s.n. (MSB 174509/ 565182 / 242690); Sieber, Franz W. (no. Fl. Trinit. ), s.n. (MSB 174510/ 565183 / 242691); Urban, I., s.n. (MSB 174511/ 565184 / 242692); Ventenat, E.P., s.n. (G 307807/1); Wright, C. (no. ), s.n. (GOET 10919/ 761846 / 405247); Wright, s.n. (GOET 9263)"
Sapotaceae,Manilkara dardanoi Ducke,tree,confirmed,NA,NA,11,"Almeida Junior, E.B., 857 (MAR 6844, MAR 7547, UFMA 6844, UFMA 7547); Almeida Junior, E.B., s.n. (MAR 6842); Almeida Junior, E.B., s.n. (UFMA 6842); Alves-Araujo, A., 1047 (UFP 63367, UFP 66263, VIES 36060); Alves-Araujo, A., 693 (UFP 63284); Andrade-Lima, 50-613 (IPA 1824); Ducke, W.A., 8 (IPA 2336, NY 375029, NY 375031); Hatschbach, G., 63165 (MBM 237047); Lima, D.A., 980 (PEUFR 1079); Lucena, M.F.A., 673 (PEUFR 28665); Lucena, M.F.A., 899 (PEUFR 32275)"
Sapotaceae,Manilkara decrescens T.D.Penn.,tree,confirmed,NA,NA,29,"Araujo, J.S., 53 (CEPEC 17949); Bautista, H.P., 4089 (RB 489168); Belem, R.P., 1732 (CEPEC 681, RB 140635); Belem, R.P., 1735 (CEPEC 2721); Callejas, R., s.n. (RB 248215); Cardoso, D., 1025 (HUEFS 105469); Cardoso, D., 1066 (HUEFS 105510); Carvalho, A.M., 1406 (CEPEC 31351, HRB 27615, MBM 123057, SP 235168); Carvalho, A.M., 1667 (CEPEC 31088); Carvalho, A.M., 1903 (CEPEC 33738); Carvalho, A.M., 718 (CEPEC 23349); Ferreira, M.C., 766 (HRB 32764, HUEFS 65513, IBGE 58287, IPA 63460); Ferrucci, M.S., 1109 (CEPEC 71653); Fonseca, M., 1095 (ALCB 37953, CEPEC 80382, MBM 235462); Franca, F., 1133 (HUEFS 20415); Gusmao, E.F, 519 (HUEFS 9555, RB 281760); Hatschbach, G., 63082 (CEPEC 83992, HUEFS 39918, MBM 181181, UB 166855); Miranda, A.M., 5416 (HST 13392, HUEFS 104849, HUTO 4916); Miranda, A.M., 5433 (HST 13580, UFRN 8820); Miranda, A.M., 5874 (HST 16589, SLUI 3982); Mori, S.A., 14169 (CEPEC 26524, NY 375034, RB 316512, US 3318925); Paula, J.E., 3725 (VIC 29617); Queiroz, L.P, ALCB9828 (HUEFS 8088); Queiroz, L.P., 857 (CEPEC 62377, CEPEC 99153, HUEFS 6091); Queiroz, L.P., 862 (HUEFS 6197, MBM 152543); Santos, A.K.A., 226 (HUEFS 78026); Silva, A.O., 1 (ESA 31844); Soeiro, R., 94 (BAH 8393, CEPEC 60106, HRB 29018, HUEFS 15307, RB 313287); Viana, B.F., 53 (HUEFS 33405)"
Sapotaceae,Manilkara elata (Allemao ex Miq.) Monach.,tree,confirmed,NA,NA,121,"Allemao, F., s.n. (RB 19018); Anonymous, 10177 (BM 952470, G 439228); Anonymous, s.n. (G 307154/1); Anonymous, s.n. (MO 3381673); Cnec, E.F., s.n. (ESA 65179); Ducke, A., s.n. (B 4263); Ducke, A., s.n. (MG 007976); Ducke, A., s.n. (MG 014965); Ducke, W.A., 11910 (BM 952471, R 93951, US 1044132); Eggers, H.F.A., s.n. (UM 19064); Ekman, E.L., 19071 (F 72101F, NY 99938, US 1414385); Froes, R.L., 22954 (NY 1193114); Glaziou, A.F.M., 12071 (IAC 17001); Howard, R.A., 5423 (NY 99952); Luiza, A., s.n. (VIC 18035); Luiza, A., s.n. (VIC 18036); Marinho, P., s.n. (MG 006892); Moore, R.A., 15 (NY 1193124); Moore, R.A., 15 (NY 1193125); Moore, R.A., 5 (NY 1193112); Oliveira, J.S., s.n. (EAC 50898); Pires, J.M., 51886 (NY 1193113); Silo, s.n. (MAR 5410); Siqueira, R., 4067 (R 1963); Anonymous, s.n. (NY 273556); Wright, C. (no. ), s.n. (GOET 10921/ 761843 / 405244); Wright, C., 2718 (BM 952454); Wright, C., s.n. (G 307135/1); Wright, C., s.n. (G 307135/2); Wright, s.n. (GOET 8831)"
Sapotaceae,Manilkara longifolia (A.DC.) Dubard,tree,confirmed,NA,NA,42,"Blanchet, J.S., 3172 (F 72107); Blanchet, J.S., s.n. (G 133061/1); Blanchet, J.S., s.n. (G 133061/2); Blanchet, J.S., s.n. (G 133061/3); Blanchet, J.S., s.n. (G 142069); Blanchet, J.S., s.n. (G 439219); Blanchet, J.S., s.n. (G 439220); Curran, H.M., 327 (NY 375049); Ferreira, M.C., 804 (HUEFS 65512, IBGE 58163, IPA 63475); Leoni, L.S., 5798 (RB 739922, VIES 22192)"
Sapotaceae,Manilkara maxima T.D.Penn.,tree,confirmed,NA,NA,22,"Bondar, G.G., 5 (NY 375050, US 2862992); Ferrucci, M.S., 1036 (CEPEC 71619); Fiaschi, P., 2575 (NY 749581); Gomes, L.A., 24 (ASE 19083, JPB 48499); Gomes, L.A., 317 (ASE 23072, VIES 14675); Jardim, J.G., 04 (MO 3347273, RB 396601); Jardim, J.G., 4 (CEPEC 57054, NY 375051, SPF 177342, SPF 229543); Lima, D.P., 12700 (HUEFS 176772); Lima, D.P., 13106 (HST 4058, PEUFR 34221, PEUFR 41093, PEUFR 9274, RB 627709); Lorenzi, H., 6325 (HPL 11687, HUEFS 187255); Mattos-Silva, L.A., 1322 (CEPEC 24403); Menezes, C.M., 339 (HUEFS 127452); Mori, S.A., 13245 (CEPEC 18345, NY 375053); Pinheiro, R.S., 1561 (CEPEC 7811); Pinheiro, R.S., 1561 (MO 3378675); Pinheiro, R.S., 1848 (CEPEC 8784); Rylands, A., 4 (CEPEC 20609, INPA 98561); Sant'ana, S., 884 (CEPEC 85187, NY 634421, SPF 177353); Santos, T.S., 1071 (CEPEC 6061); Thomas, W.W., 7238 (CEPEC 53155); Thomas, W.W., 7420 (NY 2862004); Voeks, R., 325 (CEPEC 51793)"
Sapotaceae,Manilkara multifida T.D.Penn.,tree,confirmed,NA,NA,4,"Carvalho, A.M.V., 1113 (CEPEC 28886, RB 379839, RB 396633); Santos, F.S., 342 (CEPEC 35580, RB 396657); Santos, T.S., 1094 (CEPEC 6114, K 512131, MO 3378761); Thomas, W.W., 8519 (CEPEC 54134)"
Sapotaceae,Manilkara rufula (Miq.) H.J.Lam,tree,new to AF,NA,NA,78,"Andrade-Lima, D., s.n. (NY 273533); Carregosa, T., 165 (ASE 21873); Froes, R.L., 20047 (NY 375056); Froes, R.L., 20091 (NY 375057, US 2896015); Gardner, G., 2910 (B 4265); Gardner, G., 2910 (F 72108F, G 439218); Gardner, G., 2910 (NY 273558); Gardner, G., s.n. (G 307091/1); Gardner, J., 2910 (BM 952473); Guedes, T.N., 583 (INPA 12485, MG 022952, NY 375055); Lourenco, A.R., 119 (JPB 34965); Monteiro, M.T., 22924 (HST 3014, IPA 74722); Oliveira, J., 030 (RB 451922, RB 451975, UFP 43263); Pinto, G.C.P., 30284 (HUEFS 6604, MBM 110620); Souza, V.C., 24429 (HUEFS 117101); Vasconcelos, J.M., 9 (MAR 7494, SPSF 425, UFMA 7494)"
