"taxon_id","kingdom","phylum","classname","ordername","family","genus","species","taxonomicAuthority","Redlist_id","TaxonomicReference","TaxonomicNotes.value"
"sp64","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila pernambucensis","Moldenke","149208391","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_pernambucensis. According to Tropicos (www.tropicos.org), this species was published in: Phytologia 1: 257 (1937).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp65","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila racemosa","Vell.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_racemosa. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 1: 37, t. 88 (1825).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp66","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila riedeliana","Schauer",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_riedeliana. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 11: 649 (1847).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp67","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila verticillata","Vell.","158690239","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_verticillata. According to Tropicos (www.tropicos.org), this species was published in: Fl. Flumin. 1: 37, t. 91 (1825 [1829]).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp68","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Aegiphila","Aegiphila vitelliniflora","Walp.","158688997","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aegiphila_vitelliniflora. According to Tropicos (www.tropicos.org), this species was published in: Repert. Bot. Syst. 4: 123 (1845).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp69","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Malpighiaceae","Aenigmatanthera","Aenigmatanthera lasiandra","(A.Juss.) W.R.Anderson",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aenigmatanthera_lasiandra. According to Tropicos (www.tropicos.org), this species was published in: Novon 16(2): 174, f. 2 (2006).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp70","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene ciliata","Vogel","170271315","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aeschynomene_ciliata. According to Tropicos (www.tropicos.org), this species was published in: Linnaea 12: 84–85 (1838).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp71","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene mollicula","Kunth",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aeschynomene_mollicula. According to Tropicos (www.tropicos.org), this species was published in: Nov. Gen. Sp. (quarto ed.) 6: 532–533 (1823).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp72","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene sensitiva","Sw.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aeschynomene_sensitiva. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 107 (1788).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp73","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista coriifolia","(Thunb.) Hook. ex Nied.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_coriifolia. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 11: 236 (1889).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp74","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista eucalyptoides","(Cham. & Schltdl.) G.Don",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_eucalyptoides. According to Tropicos (www.tropicos.org), this species was published in: Gen. Hist. 3: 837 (1834).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp75","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista glaberrima","(Sleumer) Judd",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_glaberrima. According to Tropicos (www.tropicos.org), this species was published in: J. Arnold Arbor. 65: 336 (1984).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp76","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista minensis","(Glaz. ex Sleumer) Judd",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_minensis. According to Tropicos (www.tropicos.org), this species was published in: J. Arnold Arbor. 65: 313 (1984).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp77","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista niederleinii","(Sleumer) Judd",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_niederleinii. According to Tropicos (www.tropicos.org), this species was published in: J. Arnold Arbor. 65: 392 (1984).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp78","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista oleifolia","(Cham.) G.Don","149209560","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_oleifolia. According to Tropicos (www.tropicos.org), this species was published in: Gen. Hist. 3: 838 (1834).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp79","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista pulchella","Cham. ex G.Don",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_pulchella. According to Tropicos (www.tropicos.org), this species was published in: Gen. Hist. 3: 838 (1834).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp80","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista pulchra","(Cham. & Schltdl.) G.Don",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_pulchra. According to Tropicos (www.tropicos.org), this species was published in: Gen. Hist. 3: 837 (1834).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp81","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista revoluta","(Spreng.) J.D. Hook. ex Nied.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_revoluta. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 11: 236 (1889).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp82","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Agarista","Agarista uleana","(Sleumer) Judd",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agarista_uleana. According to Tropicos (www.tropicos.org), this species was published in: J. Arnold Arbor. 65: 332 (1984).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp83","Plantae","Tracheophyta","Magnoliopsida","Santalales","Opiliaceae","Agonandra","Agonandra brasiliensis","Miers ex Benth. & Hook.f.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agonandra_brasiliensis. According to Tropicos (www.tropicos.org), this species was published in: Gen. Pl. 1: 349 (1862).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp84","Plantae","Tracheophyta","Magnoliopsida","Santalales","Opiliaceae","Agonandra","Agonandra excelsa","Griseb.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agonandra_excelsa. According to Tropicos (www.tropicos.org), this species was published in: Abh. Königl. Ges. Wiss. Göttingen 24: 149 (1879).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp85","Plantae","Tracheophyta","Magnoliopsida","Santalales","Opiliaceae","Agonandra","Agonandra fluminensis","Rizzini & Occhioni",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Agonandra_fluminensis. According to Tropicos (www.tropicos.org), this species was published in: Leandra 6: 108 (1975).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp86","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea acarodomatifera","Kosterm.","35204","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aiouea_acarodomatifera. According to Tropicos (www.tropicos.org), this species was published in: Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 46: 67 (1938).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp87","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea bracteata","Kosterm.","35207","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aiouea_bracteata. According to Tropicos (www.tropicos.org), this species was published in: Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 46: 66 (1938).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp88","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea glaziovii","(Mez) R. Rohde",NA,"More taxonomic information on this species can be found at: https://www.tropicos.org/name/100469876. According to Tropicos (www.tropicos.org), this species was published in: Taxon 66(5): 1100 (2017).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp89","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea hirsuta","Lorea-Hern.",NA,"More taxonomic information on this species can be found at: https://www.tropicos.org/name/100469845. According to Tropicos (www.tropicos.org), this species was published in: Taxon 66(5): 1101 (2017).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp90","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea laevis","(Mart.) Kosterm.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aiouea_laevis. According to Tropicos (www.tropicos.org), this species was published in: Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 46: 84 (1938).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp91","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea montana","(Sw.) R.Rohde",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aiouea_montana. According to Tropicos (www.tropicos.org), this species was published in: Taxon 66(5): 1102 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp92","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea pseudoglaziovii","Lorea-Hern.",NA,"More taxonomic information on this species can be found at: https://www.tropicos.org/name/100469848. According to Tropicos (www.tropicos.org), this species was published in: Taxon 66(5): 1106 (2017).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp93","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea rubrinervia","Lorea-Hern.",NA,"More taxonomic information on this species can be found at: https://www.tropicos.org/name/100469846. According to Tropicos (www.tropicos.org), this species was published in: Taxon 66(5): 1106 (2017).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp94","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Aiouea","Aiouea saligna","Meisn.","149212527","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Aiouea_saligna. According to Tropicos (www.tropicos.org), this species was published in: Prodr. 15(1): 82 (1864).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
