"CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup","CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName","CountryOccurrence.CountryOccurrenceSubfield.formerlyBred","CountryOccurrence.CountryOccurrenceSubfield.origin","CountryOccurrence.CountryOccurrenceSubfield.presence","CountryOccurrence.CountryOccurrenceSubfield.seasonality","internal_taxon_id"
"AGE-ER","Argentina",NA,"Native","Extant","Resident","sp29"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp29"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp29"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp30"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp30"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp31"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp31"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp31"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp31"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp31"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp31"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp31"
"AGW-JU","Argentina",NA,"Native","Extant","Resident","sp31"
"AGE-CH","Argentina",NA,"Native","Extant","Resident","sp31"
"BO","Bolivia",NA,"Native","Extant","Resident","sp31"
"PY","Paraguay",NA,"Native","Extant","Resident","sp31"
"AGE-FO","Argentina",NA,"Native","Extant","Resident","sp31"
"AR","Argentina",NA,"Native","Extant","Resident","sp31"
"AGE-SF","Argentina",NA,"Native","Extant","Resident","sp31"
"AGE-ER","Argentina",NA,"Native","Extant","Resident","sp31"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp31"
"AGW-CA","Argentina",NA,"Native","Extant","Resident","sp31"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp31"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp31"
"PE","Peru",NA,"Native","Extant","Resident","sp31"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp32"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp32"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp33"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp33"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp33"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp33"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp33"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp34"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp34"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp34"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp34"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp34"
"BR","Brazil",NA,"Native","Extant","Resident","sp34"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp35"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp36"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp37"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp38"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp38"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp38"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp38"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp38"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp38"
"AGW-SA","Argentina",NA,"Native","Extant","Resident","sp38"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp38"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp38"
"CO","Colombia",NA,"Native","Extant","Resident","sp38"
"MXT-CA","Mexico",NA,"Native","Extant","Resident","sp38"
"MXT-YU","Mexico",NA,"Native","Extant","Resident","sp38"
"MXT-QR","Mexico",NA,"Native","Extant","Resident","sp38"
"MXT-CI","Mexico",NA,"Native","Extant","Resident","sp38"
"MXT-TB","Mexico",NA,"Native","Extant","Resident","sp38"
"BL","St. Barthélemy",NA,"Native","Extant","Resident","sp38"
"MXC-PU","Mexico",NA,"Native","Extant","Resident","sp38"
"MXS-NA","Mexico",NA,"Native","Extant","Resident","sp38"
"MXE-SL","Mexico",NA,"Native","Extant","Resident","sp38"
"CR","Costa Rica",NA,"Native","Extant","Resident","sp38"
"HN","Honduras",NA,"Native","Extant","Resident","sp38"
"JM","Jamaica",NA,"Native","Extant","Resident","sp38"
"DO","Dominican Republic",NA,"Native","Extant","Resident","sp38"
"BO","Bolivia",NA,"Native","Extant","Resident","sp38"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp38"
"MXS-JA","Mexico",NA,"Native","Extant","Resident","sp38"
"MXE-QU","Mexico",NA,"Native","Extant","Resident","sp38"
"PY","Paraguay",NA,"Native","Extant","Resident","sp38"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp38"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp38"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp38"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp38"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp38"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp38"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp38"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp38"
"MXS-GR","Mexico",NA,"Native","Extant","Resident","sp38"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp38"
"VE","Venezuela",NA,"Native","Extant","Resident","sp38"
"MXN-SI","Mexico",NA,"Native","Extant","Resident","sp38"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp38"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp38"
"MX","Mexico",NA,"Native","Extant","Resident","sp38"
"SV","El Salvador",NA,"Native","Extant","Resident","sp38"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp39"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp39"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp39"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp39"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp39"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp39"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp39"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp40"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp40"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp40"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp40"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp40"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp40"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp40"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp41"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp41"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp41"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp41"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp41"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp41"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp41"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp41"
"BO","Bolivia",NA,"Native","Extant","Resident","sp41"
"PY","Paraguay",NA,"Native","Extant","Resident","sp41"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp41"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp41"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp41"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp42"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp42"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp42"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp42"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp42"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp42"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp42"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp42"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp42"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp42"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp42"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp42"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp42"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp42"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp42"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp42"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp42"
"CO","Colombia",NA,"Native","Extant","Resident","sp42"
"PY","Paraguay",NA,"Native","Extant","Resident","sp42"
"BO","Bolivia",NA,"Native","Extant","Resident","sp42"
"PA","Panama",NA,"Native","Extant","Resident","sp42"
"BR","Brazil",NA,"Native","Extant","Resident","sp42"
"AR","Argentina",NA,"Native","Extant","Resident","sp42"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp42"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp42"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp42"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp43"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp43"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp43"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp43"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp43"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp44"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp44"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp44"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp44"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp44"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp44"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp44"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp44"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp44"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp44"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp44"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp44"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp44"
"BO","Bolivia",NA,"Native","Extant","Resident","sp44"
"BR","Brazil",NA,"Native","Extant","Resident","sp44"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp44"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp45"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp45"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp46"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp46"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp46"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp46"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp46"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp46"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp46"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp46"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp46"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp47"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp47"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp47"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp47"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp47"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp47"
"BO","Bolivia",NA,"Native","Extant","Resident","sp47"
"AGE-FO","Argentina",NA,"Native","Extant","Resident","sp47"
"PY","Paraguay",NA,"Native","Extant","Resident","sp47"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp48"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp48"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp48"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp49"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp49"
"CO","Colombia",NA,"Native","Extant","Resident","sp49"
"PE","Peru",NA,"Native","Extant","Resident","sp49"
"EC","Ecuador",NA,"Native","Extant","Resident","sp49"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp49"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp50"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp51"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp51"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp51"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp51"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp51"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp51"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp51"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp51"
"PY","Paraguay",NA,"Native","Extant","Resident","sp51"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp51"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp51"
"BR","Brazil",NA,"Native","Extant","Resident","sp51"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp52"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp52"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp52"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp52"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp52"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp52"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp52"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp52"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp52"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp52"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp53"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp53"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp53"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp53"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp53"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp53"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp53"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp53"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp53"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp54"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp54"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp54"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp54"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp54"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp54"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp54"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp54"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp54"
"BR","Brazil",NA,"Native","Extant","Resident","sp54"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp54"
"PY","Paraguay",NA,"Native","Extant","Resident","sp54"
"BO","Bolivia",NA,"Native","Extant","Resident","sp54"
"GY","Guyana",NA,"Native","Extant","Resident","sp54"
"CO","Colombia",NA,"Native","Extant","Resident","sp54"
"VE","Venezuela",NA,"Native","Extant","Resident","sp54"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp54"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp54"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp54"
"PE","Peru",NA,"Native","Extant","Resident","sp54"
"EC","Ecuador",NA,"Native","Extant","Resident","sp54"
"GF","French Guiana",NA,"Native","Extant","Resident","sp54"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp54"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp55"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp55"
"MXT-CI","Mexico",NA,"Native","Extant","Resident","sp55"
"MXT-TB","Mexico",NA,"Native","Extant","Resident","sp55"
"CO","Colombia",NA,"Native","Extant","Resident","sp55"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp55"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp55"
"CU","Cuba",NA,"Native","Extant","Resident","sp55"
"JM","Jamaica",NA,"Native","Extant","Resident","sp55"
"PE","Peru",NA,"Native","Extant","Resident","sp55"
"MXG-VC","Mexico",NA,"Native","Extant","Resident","sp55"
"HN","Honduras",NA,"Native","Extant","Resident","sp55"
"EC","Ecuador",NA,"Native","Extant","Resident","sp55"
"DO","Dominican Republic",NA,"Native","Extant","Resident","sp55"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp55"
"BZ","Belize",NA,"Native","Extant","Resident","sp55"
"VE","Venezuela",NA,"Native","Extant","Resident","sp55"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp55"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp55"
"BR","Brazil",NA,"Native","Extant","Resident","sp55"
"PA","Panama",NA,"Native","Extant","Resident","sp55"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp56"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp56"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp56"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp56"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp56"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp56"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp56"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp56"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp56"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp57"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp57"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp57"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp57"
"AGE-MI","Argentina",NA,"Native","Extant","Resident","sp57"
"AGE-CN","Argentina",NA,"Native","Extant","Resident","sp57"
"PY","Paraguay",NA,"Native","Extant","Resident","sp57"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp57"
"BR","Brazil",NA,"Native","Extant","Resident","sp57"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp57"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp57"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp58"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp58"
"CO","Colombia",NA,"Native","Extant","Resident","sp58"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp58"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp59"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp59"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp59"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp59"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp59"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp59"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp59"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp60"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp60"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp60"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp60"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp60"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp60"
"BR","Brazil",NA,"Native","Extant","Resident","sp60"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp61"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp61"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp61"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp61"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp61"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp61"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp61"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp61"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp61"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp61"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp61"
"BZN-AC","Brazil",NA,"Native","Extant","Resident","sp61"
"PE","Peru",NA,"Native","Extant","Resident","sp61"
"EC","Ecuador",NA,"Native","Extant","Resident","sp61"
"VE","Venezuela",NA,"Native","Extant","Resident","sp61"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp61"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp61"
"BZN-RM","Brazil",NA,"Native","Extant","Resident","sp61"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp62"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp62"
"BZS-RS","Brazil",NA,"Native","Extant","Resident","sp62"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp62"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp62"
"BZE-BA","Brazil",NA,"Native","Extant","Resident","sp63"
"BZC-DF","Brazil",NA,"Native","Extant","Resident","sp63"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp63"
"BZC-GO","Brazil",NA,"Native","Extant","Resident","sp63"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp63"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp63"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp63"
"BZS-SC","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-AL","Brazil",NA,"Native","Extant","Resident","sp63"
"BZN-TO","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp63"
"BZL-ES","Brazil",NA,"Native","Extant","Resident","sp63"
"BZN-PA","Brazil",NA,"Native","Extant","Resident","sp63"
"BZN-AP","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp63"
"PY","Paraguay",NA,"Native","Extant","Resident","sp63"
"BZN-AZ","Brazil",NA,"Native","Extant","Resident","sp63"
"BZC-MT","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-SE","Brazil",NA,"Native","Extant","Resident","sp63"
"BZL-RJ","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-PB","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-RN","Brazil",NA,"Native","Extant","Resident","sp63"
"BZE-PI","Brazil",NA,"Native","Extant","Resident","sp63"
"BR","Brazil",NA,"Native","Extant","Resident","sp63"
"BO","Bolivia",NA,"Native","Extant","Resident","sp63"
"VE","Venezuela",NA,"Native","Extant","Resident","sp63"
"BZN-RO","Brazil",NA,"Native","Extant","Resident","sp63"
"BZL-MG","Brazil",NA,"Native","Extant","Resident","sp64"
"BZL-SP","Brazil",NA,"Native","Extant","Resident","sp64"
"BZE-PE","Brazil",NA,"Native","Extant","Resident","sp64"
"BZC-MS","Brazil",NA,"Native","Extant","Resident","sp64"
"BZS-PR","Brazil",NA,"Native","Extant","Resident","sp64"
"BZE-CE","Brazil",NA,"Native","Extant","Resident","sp64"
"BZE-MA","Brazil",NA,"Native","Extant","Resident","sp64"
