"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","internal_taxon_id"
"TS","Tree - small","sp4585"
"TS","Tree - small","sp4586"
"TS","Tree - small","sp4587"
"SL","Shrub - large","sp4588"
"TL","Tree - large","sp4589"
"TS","Tree - small","sp4590"
"TS","Tree - small","sp4591"
"TS","Tree - small","sp4592"
"TS","Tree - small","sp4593"
"SL","Shrub - large","sp4594"
"SL","Shrub - large","sp4595"
"TS","Tree - small","sp4596"
"TS","Tree - small","sp4597"
"TS","Tree - small","sp4598"
"TS","Tree - small","sp4599"
"TL","Tree - large","sp4600"
"TS","Tree - small","sp4601"
"TS","Tree - small","sp4602"
"TL","Tree - large","sp4603"
"TL","Tree - large","sp4604"
"TS","Tree - small","sp4605"
"TS","Tree - small","sp4606"
"TS","Tree - small","sp4607"
"TL","Tree - large","sp4608"
"TL","Tree - large","sp4609"
"TS","Tree - small","sp4610"
"TL","Tree - large","sp4611"
"TS","Tree - small","sp4612"
"TS","Tree - small","sp4613"
"TS","Tree - small","sp4614"
"TL","Tree - large","sp4615"
"TS","Tree - small","sp4616"
"SL","Shrub - large","sp4617"
"TS","Tree - small","sp4618"
"TS","Tree - small","sp4619"
"TS","Tree - small","sp4620"
"TL","Tree - large","sp4621"
"TL","Tree - large","sp4622"
"TS","Tree - small","sp4623"
"TS","Tree - small","sp4624"
"TL","Tree - large","sp4625"
"TL","Tree - large","sp4626"
"TL","Tree - large","sp4627"
"TL","Tree - large","sp4628"
"TL","Tree - large","sp4629"
"TL","Tree - large","sp4630"
"TL","Tree - large","sp4631"
"TL","Tree - large","sp4632"
"TL","Tree - large","sp4633"
"TL","Tree - large","sp4634"
"TL","Tree - large","sp4635"
"TL","Tree - large","sp4636"
"TS","Tree - small","sp4637"
"ST","Succulent - tree","sp4638"
"TS","Tree - small","sp4639"
"T","Tree - size unknown","sp4640"
"TS","Tree - small","sp4641"
"TL","Tree - large","sp4642"
"TS","Tree - small","sp4643"
"TS","Tree - small","sp4644"
"TL","Tree - large","sp4645"
"TL","Tree - large","sp4646"
"TL","Tree - large","sp4647"
"TL","Tree - large","sp4648"
"TL","Tree - large","sp4649"
"TS","Tree - small","sp4650"
"TS","Tree - small","sp4651"
"TL","Tree - large","sp4652"
"SL","Shrub - large","sp4653"
"TL","Tree - large","sp4654"
"TL","Tree - large","sp4655"
"TS","Tree - small","sp4656"
"TS","Tree - small","sp4657"
"TL","Tree - large","sp4658"
"TS","Tree - small","sp4659"
"TL","Tree - large","sp4660"
"TL","Tree - large","sp4661"
"TL","Tree - large","sp4662"
"TL","Tree - large","sp4663"
"TL","Tree - large","sp4664"
"TS","Tree - small","sp4665"
"TL","Tree - large","sp4666"
"TL","Tree - large","sp4667"
"TS","Tree - small","sp4668"
"TL","Tree - large","sp4669"
"TL","Tree - large","sp4670"
"TL","Tree - large","sp4671"
"TS","Tree - small","sp4672"
"TS","Tree - small","sp4673"
"TS","Tree - small","sp4674"
"SL","Shrub - large","sp4675"
"TS","Tree - small","sp4676"
"SL","Shrub - large","sp4677"
"TL","Tree - large","sp4678"
"TS","Tree - small","sp4679"
"TS","Tree - small","sp4680"
"SL","Shrub - large","sp4681"
"TS","Tree - small","sp4682"
"TL","Tree - large","sp4683"
"TS","Tree - small","sp4684"
"T","Tree - size unknown","sp4685"
"SL","Shrub - large","sp4686"
"TL","Tree - large","sp4687"
"T","Tree - size unknown","sp4688"
"TS","Tree - small","sp4689"
"SL","Shrub - large","sp4690"
"TS","Tree - small","sp4691"
"TS","Tree - small","sp4692"
"SL","Shrub - large","sp4693"
"SL","Shrub - large","sp4694"
"TL","Tree - large","sp4695"
"TL","Tree - large","sp4696"
"TS","Tree - small","sp4697"
"TS","Tree - small","sp4698"
"TS","Tree - small","sp4699"
"TL","Tree - large","sp4700"
"TS","Tree - small","sp4701"
"TL","Tree - large","sp4702"
"TS","Tree - small","sp4703"
"TL","Tree - large","sp4704"
"SL","Shrub - large","sp4705"
"TL","Tree - large","sp4706"
"TL","Tree - large","sp4707"
"TS","Tree - small","sp4708"
"TS","Tree - small","sp4709"
"T","Tree - size unknown","sp4710"
"TS","Tree - small","sp4711"
"TL","Tree - large","sp4712"
"TS","Tree - small","sp4713"
"T","Tree - size unknown","sp4714"
"T","Tree - size unknown","sp4715"
"T","Tree - size unknown","sp4716"
"TL","Tree - large","sp4717"
"TL","Tree - large","sp4718"
"TL","Tree - large","sp4719"
"TS","Tree - small","sp4720"
"TL","Tree - large","sp4721"
"TL","Tree - large","sp4722"
"TS","Tree - small","sp4723"
"SL","Shrub - large","sp4724"
"SL","Shrub - large","sp4725"
"T","Tree - size unknown","sp4726"
"TL","Tree - large","sp4727"
"TS","Tree - small","sp4728"
"TL","Tree - large","sp4729"
"TS","Tree - small","sp4730"
"TS","Tree - small","sp4731"
"TS","Tree - small","sp4732"
"TS","Tree - small","sp4733"
"TS","Tree - small","sp4734"
"TS","Tree - small","sp4735"
"TL","Tree - large","sp4736"
"TS","Tree - small","sp4737"
"TL","Tree - large","sp4738"
"TS","Tree - small","sp4739"
"TS","Tree - small","sp4740"
"TL","Tree - large","sp4741"
"TS","Tree - small","sp4742"
"TL","Tree - large","sp4743"
"TL","Tree - large","sp4744"
"TL","Tree - large","sp4745"
"TS","Tree - small","sp4746"
"TS","Tree - small","sp4747"
"SL","Shrub - large","sp4748"
"SL","Shrub - large","sp4749"
"SL","Shrub - large","sp4750"
"TL","Tree - large","sp4751"
"TL","Tree - large","sp4752"
"SL","Shrub - large","sp4753"
"TL","Tree - large","sp4754"
"TS","Tree - small","sp4755"
"TL","Tree - large","sp4756"
"T","Tree - size unknown","sp4757"
"SL","Shrub - large","sp4758"
"TS","Tree - small","sp4759"
"TS","Tree - small","sp4760"
"TS","Tree - small","sp4761"
"SL","Shrub - large","sp4762"
"SL","Shrub - large","sp4763"
"SL","Shrub - large","sp4764"
"TS","Tree - small","sp4765"
"TS","Tree - small","sp4766"
"SL","Shrub - large","sp4767"
"SL","Shrub - large","sp4768"
"TS","Tree - small","sp4769"
"TL","Tree - large","sp4770"
"TS","Tree - small","sp4771"
"TL","Tree - large","sp4772"
"TS","Tree - small","sp4773"
"TS","Tree - small","sp4774"
"TS","Tree - small","sp4775"
"TS","Tree - small","sp4776"
"TS","Tree - small","sp4777"
"TS","Tree - small","sp4778"
"TS","Tree - small","sp4779"
"TS","Tree - small","sp4780"
"TS","Tree - small","sp4781"
"SL","Shrub - large","sp4782"
"TS","Tree - small","sp4783"
"TS","Tree - small","sp4784"
"TS","Tree - small","sp4785"
"TL","Tree - large","sp4786"
"TL","Tree - large","sp4787"
"TS","Tree - small","sp4788"
"TS","Tree - small","sp4789"
"SL","Shrub - large","sp4790"
"SL","Shrub - large","sp4791"
"SL","Shrub - large","sp4792"
"SL","Shrub - large","sp4793"
"SL","Shrub - large","sp4794"
"SL","Shrub - large","sp4795"
"SL","Shrub - large","sp4796"
"TS","Tree - small","sp4797"
"T","Tree - size unknown","sp4798"
"TS","Tree - small","sp4799"
"TS","Tree - small","sp4800"
"TS","Tree - small","sp4801"
"SL","Shrub - large","sp4802"
"TL","Tree - large","sp4803"
"TS","Tree - small","sp4804"
"TL","Tree - large","sp4805"
"SL","Shrub - large","sp4806"
"SL","Shrub - large","sp4807"
"TS","Tree - small","sp4808"
"SL","Shrub - large","sp4809"
"SL","Shrub - large","sp4810"
"SL","Shrub - large","sp4811"
"SL","Shrub - large","sp4812"
"TS","Tree - small","sp4813"
"TL","Tree - large","sp4814"
"TL","Tree - large","sp4815"
"SL","Shrub - large","sp4816"
"SL","Shrub - large","sp4817"
"SL","Shrub - large","sp4818"
"SL","Shrub - large","sp4819"
"TL","Tree - large","sp4820"
"TS","Tree - small","sp4821"
"TL","Tree - large","sp4822"
"SL","Shrub - large","sp4823"
"SL","Shrub - large","sp4824"
"TL","Tree - large","sp4825"
"TL","Tree - large","sp4826"
"TL","Tree - large","sp4827"
"TL","Tree - large","sp4828"
"TL","Tree - large","sp4829"
"TL","Tree - large","sp4830"
"T","Tree - size unknown","sp4831"
"TS","Tree - small","sp4832"
"TL","Tree - large","sp4833"
"TS","Tree - small","sp4834"
"TS","Tree - small","sp4835"
"TS","Tree - small","sp4836"
"TL","Tree - large","sp4837"
"TL","Tree - large","sp4838"
"TS","Tree - small","sp4839"
"TS","Tree - small","sp4840"
"TS","Tree - small","sp4841"
"TS","Tree - small","sp4842"
"TS","Tree - small","sp4843"
"TS","Tree - small","sp4844"
"TL","Tree - large","sp4845"
"TS","Tree - small","sp4846"
"SL","Shrub - large","sp4847"
"TL","Tree - large","sp4848"
"TS","Tree - small","sp4849"
"TL","Tree - large","sp4850"
"T","Tree - size unknown","sp4851"
"TL","Tree - large","sp4852"
"TS","Tree - small","sp4853"
"TS","Tree - small","sp4854"
"TS","Tree - small","sp4855"
"TL","Tree - large","sp4856"
"TS","Tree - small","sp4857"
"TL","Tree - large","sp4858"
"TL","Tree - large","sp4859"
"TL","Tree - large","sp4860"
"TS","Tree - small","sp4861"
"TL","Tree - large","sp4862"
"TS","Tree - small","sp4863"
"TS","Tree - small","sp4864"
"TS","Tree - small","sp4865"
"TS","Tree - small","sp4866"
"TL","Tree - large","sp4867"
"TL","Tree - large","sp4868"
"T","Tree - size unknown","sp4869"
"TL","Tree - large","sp4870"
"TL","Tree - large","sp4871"
"TL","Tree - large","sp4872"
"TL","Tree - large","sp4873"
"TL","Tree - large","sp4874"
"TL","Tree - large","sp4875"
"TL","Tree - large","sp4876"
"T","Tree - size unknown","sp4877"
"TS","Tree - small","sp4878"
"TL","Tree - large","sp4879"
"TS","Tree - small","sp4880"
"TL","Tree - large","sp4881"
"TS","Tree - small","sp4882"
"TL","Tree - large","sp4883"
"TL","Tree - large","sp4884"
"TS","Tree - small","sp4885"
"TL","Tree - large","sp4886"
"TL","Tree - large","sp4887"
"SL","Shrub - large","sp4888"
"TS","Tree - small","sp4889"
"SL","Shrub - large","sp4890"
"TS","Tree - small","sp4891"
"TS","Tree - small","sp4892"
"SL","Shrub - large","sp4893"
"TL","Tree - large","sp4894"
"TL","Tree - large","sp4895"
"TL","Tree - large","sp4896"
"SL","Shrub - large","sp4897"
"TS","Tree - small","sp4898"
"SL","Shrub - large","sp4899"
"TS","Tree - small","sp4900"
"TS","Tree - small","sp4901"
"ST","Succulent - tree","sp4902"
"TS","Tree - small","sp4903"
"T","Tree - size unknown","sp4904"
"TL","Tree - large","sp4905"
"TS","Tree - small","sp4906"
"TL","Tree - large","sp4907"
"TS","Tree - small","sp4908"
"TS","Tree - small","sp4909"
"TS","Tree - small","sp4910"
"TS","Tree - small","sp4911"
"TL","Tree - large","sp4912"
"TL","Tree - large","sp4913"
"TS","Tree - small","sp4914"
"TS","Tree - small","sp4915"
"TS","Tree - small","sp4916"
"TS","Tree - small","sp4917"
"TL","Tree - large","sp4918"
"TS","Tree - small","sp4919"
"TS","Tree - small","sp4920"
"TS","Tree - small","sp4921"
"TL","Tree - large","sp4922"
"TL","Tree - large","sp4923"
"TL","Tree - large","sp4924"
"TL","Tree - large","sp4925"
"TL","Tree - large","sp4926"
"TS","Tree - small","sp4927"
"TL","Tree - large","sp4928"
"TL","Tree - large","sp4929"
"TL","Tree - large","sp4930"
"TS","Tree - small","sp4931"
"TS","Tree - small","sp4932"
"TS","Tree - small","sp4933"
"TS","Tree - small","sp4934"
"TL","Tree - large","sp4935"
"T","Tree - size unknown","sp4936"
"SL","Shrub - large","sp4937"
"SL","Shrub - large","sp4938"
"TL","Tree - large","sp4939"
"TS","Tree - small","sp4940"
"TS","Tree - small","sp4941"
"TS","Tree - small","sp4942"
"TL","Tree - large","sp4943"
"TL","Tree - large","sp4944"
"TL","Tree - large","sp4945"
"TL","Tree - large","sp4946"
"TS","Tree - small","sp4947"
"TL","Tree - large","sp4948"
"TS","Tree - small","sp4949"
"TS","Tree - small","sp4950"
