"family","species","endemism.level.1","endemism.level.2","endemic","endemic.BR"
"Myrtaceae","Myrcia reticulata",90.123457,91.304348,"endemic","endemic"
"Myrtaceae","Myrcia reticulosa",42.307692,42.307692,"widespread_sparse","endemic"
"Myrtaceae","Myrcia retorta",82.077922,81.72043,"widespread_common","endemic"
"Myrtaceae","Myrcia riodocensis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia robusta",100,100,"endemic","endemic"
"Myrtaceae","Myrcia rosangelae",100,100,"endemic","endemic"
"Myrtaceae","Myrcia rubiginosa",NA,NA,"endemic","endemic"
"Myrtaceae","Myrcia rufipes",23.480084,23.578947,"widespread_sparse","endemic"
"Myrtaceae","Myrcia rufopilosa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia rupestris",9.52381,9.52381,"occasional","endemic"
"Myrtaceae","Myrcia rupicola",100,100,"endemic","endemic"
"Myrtaceae","Myrcia ruschii",100,100,"endemic","endemic"
"Myrtaceae","Myrcia salzmannii",94.736842,94.656489,"endemic","endemic"
"Myrtaceae","Myrcia santalucia",100,100,"endemic","endemic"
"Myrtaceae","Myrcia santateresana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia selloi",75.0549696666667,74.966595,"widespread_common","not_endemic"
"Myrtaceae","Myrcia serrana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia skortzoviana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia solitaria",100,100,"endemic","endemic"
"Myrtaceae","Myrcia spathulifolia",100,100,"endemic","endemic"
"Myrtaceae","Myrcia spectabilis",99.761337,99.711816,"endemic","endemic"
"Myrtaceae","Myrcia splendens",25.9218855,26.416998,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia springiana",99.038462,99.038462,"endemic","endemic"
"Myrtaceae","Myrcia squamata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia stictophylla",100,100,"endemic","endemic"
"Myrtaceae","Myrcia stigmatosa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia strigipes",99.638989,99.561404,"endemic","endemic"
"Myrtaceae","Myrcia strigosa",100,100,"endemic",NA
"Myrtaceae","Myrcia styphelantha",100,100,"endemic","endemic"
"Myrtaceae","Myrcia subacuminata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia subalpestris",43.504532,43.636364,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia subavenia",47.560976,47.560976,"widespread_sparse","endemic"
"Myrtaceae","Myrcia subcordata",79.904306,79.021879,"widespread_common","endemic"
"Myrtaceae","Myrcia subsericea",100,100,"endemic","endemic"
"Myrtaceae","Myrcia subterminalis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia sucrei",100,100,"endemic","endemic"
"Myrtaceae","Myrcia sylvatica",31.219512,31.130435,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia teimosa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia tenuifolia",51.851852,53.846154,"endemic","endemic"
"Myrtaceae","Myrcia tenuivenosa",98.8764045,100,"endemic","endemic"
"Myrtaceae","Myrcia teresensis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia tetraloba",100,100,"widespread_common","endemic"
"Myrtaceae","Myrcia tetraphylla",100,100,"endemic","endemic"
"Myrtaceae","Myrcia tetraptera",100,100,"endemic","endemic"
"Myrtaceae","Myrcia teuscheriana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia thomasii",100,100,"endemic","endemic"
"Myrtaceae","Myrcia thyrsoidea",100,100,"endemic","endemic"
"Myrtaceae","Myrcia tijucensis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia tomentosa",34.277843,33.996683,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia tricona",100,100,"endemic","endemic"
"Myrtaceae","Myrcia truncata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia tumida",100,100,"endemic","endemic"
"Myrtaceae","Myrcia uberavensis",2.089552,2.140673,"occasional","endemic"
"Myrtaceae","Myrcia uncinata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia undulata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia variabilis",6.394558,3.586801,"occasional","endemic"
"Myrtaceae","Myrcia vauthiereana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia vellozoi",100,100,"endemic","endemic"
"Myrtaceae","Myrcia velutiflora",100,100,"endemic","endemic"
"Myrtaceae","Myrcia venulosa",59.404762,59.515152,"widespread_common","endemic"
"Myrtaceae","Myrcia verrucosa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia vestita",8.396947,8.730159,"occasional","not_endemic"
"Myrtaceae","Myrcia vittoriana",99.711816,99.706745,"endemic","endemic"
"Myrtaceae","Myrcia warmingiana",100,100,"endemic","endemic"
"Myrtaceae","Myrcianthes cisplatensis",13.265306,17.105263,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcianthes fragrans",1.342282,1.932367,"widespread_common","not_endemic"
"Myrtaceae","Myrcianthes gigantea",90.909091,91.262136,"endemic","not_endemic"
"Myrtaceae","Myrcianthes pungens",46.303502,48.230088,"widespread_sparse","not_endemic"
"Myrtaceae","Myrciaria alagoana",100,100,"endemic","endemic"
"Myrtaceae","Myrciaria cuspidata",49.257426,49.871465,"widespread_sparse","not_endemic"
"Myrtaceae","Myrciaria delicatula",80.871671,80.592992,"widespread_common","not_endemic"
"Myrtaceae","Myrciaria disticha",92.592593,92,"endemic","endemic"
"Myrtaceae","Myrciaria evanida",100,100,"endemic","endemic"
"Myrtaceae","Myrciaria ferruginea",99.152542,99.152542,"endemic","endemic"
"Myrtaceae","Myrciaria floribunda",54.202586,55.799615,"widespread_common","not_endemic"
"Myrtaceae","Myrciaria glanduliflora",35.714286,35.714286,"widespread_sparse","endemic"
"Myrtaceae","Myrciaria glazioviana",92.307692,91.935484,"endemic","endemic"
"Myrtaceae","Myrciaria glomerata",74.285714,75,"widespread_common","endemic"
"Myrtaceae","Myrciaria guaquiea",77.906977,77.906977,"widespread_common","endemic"
"Myrtaceae","Myrciaria leucadendron",100,100,"endemic","endemic"
"Myrtaceae","Myrciaria pallida",75,75,"endemic","endemic"
"Myrtaceae","Myrciaria pilosa",49.253731,49.253731,"widespread_sparse","endemic"
"Myrtaceae","Myrciaria plinioides",96.428571,96.363636,"endemic","endemic"
"Myrtaceae","Myrciaria strigipes",100,100,"endemic","endemic"
"Myrtaceae","Myrciaria tenella",76.388889,76.54321,"widespread_common","not_endemic"
"Urticaceae","Myriocarpa cordifolia",NA,NA,"not_endemic","not_endemic"
"Urticaceae","Myriocarpa stipitata",63.076923,82.926829,"widespread_common","not_endemic"
"Boraginaceae","Myriopus rubicundus",36.572438,39.078156,"widespread_sparse","endemic"
"Fabaceae","Myrocarpus fastigiatus",89.411765,93.670886,"endemic","endemic"
"Fabaceae","Myrocarpus frondosus",87.228261,91.505792,"endemic","not_endemic"
"Fabaceae","Myrocarpus leprosus",100,100,"endemic","endemic"
"Fabaceae","Myroxylon balsamum",6.756757,6.481481,"occasional","not_endemic"
"Fabaceae","Myroxylon peruiferum",62.55144,63.819095,"widespread_common","not_endemic"
"Myrtaceae","Myrrhinium atropurpureum",76.470588,86.153846,"widespread_common","not_endemic"
"Primulaceae","Myrsine altomontana",100,100,"endemic","endemic"
"Primulaceae","Myrsine balansae",94.444444,94.099379,"endemic","not_endemic"
"Primulaceae","Myrsine coriacea",41.5614,43.38197,"widespread_sparse","not_endemic"
"Primulaceae","Myrsine emarginella",40.425532,37.777778,"widespread_sparse","endemic"
"Primulaceae","Myrsine gardneriana",79.541643,79.022646,"widespread_common","not_endemic"
"Primulaceae","Myrsine guianensis",58.163265,58.543165,"widespread_common","not_endemic"
"Primulaceae","Myrsine hermogenesii",100,100,"endemic","endemic"
"Primulaceae","Myrsine laetevirens",34.733894,35.26971,"widespread_sparse","not_endemic"
"Primulaceae","Myrsine lancifolia",79.194631,79.136691,"widespread_common","endemic"
"Primulaceae","Myrsine leuconeura",12.290503,12.716763,"occasional","endemic"
"Primulaceae","Myrsine ligustrina",66.666667,66.666667,"widespread_common",NA
"Primulaceae","Myrsine lineata",100,100,"endemic","endemic"
"Primulaceae","Myrsine loefgrenii",86.25731,86.119874,"endemic","not_endemic"
"Primulaceae","Myrsine matensis",12.5,12.5,"occasional","not_endemic"
"Primulaceae","Myrsine monticola",30.29661,30.131004,"widespread_sparse","endemic"
"Primulaceae","Myrsine parvifolia",96.905767,98.073836,"endemic","not_endemic"
"Primulaceae","Myrsine parvula",63.311688,65.714286,"widespread_common","not_endemic"
"Primulaceae","Myrsine rubra",100,100,"endemic","endemic"
"Primulaceae","Myrsine squarrosa",88.288288,88.288288,"endemic","endemic"
"Primulaceae","Myrsine umbellata",75.578093,74.964438,"widespread_common","not_endemic"
"Primulaceae","Myrsine venosa",90.620032,90.909091,"endemic","endemic"
"Primulaceae","Myrsine villosissima",100,100,"endemic","endemic"
"Moraceae","Naucleopsis oblongifolia",43.181818,36.842105,"widespread_sparse","not_endemic"
"Lauraceae","Nectandra amazonum",1.276596,0.47619,"occasional","not_endemic"
"Lauraceae","Nectandra angustifolia",75,66.371681,"widespread_common","not_endemic"
"Lauraceae","Nectandra barbellata",98.507463,98.484848,"endemic","endemic"
"Lauraceae","Nectandra cissiflora",20.623145,20.096463,"widespread_sparse","not_endemic"
"Lauraceae","Nectandra cuspidata",16.296296,16.447823,"widespread_sparse","not_endemic"
"Lauraceae","Nectandra debilis",100,100,"endemic","endemic"
"Lauraceae","Nectandra gardneri",4.716981,3.809524,"occasional","endemic"
"Lauraceae","Nectandra globosa",6.617647,7.142857,"occasional","not_endemic"
"Lauraceae","Nectandra grandiflora",84.501845,84.370258,"widespread_common","endemic"
"Lauraceae","Nectandra hihua",7.275321,7.620529,"occasional","not_endemic"
"Lauraceae","Nectandra lanceolata",87.76329,86.722488,"endemic","endemic"
"Lauraceae","Nectandra leucantha",95.299145,95.154185,"endemic","endemic"
"Lauraceae","Nectandra matogrossensis",50,50,"widespread_common","endemic"
"Lauraceae","Nectandra megapotamica",78.176796,77.693339,"widespread_common","not_endemic"
"Lauraceae","Nectandra membranacea",48.650519,50.303951,"widespread_sparse","not_endemic"
"Lauraceae","Nectandra micranthera",90.909091,90.909091,"endemic","endemic"
"Lauraceae","Nectandra nitidula",79.411765,79.506173,"widespread_common","endemic"
"Lauraceae","Nectandra oppositifolia",91.091954,91.415313,"endemic","not_endemic"
"Lauraceae","Nectandra paranaensis",100,100,"endemic","endemic"
"Lauraceae","Nectandra psammophila",95.967742,95.901639,"endemic","endemic"
"Lauraceae","Nectandra puberula",97.307692,97.165992,"endemic","endemic"
"Lauraceae","Nectandra reticulata",25.032425,26.269956,"widespread_sparse","not_endemic"
"Lauraceae","Nectandra spicata",100,100,"endemic","endemic"
"Lauraceae","Nectandra warmingii",50,50,"widespread_common","endemic"
"Lauraceae","Nectandra weddellii",66.666667,66.666667,"endemic","endemic"
"Nyctaginaceae","Neea alumnorum",100,100,"endemic","endemic"
"Nyctaginaceae","Neea duckei",42.857143,37.5,"widespread_sparse","endemic"
"Nyctaginaceae","Neea floribunda",20.792079,62.068966,"widespread_sparse","not_endemic"
"Nyctaginaceae","Neea hermaphrodita",3.448276,5,"occasional","not_endemic"
"Nyctaginaceae","Neea hirsuta",52.631579,64.285714,"widespread_common","not_endemic"
"Nyctaginaceae","Neea laxa",22.580645,85.714286,"widespread_sparse","not_endemic"
"Nyctaginaceae","Neea macrophylla",6.666667,10,"occasional","not_endemic"
"Nyctaginaceae","Neea madeirana",5.882353,7.692308,"occasional","not_endemic"
"Nyctaginaceae","Neea obovata",NA,NA,"not_endemic","not_endemic"
"Nyctaginaceae","Neea oppositifolia",1.530612,9.090909,"occasional","not_endemic"
"Nyctaginaceae","Neea ovalifolia",1.111111,1.694915,"occasional","not_endemic"
"Nyctaginaceae","Neea parviflora",15,40.909091,"widespread_sparse","not_endemic"
"Nyctaginaceae","Neea pendulina",100,100,"endemic","endemic"
"Nyctaginaceae","Neea theifera",11.016949,10.497238,"occasional","not_endemic"
"Nyctaginaceae","Neea verticillata",47.457627,80,"widespread_sparse","not_endemic"
"Asteraceae","Neocabreria pennivenia",66.666667,66.666667,"endemic","endemic"
"Capparaceae","Neocalyptrocalyx eichleriana",100,100,"endemic","endemic"
"Capparaceae","Neocalyptrocalyx grandipetala",92,92,"endemic","endemic"
"Capparaceae","Neocalyptrocalyx longifolium",13.941019,15.335463,"widespread_sparse","endemic"
"Capparaceae","Neocalyptrocalyx nectareus",87.878788,86.27451,"endemic","endemic"
"Myrtaceae","Neomitranthes amblymitra",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes capivariensis",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes cordifolia",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes gemballae",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes glomerata",94.197952,93.992933,"endemic","endemic"
"Myrtaceae","Neomitranthes gracilis",70,70,"endemic","endemic"
"Myrtaceae","Neomitranthes obscura",99.644128,99.636364,"endemic","endemic"
"Myrtaceae","Neomitranthes obtusa",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes pedicellata",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes pereireana",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes regeliana",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes stictophylla",100,100,"endemic","endemic"
"Myrtaceae","Neomitranthes warmingiana",100,100,"endemic","endemic"
"Rutaceae","Neoraputia alba",100,100,"endemic","endemic"
"Rutaceae","Neoraputia calliantha",100,100,"endemic","endemic"
"Rutaceae","Neoraputia magnifica",94.339623,94.230769,"endemic","endemic"
"Rutaceae","Neoraputia micrantha",100,100,"endemic","endemic"
"Rutaceae","Neoraputia paraensis",20,20,"widespread_sparse","not_endemic"
"Rutaceae","Neoraputia trifoliata",100,100,"endemic","endemic"
"Malvaceae","Ochroma pyramidale",2.488038,0.609756,"occasional","not_endemic"
"Lauraceae","Ocotea abbreviata",100,100,"endemic","endemic"
"Lauraceae","Ocotea aciphylla",34.631728,34.720121,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea acutifolia",34.782609,32.258065,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea aniboides",100,100,"endemic","endemic"
"Lauraceae","Ocotea arenicola",100,100,"endemic","endemic"
"Lauraceae","Ocotea argentea",97.916667,100,"endemic","endemic"
"Lauraceae","Ocotea aurantiodora",25.423729,26.785714,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea basicordatifolia",100,100,"endemic","endemic"
"Lauraceae","Ocotea beulahiae",86.842105,86.486486,"endemic","endemic"
"Lauraceae","Ocotea beyrichii",95.652174,95.652174,"endemic","endemic"
"Lauraceae","Ocotea bicolor",94.059406,93.979933,"endemic","not_endemic"
"Lauraceae","Ocotea brachybotrya",98.568019,99.012346,"endemic","endemic"
"Lauraceae","Ocotea bragai",100,100,"endemic","endemic"
"Lauraceae","Ocotea caesia",75,72.727273,"endemic","endemic"
"Lauraceae","Ocotea calliscypha",100,100,"endemic","endemic"
"Lauraceae","Ocotea canaliculata",35.59322,37.003058,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea catharinensis",87.356322,86.947791,"endemic","not_endemic"
"Lauraceae","Ocotea cernua",54.43787,55.191257,"widespread_common","not_endemic"
"Lauraceae","Ocotea ciliata",100,100,"endemic","endemic"
"Lauraceae","Ocotea citrosmoides",92.857143,92.857143,"endemic","endemic"
"Lauraceae","Ocotea confertiflora",96.774194,96.774194,"endemic","endemic"
"Lauraceae","Ocotea corymbosa",49.566161,50.289017,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea cryptocarpa",100,100,"endemic","endemic"
"Lauraceae","Ocotea cujumary",3.652968,3.791469,"occasional","not_endemic"
"Lauraceae","Ocotea curucutuensis",100,100,"endemic","endemic"
"Lauraceae","Ocotea cymbarum",2.222222,2.5,"occasional","not_endemic"
"Lauraceae","Ocotea daphnifolia",97.094431,97.080292,"endemic","endemic"
"Lauraceae","Ocotea deflexa",96.296296,96.153846,"endemic","endemic"
"Lauraceae","Ocotea densiflora",33.684211,33.684211,"widespread_sparse","endemic"
"Lauraceae","Ocotea diospyrifolia",60.938967,60.483871,"widespread_common","not_endemic"
"Lauraceae","Ocotea dispersa",99.190283,99.141631,"endemic","endemic"
"Lauraceae","Ocotea divaricata",99.371069,99.367089,"endemic","endemic"
"Lauraceae","Ocotea estrellensis",100,100,"endemic","endemic"
"Lauraceae","Ocotea fasciculata",54.976303,60.555556,"widespread_common","not_endemic"
"Lauraceae","Ocotea felix",85.714286,85.714286,"endemic","endemic"
"Lauraceae","Ocotea floribunda",7.798165,9.289617,"occasional","not_endemic"
"Lauraceae","Ocotea frondosa",93.75,93.75,"endemic","endemic"
"Lauraceae","Ocotea glauca",97.209302,98.04878,"endemic","endemic"
"Lauraceae","Ocotea glaziovii",90.070922,89.781022,"endemic","endemic"
"Lauraceae","Ocotea glomerata",46.640316,44.491525,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea gracilis",0.520833,0.531915,"occasional","not_endemic"
"Lauraceae","Ocotea guianensis",2.55102,2.941176,"occasional","not_endemic"
"Lauraceae","Ocotea hypoglauca",100,100,"endemic","endemic"
"Lauraceae","Ocotea indecora",95.242626,94.969819,"endemic","endemic"
"Lauraceae","Ocotea inhauba",100,100,"endemic","endemic"
"Lauraceae","Ocotea insignis",90,90,"endemic","endemic"
"Lauraceae","Ocotea itatiaiae",100,100,"endemic","endemic"
"Lauraceae","Ocotea koscinskii",100,100,"endemic","endemic"
"Lauraceae","Ocotea kostermanniana",100,100,"endemic","endemic"
"Lauraceae","Ocotea lanata",100,100,"endemic","endemic"
"Lauraceae","Ocotea lancifolia",79.362745,79.226069,"widespread_common","not_endemic"
"Lauraceae","Ocotea langsdorffii",10.714286,7.03125,"occasional","endemic"
"Lauraceae","Ocotea laxa",96.525097,96.202532,"endemic","endemic"
"Lauraceae","Ocotea leucophloea",100,100,"endemic","endemic"
"Lauraceae","Ocotea leucoxylon",13.812155,16.065574,"widespread_sparse","not_endemic"
"Lauraceae","Ocotea limae",25,14.285714,"widespread_sparse","endemic"
"Lauraceae","Ocotea lobbii",96.923077,100,"endemic","endemic"
"Lauraceae","Ocotea longifolia",14.073427,13.936652,"occasional","not_endemic"
"Lauraceae","Ocotea mandioccana",100,100,"endemic","endemic"
"Lauraceae","Ocotea marcescens",100,100,"endemic","endemic"
"Lauraceae","Ocotea marumbiensis",100,100,"endemic","endemic"
"Lauraceae","Ocotea maximilianea",100,100,"endemic","endemic"
"Lauraceae","Ocotea microbotrys",100,100,"endemic","endemic"
"Lauraceae","Ocotea microneura",90.909091,90.909091,"endemic","endemic"
"Lauraceae","Ocotea minarum",57.222222,56.9117645,"widespread_common","endemic"
"Lauraceae","Ocotea montana",100,100,"endemic","endemic"
"Lauraceae","Ocotea mosenii",95,95,"endemic","endemic"
"Lauraceae","Ocotea nectandrifolia",100,100,"endemic","endemic"
"Lauraceae","Ocotea neesiana",1.554404,1.675978,"occasional","not_endemic"
"Lauraceae","Ocotea nitida",28.72807,32.904884,"widespread_sparse","endemic"
"Lauraceae","Ocotea notata",79.354839,78.619529,"widespread_common","endemic"
"Lauraceae","Ocotea nunesiana",100,100,"endemic","endemic"
"Lauraceae","Ocotea nutans",92.307692,92.077088,"endemic","endemic"
"Lauraceae","Ocotea odorata",87.5,87.5,"endemic","endemic"
"Lauraceae","Ocotea odorifera",94.560185,94.342105,"endemic","endemic"
"Lauraceae","Ocotea oppositifolia",33.636364,33.636364,"widespread_sparse","endemic"
"Lauraceae","Ocotea paranaensis",100,100,"endemic","endemic"
"Lauraceae","Ocotea paranapiacabensis",100,100,"endemic","endemic"
"Lauraceae","Ocotea percoriacea",55.502392,55.555556,"widespread_common","endemic"
