"family","species","endemism.level.1","endemism.level.2","endemic","endemic.BR"
"Melastomataceae","Miconia serialis",30.107527,30.769231,"widespread_sparse","not_endemic"
"Melastomataceae","Miconia serrulata",12.997347,13.529412,"occasional","not_endemic"
"Melastomataceae","Miconia setosociliata",100,100,"endemic","endemic"
"Melastomataceae","Miconia shepherdii",100,100,"endemic","endemic"
"Melastomataceae","Miconia speciosa",90.909091,90.909091,"endemic","endemic"
"Melastomataceae","Miconia splendens",8.295455,7.97619,"occasional","not_endemic"
"Melastomataceae","Miconia staminea",80.907827,80.9271055,"widespread_common","not_endemic"
"Melastomataceae","Miconia stenostachya",13.717849,14.213625,"occasional","not_endemic"
"Melastomataceae","Miconia subvernicosa",100,100,"endemic","endemic"
"Melastomataceae","Miconia tentaculifera",52.631579,52.631579,"widespread_common","endemic"
"Melastomataceae","Miconia theaezans",34.451718,33.673469,"widespread_sparse","not_endemic"
"Melastomataceae","Miconia tomentosa",5.05345,5.344296,"occasional","not_endemic"
"Melastomataceae","Miconia trianae",87.096774,86.666667,"endemic","endemic"
"Melastomataceae","Miconia tristis",95.765472,95.56314,"endemic","not_endemic"
"Melastomataceae","Miconia urophylla",100,100,"endemic","endemic"
"Melastomataceae","Miconia valentinensis",100,100,"endemic","endemic"
"Melastomataceae","Miconia valtheri",95.6162875,95.5286095,"endemic","endemic"
"Melastomataceae","Miconia willdenowii",100,100,"endemic","endemic"
"Euphorbiaceae","Micrandra elata",NA,NA,"not_endemic","not_endemic"
"Cactaceae","Micranthocereus purpureus",51.724138,51.724138,"widespread_common","endemic"
"Chrysobalanaceae","Microdesmia rigida",16.86747,23.529412,"widespread_sparse","endemic"
"Sapotaceae","Micropholis crassipedicellata",94.444444,93.548387,"endemic","endemic"
"Sapotaceae","Micropholis emarginata",93.220339,96.078431,"widespread_common","endemic"
"Sapotaceae","Micropholis gardneriana",79.0338165,75.731311,"widespread_common","not_endemic"
"Sapotaceae","Micropholis gnaphaloclados",20.289855,18.518519,"widespread_sparse","endemic"
"Sapotaceae","Micropholis guyanensis",6.523856,6.211937,"occasional","not_endemic"
"Sapotaceae","Micropholis humboldtiana",3.703704,3.846154,"occasional","not_endemic"
"Sapotaceae","Micropholis venulosa",7.390817,8,"occasional","not_endemic"
"Euphorbiaceae","Microstachys corniculata",100,100,"endemic","not_endemic"
"Fabaceae","Mimosa acutistipula",3.538175,3.68932,"occasional","not_endemic"
"Fabaceae","Mimosa adenotricha",10.606061,10.606061,"occasional","endemic"
"Fabaceae","Mimosa arenosa",19.491525,20.833333,"widespread_sparse","not_endemic"
"Fabaceae","Mimosa balduinii",100,100,"widespread_common","endemic"
"Fabaceae","Mimosa bimucronata",79.706601,78.394161,"widespread_common","not_endemic"
"Fabaceae","Mimosa cubatanensis",66.666667,66.666667,"endemic","endemic"
"Fabaceae","Mimosa flocculosa",98.360656,100,"endemic","not_endemic"
"Fabaceae","Mimosa gemmulata",21.465969,21.693122,"widespread_sparse","not_endemic"
"Fabaceae","Mimosa hexandra",3.508772,3.571429,"occasional","not_endemic"
"Fabaceae","Mimosa incana",68.796992,69.84127,"widespread_common","not_endemic"
"Fabaceae","Mimosa invisa",34.728033,34.92823,"widespread_sparse","not_endemic"
"Fabaceae","Mimosa irrigua",16.666667,17,"widespread_sparse","endemic"
"Fabaceae","Mimosa laticifera",16.129032,13.043478,"widespread_sparse","endemic"
"Fabaceae","Mimosa lewisii",41.237113,41.237113,"widespread_sparse","endemic"
"Fabaceae","Mimosa medioxima",100,100,"endemic","endemic"
"Fabaceae","Mimosa micropteris",62.025316,59.52381,"widespread_common","endemic"
"Fabaceae","Mimosa myuros",100,100,"endemic","endemic"
"Fabaceae","Mimosa ophthalmocentra",2.898551,3.131991,"occasional","endemic"
"Fabaceae","Mimosa paraibana",4.482759,5.03876,"occasional","endemic"
"Fabaceae","Mimosa pigra",24.863884,24.972973,"widespread_sparse",NA
"Fabaceae","Mimosa pilulifera",89.905363,88.679245,"endemic","not_endemic"
"Fabaceae","Mimosa pithecolobioides",22.556391,24,"widespread_sparse","endemic"
"Fabaceae","Mimosa polycarpa",14.604462,14.492754,"occasional","not_endemic"
"Fabaceae","Mimosa pteridifolia",3.460208,3.558719,"occasional","endemic"
"Fabaceae","Mimosa regnellii",95.061728,97.014925,"endemic","not_endemic"
"Fabaceae","Mimosa scabrella",96.759259,96.015936,"endemic","endemic"
"Fabaceae","Mimosa schomburgkii",52.173913,53.112033,"widespread_common","not_endemic"
"Fabaceae","Mimosa setosa",17.333333,17.370892,"widespread_sparse","not_endemic"
"Fabaceae","Mimosa sobralii",100,100,"endemic","endemic"
"Fabaceae","Mimosa somnians",14.503817,14.516129,"occasional","not_endemic"
"Fabaceae","Mimosa taimbensis",100,100,"endemic","endemic"
"Fabaceae","Mimosa tenuiflora",10.121012,11.406844,"occasional","not_endemic"
"Fabaceae","Mimosa uraguensis",52.941176,52.941176,"widespread_common","not_endemic"
"Fabaceae","Mimosa xanthocentra",12.56917,12.753859,"occasional","not_endemic"
"Fabaceae","Moldenhawera blanchetiana",98.360656,98.245614,"endemic","endemic"
"Fabaceae","Moldenhawera emarginata",12,12.5,"occasional","endemic"
"Fabaceae","Moldenhawera floribunda",100,100,"endemic","endemic"
"Fabaceae","Moldenhawera intermedia",100,100,"endemic","endemic"
"Fabaceae","Moldenhawera longipedicellata",100,100,"endemic","endemic"
"Fabaceae","Moldenhawera luschnathiana",100,100,"endemic","endemic"
"Fabaceae","Moldenhawera nutans",100,100,"endemic","endemic"
"Fabaceae","Moldenhawera papillanthera",100,100,"endemic","endemic"
"Fabaceae","Moldenhawera polysperma",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia acutissima",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia argyrogyna",84.065934,85.25641,"widespread_common","endemic"
"Monimiaceae","Mollinedia boracensis",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia clavigera",95.9731335,95.25404,"endemic","endemic"
"Monimiaceae","Mollinedia dolichotricha",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia elegans",96.207585,97.355769,"endemic","endemic"
"Monimiaceae","Mollinedia engleriana",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia eugeniifolia",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia gilgiana",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia glabra",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia glaziovii",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia heteranthera",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia howeana",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia jorgearum",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia lamprophylla",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia longicuspidata",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia longifolia",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia luizae",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia myriantha",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia oligantha",90,97.222222,"endemic","endemic"
"Monimiaceae","Mollinedia ovata",35.78125,48.666667,"widespread_sparse","not_endemic"
"Monimiaceae","Mollinedia puberula",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia salicifolia",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia schottiana",96.311971,96.448864,"endemic","endemic"
"Monimiaceae","Mollinedia sphaerantha",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia stenophylla",100,100,"endemic","endemic"
"Monimiaceae","Mollinedia triflora",98.901099,100,"endemic","endemic"
"Monimiaceae","Mollinedia uleana",98.974359,98.809524,"endemic","endemic"
"Monimiaceae","Mollinedia widgrenii",66.666667,61.458333,"widespread_common","endemic"
"Rubiaceae","Molopanthera paniculata",85.263158,84.269663,"endemic","endemic"
"Capparaceae","Monilicarpa brasiliana",100,100,"endemic","endemic"
"Celastraceae","Monteverdia acanthophylla",27.586207,38.095238,"widespread_sparse","endemic"
"Celastraceae","Monteverdia aquifolia",80.48048,77.108434,"endemic","not_endemic"
"Celastraceae","Monteverdia ardisiifolia",100,100,"endemic","endemic"
"Celastraceae","Monteverdia brasiliensis",100,100,"endemic","endemic"
"Celastraceae","Monteverdia cassineformis",48.837209,57.575758,"widespread_sparse","not_endemic"
"Celastraceae","Monteverdia catingarum",67.479675,69.026549,"widespread_common","endemic"
"Celastraceae","Monteverdia cestrifolia",100,100,"endemic","endemic"
"Celastraceae","Monteverdia communis",100,100,"endemic","endemic"
"Celastraceae","Monteverdia dasyclada",87.209302,89.583333,"endemic","not_endemic"
"Celastraceae","Monteverdia distichophylla",92.893401,93.103448,"endemic","endemic"
"Celastraceae","Monteverdia erythroxyla",58.72093,57.037037,"widespread_common","endemic"
"Celastraceae","Monteverdia evonymoides",89.894737,86.980609,"endemic","not_endemic"
"Celastraceae","Monteverdia floribunda",17.028986,19.067797,"widespread_sparse","not_endemic"
"Celastraceae","Monteverdia glaucescens",100,100,"endemic","endemic"
"Celastraceae","Monteverdia gonoclada",84.392265,85.248574,"widespread_common","endemic"
"Celastraceae","Monteverdia horrida",54.545455,54.545455,"widespread_common","endemic"
"Celastraceae","Monteverdia ilicifolia",64.130435,56.013746,"widespread_common","not_endemic"
"Celastraceae","Monteverdia imbricata",21.95122,24.324324,"widespread_sparse","endemic"
"Celastraceae","Monteverdia littoralis",99.029126,99.029126,"endemic","endemic"
"Celastraceae","Monteverdia longifolia",100,100,"endemic","endemic"
"Celastraceae","Monteverdia macrophylla",97.222222,97.142857,"endemic","endemic"
"Celastraceae","Monteverdia megalocarpa",100,100,"endemic","endemic"
"Celastraceae","Monteverdia mucugensis",75.630252,78.301887,"widespread_common","endemic"
"Celastraceae","Monteverdia obtusifolia",81.908549,81.498829,"widespread_common","endemic"
"Celastraceae","Monteverdia opaca",48.648649,52.380952,"widespread_sparse","endemic"
"Celastraceae","Monteverdia patens",60,59.340659,"endemic","endemic"
"Celastraceae","Monteverdia quadrangulata",65.217391,61.111111,"widespread_common","endemic"
"Celastraceae","Monteverdia rigida",12.562814,14.59854,"occasional","endemic"
"Celastraceae","Monteverdia samydiformis",100,100,"endemic","endemic"
"Celastraceae","Monteverdia schumanniana",98.634812,98.353909,"endemic","endemic"
"Celastraceae","Monteverdia subalata",100,100,"endemic","endemic"
"Chrysobalanaceae","Moquilea salzmannii",96.774194,100,"endemic","endemic"
"Chrysobalanaceae","Moquilea silvatica",100,100,"endemic",NA
"Chrysobalanaceae","Moquilea tomentosa",51.685393,53.731343,"endemic","endemic"
"Asteraceae","Moquinia racemosa",36.904762,37.179487,"widespread_sparse","endemic"
"Asteraceae","Moquiniastrum barrosoae",23.595506,23.121387,"widespread_sparse","not_endemic"
"Asteraceae","Moquiniastrum blanchetianum",10.108303,9.917355,"occasional","endemic"
"Asteraceae","Moquiniastrum floribundum",12.903226,11.5,"occasional","not_endemic"
"Asteraceae","Moquiniastrum hatschbachii",22.222222,23.255814,"widespread_sparse","endemic"
"Asteraceae","Moquiniastrum oligocephalum",46.261682,44.375,"widespread_sparse","not_endemic"
"Asteraceae","Moquiniastrum paniculatum",69.082126,68.324607,"widespread_common","endemic"
"Asteraceae","Moquiniastrum polymorphum",74.066244,72.258592,"widespread_common","not_endemic"
"Asteraceae","Moquiniastrum pulchrum",7.287449,7.627119,"occasional","not_endemic"
"Asteraceae","Moquiniastrum sordidum",68.421053,66.26506,"widespread_common","endemic"
"Asteraceae","Moquiniastrum velutinum",88.888889,89.473684,"widespread_common","endemic"
"Asteraceae","Morithamnus ganophyllus",62.5,62.5,"widespread_common","endemic"
"Melastomataceae","Mouriri apiranga",1.06383,1.333333,"occasional","not_endemic"
"Melastomataceae","Mouriri arborea",97.368421,97.222222,"endemic","endemic"
"Melastomataceae","Mouriri arenicola",100,100,"endemic","endemic"
"Melastomataceae","Mouriri bahiensis",100,100,"endemic","endemic"
"Melastomataceae","Mouriri chamissoana",96.402878,94.623656,"endemic","endemic"
"Melastomataceae","Mouriri doriana",100,100,"endemic","endemic"
"Melastomataceae","Mouriri glazioviana",29.292929,38.666667,"widespread_sparse","endemic"
"Melastomataceae","Mouriri guianensis",18.581081,14.107884,"widespread_sparse","not_endemic"
"Melastomataceae","Mouriri myrtilloides",0.921659,1.351351,"occasional","not_endemic"
"Melastomataceae","Mouriri pusa",8.064516,9.859155,"occasional","endemic"
"Melastomataceae","Mouriri regeliana",100,100,"endemic","endemic"
"Melastomataceae","Mouriri sagotiana",4.166667,4.761905,"occasional","endemic"
"Fabaceae","Muellera campestris",94.191523,93.353783,"endemic","not_endemic"
"Fabaceae","Muellera fernandesii",100,100,"endemic","endemic"
"Fabaceae","Muellera filipes",96,95.833333,"endemic","endemic"
"Fabaceae","Muellera graciliflora",100,100,"endemic","endemic"
"Fabaceae","Muellera grazielae",100,100,"endemic","endemic"
"Fabaceae","Muellera longiunguiculata",100,100,"endemic","endemic"
"Fabaceae","Muellera montana",6.578947,7.142857,"occasional","endemic"
"Fabaceae","Muellera obtusa",40.993789,32.824427,"widespread_sparse","endemic"
"Fabaceae","Muellera torrensis",100,100,"endemic","endemic"
"Fabaceae","Muellera virgilioides",97.058824,97.014925,"endemic","endemic"
"Myrtaceae","Myrceugenia acutata",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia acutiflora",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia alpigena",93.300248,93.686869,"endemic","endemic"
"Myrtaceae","Myrceugenia bocaiuvensis",NA,NA,"endemic","endemic"
"Myrtaceae","Myrceugenia bracteosa",98.550725,98.550725,"endemic","endemic"
"Myrtaceae","Myrceugenia brevipedicellata",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia campestris",99.378882,99.350649,"endemic","endemic"
"Myrtaceae","Myrceugenia cucullata",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia decussata",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia euosma",97.89916,97.487437,"endemic","endemic"
"Myrtaceae","Myrceugenia foveolata",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia franciscensis",57.142857,63.157895,"endemic","endemic"
"Myrtaceae","Myrceugenia gertii",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia glaucescens",89.905363,89.644013,"endemic","endemic"
"Myrtaceae","Myrceugenia hamoniana",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia hatschbachii",93.333333,92.307692,"endemic","endemic"
"Myrtaceae","Myrceugenia hoehnei",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia kleinii",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia mesomischa",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia miersiana",99.483649,99.408284,"endemic","endemic"
"Myrtaceae","Myrceugenia myrcioides",99.542962,99.495968,"endemic","endemic"
"Myrtaceae","Myrceugenia myrtoides",21.126761,20,"widespread_sparse","not_endemic"
"Myrtaceae","Myrceugenia ovalifolia",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia ovata",96.764706,96.496815,"endemic",NA
"Myrtaceae","Myrceugenia oxysepala",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia pilotantha",98.701299,98.684211,"endemic","endemic"
"Myrtaceae","Myrceugenia regnelliana",97.894737,97.333333,"endemic","endemic"
"Myrtaceae","Myrceugenia reitzii",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia rufescens",91.525424,90.196078,"endemic","endemic"
"Myrtaceae","Myrceugenia scutellata",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia seriatoramosa",100,100,"endemic","endemic"
"Myrtaceae","Myrceugenia venosa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia abrantea",NA,NA,"endemic","endemic"
"Myrtaceae","Myrcia aethusa",98.7719296666667,98.7108656666667,"endemic","endemic"
"Myrtaceae","Myrcia albotomentosa",3.773585,4.444444,"occasional","endemic"
"Myrtaceae","Myrcia amazonica",48.439822,50.874404,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia amplexicaulis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia anacardiifolia",98.675497,98.412698,"endemic","endemic"
"Myrtaceae","Myrcia anceps",96.491228,96.363636,"endemic","endemic"
"Myrtaceae","Myrcia anomala",52.336449,50.485437,"widespread_common","not_endemic"
"Myrtaceae","Myrcia apiocarpa",NA,NA,"endemic","endemic"
"Myrtaceae","Myrcia aurea",100,100,"endemic","endemic"
"Myrtaceae","Myrcia basicordata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia bella",8.666667,9.587021,"occasional","not_endemic"
"Myrtaceae","Myrcia bergiana",98.730964,98.915989,"endemic","endemic"
"Myrtaceae","Myrcia bicarinata",77.777778,77.777778,"widespread_common","endemic"
"Myrtaceae","Myrcia bicolor",99.186992,99.173554,"endemic","endemic"
"Myrtaceae","Myrcia blanchetiana",63.953488,63.953488,"widespread_common","endemic"
"Myrtaceae","Myrcia bracteata",1.132075,1.244813,"occasional","not_endemic"
"Myrtaceae","Myrcia brasiliensis",99.947998,100,"endemic","endemic"
"Myrtaceae","Myrcia brunnea",88.888889,88.888889,"endemic","endemic"
"Myrtaceae","Myrcia cardiaca",15.384615,8.333333,"widespread_sparse","endemic"
"Myrtaceae","Myrcia carioca",100,100,"endemic","endemic"
"Myrtaceae","Myrcia carvalhoi",100,100,"endemic","endemic"
"Myrtaceae","Myrcia cataphyllata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia caudata",1.408451,1.408451,"occasional","not_endemic"
"Myrtaceae","Myrcia cerqueiria",100,100,"endemic","endemic"
"Myrtaceae","Myrcia cionei",100,100,"endemic","endemic"
"Myrtaceae","Myrcia clavata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia clavija",100,100,"endemic","endemic"
"Myrtaceae","Myrcia clusiifolia",2.985075,3.030303,"occasional","not_endemic"
"Myrtaceae","Myrcia coelosepala",100,100,"endemic","endemic"
"Myrtaceae","Myrcia colpodes",100,100,"endemic","endemic"
"Myrtaceae","Myrcia concisa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia congestiflora",100,100,"endemic","endemic"
"Myrtaceae","Myrcia cordiformis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia cordiifolia",100,100,"endemic","endemic"
"Myrtaceae","Myrcia costeira",100,100,"endemic","endemic"
"Myrtaceae","Myrcia crassa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia crocea",100,100,"endemic","endemic"
"Myrtaceae","Myrcia cuprea",5.454545,5.769231,"occasional","endemic"
"Myrtaceae","Myrcia curta",100,100,"endemic","endemic"
"Myrtaceae","Myrcia curtipendula",100,100,"endemic","endemic"
"Myrtaceae","Myrcia decorticans",71.219512,71.144279,"widespread_common","not_endemic"
"Myrtaceae","Myrcia densa",42.567568,43.150685,"widespread_sparse","endemic"
"Myrtaceae","Myrcia diaphana",88.888889,88.235294,"endemic","endemic"
"Myrtaceae","Myrcia dichrophylla",99.145299,99.130435,"endemic","endemic"
"Myrtaceae","Myrcia dryadica",100,100,"endemic","endemic"
"Myrtaceae","Myrcia egensis",100,100,"widespread_common","not_endemic"
"Myrtaceae","Myrcia eriocalyx",68.25,68.337731,"widespread_common","endemic"
"Myrtaceae","Myrcia eriopus",91.608392,91.549296,"endemic","endemic"
"Myrtaceae","Myrcia espiritosantensis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia eugenioides",100,100,"endemic","endemic"
"Myrtaceae","Myrcia eugeniopsoides",100,100,"endemic","endemic"
"Myrtaceae","Myrcia eumecephylla",100,100,"endemic","endemic"
"Myrtaceae","Myrcia excoriata",96.382979,96.238938,"endemic","endemic"
"Myrtaceae","Myrcia eximia",37.5,43.333333,"widespread_sparse","endemic"
"Myrtaceae","Myrcia felisbertii",100,100,"endemic","endemic"
"Myrtaceae","Myrcia fenzliana",13.11054,15.50152,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia ferruginea",5.555556,5.555556,"occasional","not_endemic"
"Myrtaceae","Myrcia ferruginosa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia flagellaris",100,100,"endemic","endemic"
"Myrtaceae","Myrcia floridissima",100,100,"endemic","endemic"
"Myrtaceae","Myrcia fusiformis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia gaudichaudiana",93.333333,93.333333,"endemic","endemic"
"Myrtaceae","Myrcia gestasiana",72.7272725,72.7272725,"endemic","endemic"
"Myrtaceae","Myrcia gigantea",100,100,"endemic","endemic"
"Myrtaceae","Myrcia gilsoniana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia glabra",62.1525535,64.6889885,"endemic","endemic"
"Myrtaceae","Myrcia glazioviana",85.714286,85.714286,"endemic","endemic"
"Myrtaceae","Myrcia glomerata",70.490296,69.871795,"widespread_common","not_endemic"
"Myrtaceae","Myrcia grammica",72.413793,71.764706,"widespread_common","endemic"
"Myrtaceae","Myrcia grandifolia",100,100,"endemic","endemic"
"Myrtaceae","Myrcia grazielae",100,100,"endemic","endemic"
"Myrtaceae","Myrcia guianensis",49.385141,49.2091603333333,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia hartwegiana",90.613718,91.842475,"endemic","endemic"
"Myrtaceae","Myrcia hatschbachii",98.314607,99.159664,"endemic","endemic"
"Myrtaceae","Myrcia hebepetala",97.695391,97.4835885,"endemic","endemic"
"Myrtaceae","Myrcia heringii",100,100,"endemic","endemic"
"Myrtaceae","Myrcia hexasticha",100,100,"endemic","endemic"
"Myrtaceae","Myrcia hirtiflora",99.447514,99.447514,"endemic","endemic"
"Myrtaceae","Myrcia ilheosensis",94.061303,93.673469,"endemic","endemic"
"Myrtaceae","Myrcia inaequiloba",14.741036,12.863071,"occasional","not_endemic"
"Myrtaceae","Myrcia inconspicua",100,100,"endemic","endemic"
"Myrtaceae","Myrcia insigniflora",100,100,"endemic","endemic"
"Myrtaceae","Myrcia insularis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia isaiana",93.52518,93.333333,"endemic","endemic"
"Myrtaceae","Myrcia lacunosa",85.714286,85.714286,"endemic",NA
"Myrtaceae","Myrcia landimiana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia lascada",100,100,"endemic","endemic"
"Myrtaceae","Myrcia lasiantha",1.084011,1.126761,"occasional","endemic"
"Myrtaceae","Myrcia laxiflora",100,100,"endemic","endemic"
"Myrtaceae","Myrcia legrandii",100,100,"endemic","endemic"
"Myrtaceae","Myrcia lenheirensis",88.172043,88.172043,"endemic","endemic"
"Myrtaceae","Myrcia linearifolia",1,1.098901,"occasional","endemic"
"Myrtaceae","Myrcia littoralis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia lonchophylla",100,100,"endemic","endemic"
"Myrtaceae","Myrcia longipaniculata",NA,NA,"endemic","endemic"
"Myrtaceae","Myrcia loranthifolia",74.1886175,74.2885125,"widespread_common","endemic"
"Myrtaceae","Myrcia lughadhae",81.818182,81.818182,"widespread_common","endemic"
"Myrtaceae","Myrcia lutescens",49.074074,49.074074,"widespread_sparse","endemic"
"Myrtaceae","Myrcia macrocarpa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia maculata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia magnifolia",30,30,"widespread_sparse","endemic"
"Myrtaceae","Myrcia marianae",100,100,"endemic","endemic"
"Myrtaceae","Myrcia maritima",100,100,"endemic","endemic"
"Myrtaceae","Myrcia marliereana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia martiusiana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia maximiliana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia micropetala",100,100,"endemic","endemic"
"Myrtaceae","Myrcia mischophylla",46.242775,46.783626,"widespread_sparse","endemic"
"Myrtaceae","Myrcia monoclada",100,100,"endemic","endemic"
"Myrtaceae","Myrcia montana",98.989899,98.979592,"endemic","endemic"
"Myrtaceae","Myrcia morroqueimadensis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia multiflora",62.463628,62.377261,"widespread_common","not_endemic"
"Myrtaceae","Myrcia multipunctata",71.917808,71.917808,"widespread_common","endemic"
"Myrtaceae","Myrcia mutabilis",42.307692,42.447917,"widespread_sparse","endemic"
"Myrtaceae","Myrcia myrtillifolia",0.807754,0.813008,"occasional","not_endemic"
"Myrtaceae","Myrcia neoblanchetiana",96.721311,96.491228,"endemic","endemic"
"Myrtaceae","Myrcia neocambessedeana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neocaudata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neoclusiifolia",59.90566,59.313725,"widespread_common","endemic"
"Myrtaceae","Myrcia neodimorpha",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neoestrellensis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neoglabra",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neolucida",84,83.295711,"widespread_common","not_endemic"
"Myrtaceae","Myrcia neoobscura",94.331984,93.939394,"endemic","endemic"
"Myrtaceae","Myrcia neoregeliana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neoriedeliana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neorostrata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neorubella",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neospeciosa",3.174603,3.636364,"occasional","not_endemic"
"Myrtaceae","Myrcia neosuaveolens",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neoverticillaris",100,100,"endemic","endemic"
"Myrtaceae","Myrcia neuwiedeana",100,100,"endemic","endemic"
"Myrtaceae","Myrcia nitida",53.333333,53.333333,"widespread_common","endemic"
"Myrtaceae","Myrcia oblongata",94.6875,94.680851,"endemic","not_endemic"
"Myrtaceae","Myrcia obovata",78.547855,78.114478,"widespread_common","endemic"
"Myrtaceae","Myrcia obversa",100,100,"endemic","endemic"
"Myrtaceae","Myrcia ovata",97.391304,97.368421,"endemic","endemic"
"Myrtaceae","Myrcia ovina",96.296296,96.296296,"endemic","endemic"
"Myrtaceae","Myrcia palustris",77.995392,78.419072,"widespread_common","not_endemic"
"Myrtaceae","Myrcia panicularis",NA,NA,"endemic","endemic"
"Myrtaceae","Myrcia pendula",100,100,"endemic","endemic"
"Myrtaceae","Myrcia perforata",93.75,92.857143,"endemic","endemic"
"Myrtaceae","Myrcia pileata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia platyclada",8.695652,2.380952,"occasional","not_endemic"
"Myrtaceae","Myrcia plusiantha",98.837209,98.837209,"endemic","endemic"
"Myrtaceae","Myrcia polyantha",77.91411,77.91411,"widespread_common","endemic"
"Myrtaceae","Myrcia polygama",90.909091,90.909091,"endemic","endemic"
"Myrtaceae","Myrcia pseudomarlierea",100,100,"endemic","endemic"
"Myrtaceae","Myrcia pseudopauciflora",100,100,"endemic","endemic"
"Myrtaceae","Myrcia pseudospectabilis",100,100,"endemic","endemic"
"Myrtaceae","Myrcia pteropoda",100,100,"endemic","not_endemic"
"Myrtaceae","Myrcia pubescens",41.221374,40.625,"widespread_sparse","endemic"
"Myrtaceae","Myrcia pubiflora",95.789474,95.744681,"endemic","endemic"
"Myrtaceae","Myrcia pubipetala",98.4351715,99.1007195,"endemic","endemic"
"Myrtaceae","Myrcia pulchella",36.312849,36.416185,"widespread_sparse","not_endemic"
"Myrtaceae","Myrcia pulvinata",100,100,"endemic","endemic"
"Myrtaceae","Myrcia pyrifolia",1.785714,1.818182,"occasional","not_endemic"
"Myrtaceae","Myrcia racemosa",97.855228,97.714286,"endemic","endemic"
"Myrtaceae","Myrcia racemulosa",16.363636,16.363636,"widespread_sparse","endemic"
"Myrtaceae","Myrcia ramuliflora",100,100,"endemic","endemic"
"Myrtaceae","Myrcia reitzii",100,100,"endemic","endemic"
"Myrtaceae","Myrcia restingae",100,100,"endemic","endemic"
