order,locality1,UC
31490,"Parque Nacional do Virua, Parque Nacional do Virua. Floresta ombrofila densa (Baixio, solo encharcado). Trilha L1(900-1400) PPBio",PI
31491,"Parque Nacional do Virua, Parque Nacional do Virua. Rio Baruana. Terra firme",PI
31492,"Parque Nacional do Virua, Parque Nacional Virua. Rio Barauana",PI
31493,"Parque Nacional do Virua, Picada para o grid",PI
31494,"Parque Nacional do Virua, Planta coletada a fazenda do Sr. Gabriel",PI
31495,"Parque Nacional do Virua, Planta coletada ao lado da sede do Virua",PI
31496,"Parque Nacional do Virua, Planta coletada ao lado do acampamento da estrada perdida",PI
31497,"Parque Nacional do Virua, Planta coletada ao lado do acampamento depois da terceiro bueira",PI
31498,"Parque Nacional do Virua, Planta coletada com lado da primeira bueira na beira da estrada",PI
31499,"Parque Nacional do Virua, Planta coletada depois da terceira bueira do lado do barranco",PI
31500,"Parque Nacional do Virua, Planta coletada em uma fazenda na Br 174 na cidade de Petrolina e parte encharcada",PI
31501,"Parque Nacional do Virua, Planta coletada na estrada de acesso para a sede do Virua",PI
31502,"Parque Nacional do Virua, Planta coletada na estrada perdida (Campina) solo arenoso",PI
31503,"Parque Nacional do Virua, Planta coletada na estrada perdida do lado da fazendo do Sr. Sandro",PI
31504,"Parque Nacional do Virua, Planta coletada na N2-1650 da grade do PPBIO",PI
31505,"Parque Nacional do Virua, Planta coletada na N2-1850 da grade do PPbio",PI
31506,"Parque Nacional do Virua, Planta coletada na N2-3500 dentro da grade do PPbio",PI
31507,"Parque Nacional do Virua, Planta coletada na trilha da L3-500 na parte alagada",PI
31508,"Parque Nacional do Virua, Planta coletada na trilha de acesso para a campina do Rio Baruana",PI
31509,"Parque Nacional do Virua, Planta coletada na trilha N2 da grade do PPbio",PI
31510,"Parque Nacional do Virua, Planta coletada no final da terceira bueira em area alagada",PI
31511,"Parque Nacional do Virua, Planta coletada no transecto entre a terceira e segunda bueira",PI
31512,"Parque Nacional do Virua, Planta coletado do lado do acampamento depois da terceira bueira",PI
31513,"Parque Nacional do Virua, Ponte do Rio Baruana, borda da estrada",PI
31514,"Parque Nacional do Virua, Ponto de coleta 220 (Nallarett)",PI
31515,"Parque Nacional do virua, proximo a ponte sobre o rio Parauana",PI
31516,"Parque Nacional do Virua, Proximo a sede",PI
31517,"Parque Nacional do Virua, Rio Anaua",PI
31518,"Parque Nacional do Virua, Rio Barauana",PI
31519,"Parque Nacional do Virua, Rio Barauna, acesso pela ponte na BR 147, descendo o rio, margem direita",PI
31520,"Parque Nacional do Virua, Rio Barauna, acesso pela ponte na BR 147, descendo o rio, na margem direita",PI
31521,"Parque Nacional do Virua, Rio Baruana",PI
31522,"Parque Nacional do Virua, Rio Baruana, trilha do Barro Vermelho",PI
31523,"Parque Nacional do Virua, Rio Irua",PI
31524,"Parque Nacional do Virua, Rio Irua, campina da Parida",PI
31525,"Parque Nacional do Virua, Rio Irua, campinarana",PI
31526,"Parque Nacional do Virua, Sede do parque. Caminho que leva ao gerador",PI
31527,"Parque Nacional do Virua, Subida da serra ( L1/N1) que fica proximo a sede do parque",PI
31528,"Parque Nacional do Virua, Trilha alternativa que leva a grade PPBio, em frente ao campinho de futebol",PI
31529,"Parque Nacional do Virua, Trilha alternativa que leva a grade PPBio, em frente ao campinho de futebol.",PI
31530,"Parque Nacional do Virua, Trilha da Samauma",PI
31531,"Parque Nacional do Virua, Trilha de acesso a Estrada Perdida perto da guarita",PI
31532,"Parque Nacional do Virua, Trilha de acesso a grade do PPBio",PI
31533,"Parque Nacional do Virua, Trilha de acesso a grade do PPBIO",PI
31534,"Parque Nacional do Virua, Trilha de acesso a Grade do PPBio",PI
31535,"Parque Nacional do Virua, Trilha de acesso a grade do PPBio, cerca de 0.5 km da sede do parque",PI
31536,"Parque Nacional do Virua, Trilha de acesso a grade do PPBio, em direcao a L1",PI
31537,"Parque Nacional do Virua, trilha de acesso a grade PPbio",PI
31538,"Parque Nacional do Virua, trilha de acesso a grade PPBio",PI
31539,"Parque Nacional do Virua, Trilha de acesso a grade, borda da trilha",PI
31540,"Parque Nacional do Virua, Trilha de acesso as grade do PPBio",PI
31541,"Parque Nacional do Virua, Trilha de acesso entre a sede administrativa e a grade do PPBIO",PI
31542,"Parque Nacional do Virua, Trilha de atalho perto da entrada da grade de PPBio entre L1 e N2",PI
31543,"Parque Nacional do Virua, Trilha de entrada da grade PPBio",PI
31544,"Parque Nacional do Virua, Trilha dentro da grade",PI
31545,"Parque Nacional do Virua, trilha do Rio Barauana (N 01°29'25,6"""""""" / W 61°00'8,8"""""""" 50m)",PI
31546,"Parque Nacional do Virua, Trilha L3, entre N3 e N4. Local alagado",PI
31547,"Parque Nacional do Virua, trilha N1",PI
31548,"Parque Nacional do Virua, Trilha N2",PI
31549,"Parque Nacional do Virua, Trilha NS-1. Ca. de 150m da LO-1",PI
31550,"Parque Nacional do Virua, trilha para a Sumauma, atras dela",PI
31551,"Parque Nacional do Virua, Trilha Sumauma",PI
31552,"Parque Nacional do Virua, Varzea do rio Barauana",PI
31553,Parque Nacional do Virua. &nf;Area alagada. Na margem da Estrada Perdida. Solo argiloso,PI
31554,"Parque Nacional do Virua. A 10m da estrada perdida, a direita. Na entrada do ponto de biologia reprodutiva de Clusia nitida, quase atras de arvore grande",PI
31555,Parque Nacional do Virua. Area alagada. Na margem da Estrada Perdida. Solo argiloso,PI
31556,"Parque Nacional do Virua. Campina da grade do PPBio, esquina da L1 com a N6",PI
31557,Parque Nacional do Virua. entre o alojamento e o Morro do Virua,PI
31558,"Parque Nacional do Virua. Estrada da Perdida, aprox. 38 Km do portao de entrada",PI
31559,"Parque Nacional do Virua. Estrada da Perdida, proximo a entrada para a estrada do Rogerio, Lago Dourado",PI
31560,Parque Nacional do Virua. Estrada entre a entrada do parque e a sede,PI
31561,"Parque Nacional do Virua. Grade da PPBio, trilha N2",PI
31562,Parque Nacional do Virua. Grade do PPBio. Parcela L01-0500,PI
31563,Parque Nacional do Virua. Grade do PPBio. Parcela L03-2500. Arvore marcada 10623,PI
31564,Parque Nacional do Virua. Grade do PPBio. Parcela LO-1500,PI
31565,Parque Nacional do Virua. Grade do PPBio. Parcela LO1_0500,PI
31566,"Parque Nacional do Virua. Na borada de campinarana-L3/500; planta localizada na campinarana logo apos transicao para campinarana gramineo-lenhosa, a direita",PI
31567,Parque Nacional do Virua. P208,PI
31568,"Parque Nacional do Virua. Trilha da Sumauma, proximo a sede do Parque",PI
31569,"Parque Nacional do Virua. Trilha L3, entre N3 e N4. Local alagado",PI
31570,Parque Nacional do Virua. Varzea do Rio Barauana,PI
31571,Parque Nacional do Virua.&nf;Beira do Rio Anaua abaixo Campinho,PI
31572,"Parque Nacional do Virua., Grade do PPBio. Parcela L01_0500",PI
31573,"Parque Nacional do Virua., Grade do PPBio. Parcela L01_1500",PI
31574,"Parque Nacional do Virua., Grade do PPBio. Parcela L02_0500",PI
31575,"Parque Nacional do Virua., Grade do PPBio. Parcela L06_0500",PI
31576,"Parque Nacional do Virua., Grade do PPBio. Trilha L01, segmento 950-1000m. Ao lado de buritizal. Area sujeita ao alagamento do inverno",PI
31577,Parque Nacional do Virua: trilha N1,PI
31578,"Parque Nacional do Virua; Sede do Parque, ao redor do campinho de futebol.",PI
31579,"Parque nacional do Virua; trilha alternativa que leva a grande PPBio, em frente ao campinho de futebol",PI
31580,"Parque Nacional do ViruA¡, Rio AnauA¡",PI
31581,"Parque Nacional do ViruA¡, Rio IruA¡",PI
31582,Parque Nacional do ViruA¡. Estrada de acesso i sede do Parna,PI
31583,"Parque Nacional do ViruA¡. Estrada de acesso i sede do Parna, borda de mata",PI
31584,"Parque Nacional do ViruA¡. Perdida, prA³ximo a estrada de acesso i sede do Parna",PI
31585,Parque Nacional dos Aparados da Serra,PI
31586,Parque Nacional dos Aparados da Serra estrada de chao para Guarita Gralha Azul do Parque,PI
31587,Parque Nacional dos Aparados da Serra Trilha para o Canion Faxinal,PI
31588,"Parque Nacional dos Aparados da Serra, Canion do Itaimbezinho, trilha do Vertice",PI
31589,"Parque Nacional dos Aparados da Serra, Canion Itaimbezinho",PI
31590,"Parque Nacional dos Aparados da Serra, Fortaleza",PI
31591,"Parque Nacional dos Aparados da Serra, Itaimbezinho",PI
31592,"Parque Nacional dos Aparados da Serra. Caminho entre o alojamento e a portaria secundaria, que da acesso a estrada para Sao Francisco de Paula (RS-020)",PI
31593,"Parque Nacional dos Aparados da Serra. Canion do Itaimbezinho, trilha do Vertice. Campo de Altitude Subtropical (campos de cima da serra), afloramentos rochosos basalticos",PI
31594,Parque Nacional dos Aparatos da Serra,PI
31595,Parque Nacional dos Campos Amazonicos,PI
31596,"Parque Nacional dos Campos Amazonicos, Campo sujo as margens da estrada, ca. de 0,6 km saindo da estrada do Estanho a direita no trevo do Bodoco",PI
31597,"Parque Nacional dos Campos Amazonicos, Cerrado arbustivo preservado, ca. 500 m da estrada do Estanho",PI
31598,"Parque Nacional dos Campos Amazonicos, Cerrado degradado, com gramineas invasoras. Ca. 4 km da estrada do Estanho",PI
31599,"Parque Nacional dos Campos Amazonicos, Floresta de galeria com buriti, ca. 0,2 km da estrada; ca. de 0,6 km saindo da estrada do Estanho a direita no trevo do Bodoco",PI
31600,"Parque Nacional dos Campos Amazonicos, Margens da estrada do Estanho, em borda de mata ciliar proximo a ponte do Rio do Macaco",PI
31601,"Parque Nacional dos Campos Amazonicos, Margens da estrada do Estanho, em Cerrado recem queimado",PI
31602,"Parque Nacional dos Campos Amazonicos, Mata de Galeria e Cerrado Sentido Restrito",PI
31603,Parque Nacional dos Campos Amazonicos. Parque Nacional dos Campos Amazonicos,PI
31604,"Parque Nacional dos Campos Amazonicos., Campo cerrado. Solo arenoso encharcado",PI
31605,"Parque Nacional dos Campos Amazonicos., Cerrado",PI
31606,"Parque Nacional dos Campos Amazonicos., Margem da estrada da base do Parque. Cerrado",PI
31607,"Parque Nacional dos Campos Amazonicos., Margem da estrada de acesso a Sede da Reserva. Cerrado",PI
31608,"Parque Nacional dos Campos Amazonicos., Margem da estrada do Estanho",PI
31609,"Parque Nacional dos Campos Amazonicos., Margem da estrada do Estanho, sentido Machadinho do Oeste",PI
31610,"Parque Nacional dos Campos Gerais, Buraco do Padre",PI
31611,PARQUE NACIONAL DOS ORGAOS,PI
31612,"Parque Nacional dos Orgaos, trilha do riacho fundo",PI
31613,"Parque Nacional dos Pontoes Capixabas. Lajinha, propriedade de Vidal Krause. Inselbergue",PI
31614,"Parque Nacional dos Tapajos, km 60 da estrada Itaituba-Jacarecanga, ramal para picarreira",PI
31615,Parque Nacional dos Veadeiros Vereda; Corrego dos Ingleses. Folha Cartografica SD-23-Y-A Coordenada Coletada. Parque Nacional da Chapada dos Veadeiros,PI
31616,Parque Nacional e Historico do Monte Pascoal,PI
31617,"Parque Nacional e Historico do Monte Pascoal, Restinga",PI
31618,Parque Nacional e Itatiaia. Microparcela B,PI
31619,Parque Nacional e Sete Cidades,PI
31620,"Parque Nacional El Avila, Libertador, Distrito capital. Carretera sobre la fila del Avila, entre desvio a Boca de Tigre y Galipan",PI
31621,Parque Nacional El Avila. Cerro El Avila: vertiente norte: Galipan: carretera San Isidro de Galipan-San Antonio de Galipan: entre la capilla y La Haicenda,PI
31622,"Parque Nacional El Avila: Camino de los Espanoles, vertiente norte",PI
31623,Parque Nacional El Guache. Chorro de San Miguel,PI
31624,Parque Nacional El Palmar,PI
31625,"Parque Nacional El Palmar, Arroyo El Palmar",PI
31626,"Parque Nacional El Palmar, Ayo Los Loros",PI
31627,"Parque Nacional El Palmar, El Mirador-La Glorieta",PI
31628,"Parque Nacional El Palmar, patio de la intendencia",PI
31629,"Parque Nacional El Palmar, picada la Virgen",PI
31630,Parque Nacional El Palmar; Ayo. El Palmar,PI
31631,"Parque Nacional El Plamar. Selva marginal del rio Uruguay, proximo a la casa de huesped",PI
31632,Parque Nacional el Rey,PI
31633,Parque Nacional El Rey,PI
31634,PArque Nacional El Rey,PI
31635,Parque Nacional El Rey camino hacia Pozo Verde. Interior de selva,PI
31636,"Parque Nacional El Rey, sendero hacia Ayo Popayan a 7 Km de Intendencia",PI
31637,Parque Nacional El Rey. ca Intendencia,PI
31638,Parque Nacional El Rey. Camino a Pozo Verde,PI
31639,Parque Nacional El Rey. Selva basal,PI
31640,PARQUE NACIONAL EL VELADERO,PI
31641,"Parque Nacional El Veladero colonia Alta Icacos, Mpio. Acapulco",PI
31642,"Parque Nacional El Veladero, Balcones al Mar y campo de tiro",PI
31643,"Parque Nacional El Veladero, Cerro Carabali",PI
31644,"Parque Nacional El Veladero, Condesa",PI
31645,"Parque Nacional El Veladero, El Mirador",PI
31646,"Parque Nacional El Veladero, Icacos",PI
31647,"Parque Nacional El Veladero, Independencia",PI
31648,"PARQUE NACIONAL EL VELADERO, MIRADOR-INDEPENDENCIA",PI
31649,"PARQUE NACIONAL EL VELADERO, PALMA SOLA UNIDAD HABITACIONAL FOVISSTE",PI
31650,"Parque Nacional El Veladero, Palma Sola, unidad habitacional FOVISSSTE",PI
31651,"Parque Nacional El Veladero, Santa Cecilia",PI
31652,Parque Nacional Esquinas.Researcch plot La Gamba,PI
31653,Parque Nacional Finca del Rey,PI
31654,Parque Nacional Folha Cartografica SF.23-Z-A,PI
31655,Parque Nacional Foz do Iguacu,PI
31656,Parque Nacional Furna Feia. Around Nordeste Plot 1,PI
31657,"Parque Nacional Galeras. A 1 km al suroeste de la comunidad Santa Rosa de Arapino. Bloque 19, linea sismica 28. Helipuerto 1. Compania Triton. Bosque pluvial Premontano. Bosque primario. Suelo de roca sedimentaria",PI
31658,"Parque Nacional Galeras. A 1.5 Km al suroeste de la comunidad Santa Rosa de Arapino, faldas de la cordillera de Galeras. Bloque 19, linea sismica 28. Compania Triton. Bosque pluvial Premontano. Bosque primario. Suelo de roca sedimentaria",PI
31659,"Parque Nacional Galeras. A 1.5 km de la comunidad Santa Rosa de Arapino, faldas cordillera de Galeras. Bloque 19, linea sismica 28. Compania Triton. Bosque pluvial Premontano. Bosque primario. Suelo de roca sedimentaria",PI
31660,"Parque Nacional Galeras. A 2 km al suroeste de la comunidad Santa Rosa de Arapino, faldas de la cordillera de Galeras. Bloque 19, linea sismica 28. Compania Triton. Bosque pluvial Premontano. Bosque primario. Suelo de roca sedimentaria",PI
31661,"Parque Nacional Galeras. Faldas de la cordillera de Galeras, comunidad Santa Rosa de Arapino. Bloque 19, linea sismica 28. Compania Triton. Bosque pluvial Premontano. Bosque primario con parches de bosque secundario. Suelo de roca sedimentaria",PI
31662,"Parque Nacional Gande Sertao Veredas, estrada para a Fazenda Diamante",PI
31663,Parque Nacional Gral. San Martin,PI
31664,Parque Nacional Grande SertA£o Veredas,PI
31665,Parque Nacional Grande SertA£o Veredas-(PNGSV). Carrasco 1,PI
31666,Parque Nacional Grande SertA£o Veredas. Cabeceira do rio Preto. Vereda do Veado,PI
31667,"Parque Nacional Grande SertA£o Veredas. Estrada Pandeiros, sentido Parque Nacional Grande SertA£o Veredas. APA-Pandeiros",PI
31668,"Parque Nacional Grande SertA£o Veredas; Nascente do Rio Preto, ca. de 6 km da porteira que dA¡ acesso ao alojamento da FUNATURA indo em direA§A£o i Chapada GaAºcha",PI
31669,Parque Nacional Grande Sertao Verdeas,PI
31670,"PARQUE NACIONAL GRANDE SERTAO VERDEDAS; proximo a cachoeira do corrego Veredao, proximidades de um local denominado Agua morta. Solo branco e arenoso. Relevo plano.",PI
31671,"Parque Nacional Grande Sertao Vereda, Cabeceira do Rio Cambamburra",PI
31672,"Parque Nacional Grande Sertao Vereda, Estrada Belem-Brasilia,ca. 14km da sede da Funatura",PI
31673,"Parque Nacional Grande Sertao Vereda, Nascente do rio Preto. Vereda do Veado. Textura do solo: turfoso, area de transicao entre a vereda e o cerrado; relevo plano",PI
31674,"Parque Nacional Grande Sertao Vereda, Nascnte do rio Preto; Vereda do Veado; textura do solo: turfoso; cerrado queimado a cerca de 1 mes; relevo: plano;",PI
31675,"Parque Nacional Grande Sertao Vereda, prox. ao alojamento da Funatura.",PI
31676,Parque Nacional Grande Sertao Vereda. Estrada de chao entre Maria Antonia e Salto.(estrada de Fazenda Mato Grande); Folha Cartografica SD-23-Y-B Coordenada Coletada. Parque Nacional Grande Sertao Vereda,PI
31677,Parque Nacional Grande Sertao Vereda; Serra do Limoeiro; ca de 11km da sede vereda,PI
31678,Parque Nacional Grande Sertao Vereda; Serra do Limoeiro; ca. De 11 Km da sede,PI
31679,Parque Nacional Grande Sertao Veredas,PI
31680,Parque Nacional Grande Sertao Veredas-(PNGSV),PI
31681,Parque Nacional Grande Sertao Veredas-PNGSV Folha Cartografica Coordenada Coletada,PI
31682,Parque Nacional Grande Sertao Veredas Estrada em direcao a Fazenda Diamante. Solo arenoso/ argiloso. Relevo,PI
31683,Parque Nacional Grande Sertao Veredas fazenda Mato Grande Corrego,PI
31684,Parque Nacional Grande Sertao Veredas Junto a Sede da Funatura,PI
31685,Parque Nacional Grande Sertao Veredas prox. ao Rio Carinhanha,PI
31686,Parque Nacional Grande Sertao Veredas proximo a ponte Rio Preto,PI
31687,Parque Nacional Grande Sertao Veredas proximo a Sede da Funatura,PI
31688,Parque Nacional Grande Sertao Veredas Serra do Limoeiro,PI
31689,"Parque Nacional Grande Sertao Veredas, 16,1km da sede da FUNATURA",PI
31690,"Parque Nacional Grande Sertao Veredas, 19,4km da sede da FUNATURA",PI
31691,"Parque Nacional Grande Sertao Veredas, 19,9 km da Sede da FUNATURA, numa estrada conhecida como """"""""Belem-Brasilia""""""""",PI
31692,"Parque Nacional Grande Sertao Veredas, 21,4km da sede da FUNATURA",PI
31693,"Parque Nacional Grande Sertao Veredas, 24 Km da sede em direcao a fazenda Diamante. Parque Nacional Grande Sertao Veredas",PI
31694,"Parque Nacional Grande Sertao Veredas, 24km da sede da FUNATURA",PI
31695,"Parque Nacional Grande Sertao Veredas, 2km do alojamento da FUNATURA",PI
31696,"Parque Nacional Grande Sertao Veredas, A fazenda Barbatimao, cerrado",PI
31697,"Parque Nacional Grande Sertao Veredas, aproximadamente 23km da sede da FUNATRA, numa estrada conhecida como Belem-Brasilia, (denominacao local). Folha Cartografica SD-23-Y-D Coordenada Coletada.",PI
31698,"Parque Nacional Grande Sertao Veredas, Area of Rio Preto (tributary of R. Carinhanha) very near the border with Bahia",PI
31699,"Parque Nacional Grande Sertao Veredas, Barra do Rio Preto com do Riacho Santa Rita. Fazenda do Sr. Porcilio Teixeira Muniz. Cerrado ciliar, proximo a vereda do Rio Preto. Solo arenoso. Relevo plano",PI
31700,"Parque Nacional Grande Sertao Veredas, Barra do rio Preto com o riacho Santa Rita",PI
31701,"Parque Nacional Grande Sertao Veredas, Cabeceira do rio Preto",PI
31702,"Parque Nacional Grande Sertao Veredas, cabeceira do Rio Preto, Vereda do Veado. Folha Cartografica SD-23-Y-D Coordenada Coletada. Parque Nacional Grande Sertao Veredas",PI
31703,"Parque Nacional Grande Sertao Veredas, Cachoeira do corrego Mato Grande. Leito mais alto do corrego",PI
31704,"Parque Nacional Grande Sertao Veredas, Campina do Lazaro. Campo limpo",PI
31705,"Parque Nacional Grande Sertao Veredas, campo cerra, solo arenoso.&nf;relevo plano",PI
31706,"Parque Nacional Grande Sertao Veredas, Cerrado proximo 'a Fazenda Barbatimao",PI
31707,"Parque Nacional Grande Sertao Veredas, Cerrado proximo a sede do Parque",PI
31708,"Parque Nacional Grande Sertao Veredas, entrada da Fazenda do Edgard",PI
31709,"Parque Nacional Grande Sertao Veredas, estrada Belem-Brasilia, ca. 14km da sede Funatura",PI
31710,"Parque Nacional Grande Sertao Veredas, Estrada Belem-Brasilia, ca. 14km. da sede da Funatura",PI
31711,"Parque Nacional Grande Sertao Veredas, estrada de chao entre o alojamento da FUNATURA e a Fazenda do Sr. Laudelino",PI
31712,"Parque Nacional Grande Sertao Veredas, Estrada de chao entre o alojamento da FUNATURA e a Fazenda do Sr. Laudelino (Ladu)",PI
31713,"Parque Nacional Grande Sertao Veredas, estrada em direcao a Fazenda Diamante",PI
31714,"Parque Nacional Grande Sertao Veredas, Estrada para a Fazenda Mato Grande; relevo plano; solo comtextura arenosa; veredas no lado direito do Rio Preto; cerrado",PI
31715,"Parque Nacional Grande Sertao Veredas, estrada que liga o alojamento da FUNATURA a Fazenda do Sr. Laudelino",PI
31716,"Parque Nacional Grande Sertao Veredas, Fazenda Mato Grande",PI
31717,"Parque Nacional Grande Sertao Veredas, Fazenda Mato Grande, corrego Mato Grande, inicio de formacao de mata ciliar proximo a cachoeira",PI
31718,"Parque Nacional Grande Sertao Veredas, Floresta de galeria do Rio Preto, junto a sede da FUNATURA",PI
31719,"Parque Nacional Grande Sertao Veredas, Floresta de galeria do rio Preto, junto a sede da Funatura. Relevo plano",PI
31720,"Parque Nacional Grande Sertao Veredas, Folha Cartografica SD-23-Y-D Coordenada Coletada. Parque Nacional Grande Sertao Veredas",PI
31721,"Parque Nacional Grande Sertao Veredas, Local proximo a barra do Rio Preto com Corrego Santa Rita. Cerrado; relevo plano; solo com textura arenosa (areiaquartzosa)",PI
31722,"Parque Nacional Grande Sertao Veredas, Margem do ribeirao Mato Grande, ca. 1 km da cachoeira prox. a Faz. do Sr. Nenzinho",PI
31723,"Parque Nacional Grande Sertao Veredas, Margem do Rio Preto, 2 km acima do Rio Carinhanha, lagoas temporarias, solo arenoso, relevo plano, lagoa temporariamente seca",PI
31724,"Parque Nacional Grande Sertao Veredas, Margem do Rio Preto, 2 km acima do Rio Carinhanha, vereda com lagoas temporarias, solo arenoso, relevo plano",PI
31725,"Parque Nacional Grande Sertao Veredas, Margem esquerda do Rio Preto, Cerrado proximo a uma verada, relevo plano",PI
31726,"Parque Nacional Grande Sertao Veredas, margem esquerda do rio Preto. Cerrado proximo a uma vereda, relevo plano",PI
31727,"Parque Nacional Grande Sertao Veredas, Mata do Rio Carinhanha",PI
31728,"Parque Nacional Grande Sertao Veredas, nascente do Rio Preto",PI
31729,"Parque Nacional Grande Sertao Veredas, Nascente do Rio Preto",PI
31730,"Parque Nacional Grande Sertao Veredas, Nascente do Rio Preto; cerrado proximo a Vereda do Veado; solo com textura arenosa; relevo plano",PI
31731,"PARQUE NACIONAL GRANDE SERTAO VEREDAS, nascente do rio Preto; Vereda do Veado.",PI
31732,"Parque Nacional Grande Sertao Veredas, Parcela 7",PI
31733,"Parque Nacional Grande Sertao Veredas, proximo a cachoeira do corrego Veredao proximidade de um local denominado Egua Morta. Folha Cartografica SD-23-Y-D Coordenada Coletada. Parque Nacional Grande Sertao Veredas",PI
31734,"Parque Nacional Grande Sertao Veredas, Proximo a casa do Guarda Parque Gualdino",PI
31735,"Parque Nacional Grande Sertao Veredas, Rio Preto, junto a sede da FUNARTA. Folha Cartografica SD-23-Y-D Coordenada Coletada. Parque Nacional Grande Sertao Veredas",PI
31736,"Parque Nacional Grande Sertao Veredas, serra do Limoeiro, 11 km da sede da FUNATRA",PI
31737,"PARQUE NACIONAL GRANDE SERTAO VEREDAS, Serra do Limoeiro. Relevo levemente ondulado.",PI
31738,"PARQUE NACIONAL GRANDE SERTAO VEREDAS, Serra do Limoeiro. Solo rochoso; relevo levemente ondulado.",PI
31739,"Parque Nacional Grande Sertao Veredas, Transicao entre cerrado e vereda na nascente do Rio Preto; solo com textura arenosa; relevo plano",PI
31740,"parque Nacional Grande Sertao Veredas, vereda do Carrasco (Rio Preto) proximo a casa do guarda parque Joao . Parque Nacional Grande Sertao Veredas",PI
31741,"Parque Nacional Grande Sertao Veredas, Vereda do Veado, um dos bracos da nascente do rio Preto",PI
31742,"Parque Nacional Grande Sertao Veredas. 10 km a Noroeste da fazenda do Sr. Edgar, proximo ao Rio Carinhanha",PI
31743,Parque Nacional Grande Sertao Veredas. C,PI
31744,Parque Nacional Grande Sertao Veredas. Cabeceira da ereda Cambamburra,PI
31745,Parque Nacional Grande Sertao Veredas. Cabeceira da vereda Cambamburra,PI
31746,Parque Nacional Grande Sertao Veredas. Cabeceira da vereda Cambamburra. Relevo plano,PI
31747,PARQUE NACIONAL GRANDE SERTAO VEREDAS. Cabeceira da vereda de cambamburra. Solo arenoso; relevo plano,PI
31748,PARQUE NACIONAL GRANDE SERTAO VEREDAS. CABECEIRA DE VEREDA CAMBABURRA. Parque Nacional Grande Sertao Veredas,PI
31749,Parque Nacional Grande Sertao Veredas. Cabeceira do rio Cambamburra. SD-23-Y-B,PI
31750,"Parque Nacional Grande Sertao Veredas. Cabeceira do rio Preto, vereda do Veado",PI
31751,Parque Nacional Grande Sertao Veredas. Cabeceira do rio Preto. Vereda do Veado,PI
31752,PARQUE NACIONAL GRANDE SERTAO VEREDAS. Cabeceira do rio Preto. Vereda do Veado. Relevo plano,PI
31753,Parque Nacional Grande Sertao Veredas. Cachoeira do corrego Mato Grande. Alt. 800m,PI
31754,"Parque Nacional Grande Sertao Veredas. Entrada da Fazenda do Sr. Nenzinho Carneiro, proximo a porteira",PI
31755,"Parque Nacional Grande Sertao Veredas. Estrada Belem-Brasilia, ca 21,4 km da Sede da Funatura. . Parque Nacional Grande Sertao Veredas",PI
31756,Parque Nacional Grande Sertao Veredas. Estrada que liga o Alojamento da FUNATURA a fazenda do Sr. Laudelino (Ladu). Solo: arenoso. Relevo: plano. Cerrado alto,PI
31757,Parque Nacional Grande Sertao Veredas. Fazenda Mato Grande,PI
31758,"Parque Nacional Grande Sertao Veredas. Fazenda Mato Grande. Corrego Mato Grande, cachoeira proxima a Sede da fazenda do Sr. Nenzinho Carneiro. Degradado. Rara no local. Solo com rochas calcarias. Relevo ondulado; algumas arvores na beira do corrego, nao chegando a formar uma mata ciliar.",PI
31759,Parque Nacional Grande Sertao Veredas. Folha Cartografica SD-23-Y-D Coordenada Coletada. Parque Nacional Grande Sertao Veredas,PI
31760,Parque Nacional Grande Sertao Veredas. Folha: SD-23-Y-B. Parque Nacional Grande Sertao Veredas,PI
31761,Parque Nacional Grande Sertao Veredas. Margem esquerda do rio Preto,PI
31762,Parque Nacional Grande Sertao Veredas. Margem esquerda do Rio Preto. . Parque Nacional Grande Sertao Veredas,PI
31763,Parque Nacional Grande Sertao Veredas. Parque Nacional Grande Sertao Veredas,PI
31764,Parque Nacional Grande Sertao Veredas. PrA³ximo A¡ margem esquerda do Rio Preto,PI
31765,Parque Nacional Grande Sertao Veredas. Prox.a ponte da barra do Rio Preto San. Rita,PI
31766,"Parque Nacional Grande Sertao Veredas. Proximo a casa do guarda do Parque, sr. Gualdino. Folha cartografica SD-23-Y-B",PI
31767,Parque Nacional Grande Sertao Veredas. Proximo a casa do Guarda Parque Gualdino,PI
31768,Parque Nacional Grande Sertao Veredas. proximo a estrada que da acesso ao alojamento da FUNATURA; cerrado ca. de 500m da Vereda do Veado; na nascente do Rio Preto e ca. de 3km do Alojamento,PI
31769,Parque Nacional Grande Sertao Veredas. Proximo a Fazenda Barbatimao,PI
31770,Parque Nacional Grande Sertao Veredas. Proximo a ponte da barra do rio Preto/Santa Rita. Solo arenoso. Relevo levemente ondulado,PI
31771,"Parque Nacional Grande Sertao Veredas. Serra do Limoeiro, 11 Km da sede da FUNATURA. Solo arenoso. Relevo levemente ondulado. Base de uma pequena encosta.",PI
31772,"Parque Nacional Grande Sertao Veredas. Serra do Limoeiro, 11 Km da sede da FUNATURA. Solo pedregoso e arenoso. Relevo levemente ondulado. Base de uma pequena encosta.",PI
31773,"Parque Nacional Grande Sertao Veredas. Serra do Limoeiro, 11km da sede da FUNATURA",PI
31774,Parque Nacional Grande Sertao Veredas. Solo com areia quartizosa. Relevo plano,PI
31775,Parque Nacional Grande Sertao Veredas.; Vereda Grande,PI
31776,"Parque Nacional Grande Sertao Veredas.Proximidades da fazenda Carinhanha ,junto a prainha . Parque Nacional Grande Sertao Veredas",PI
